Ensembl Gene ID	UniProt Gene Name
ENSMUSG00000065344	
ENSMUSG00000094833	
ENSMUSG00000097524	
ENSMUSG00000062121	Q60888
ENSMUSG00000043391	
ENSMUSG00000099133	
ENSMUSG00000055088	Q8VGJ8
ENSMUSG00000079433	
ENSMUSG00000031996	Q60709
ENSMUSG00000031996	Q06335
ENSMUSG00000094540	
ENSMUSG00000088243	
ENSMUSG00000003309	
ENSMUSG00000096136	
ENSMUSG00000082774	
ENSMUSG00000106781	
ENSMUSG00000074886	Q9EP84
ENSMUSG00000004394	Q8R1V4
ENSMUSG00000065574	
ENSMUSG00000072662	Q3UU94
ENSMUSG00000093211	
ENSMUSG00000105115	
ENSMUSG00000087850	
ENSMUSG00000098683	
ENSMUSG00000088453	
ENSMUSG00000000028	Q3UI99
ENSMUSG00000000028	Q9Z1X9
ENSMUSG00000099351	
ENSMUSG00000065057	
ENSMUSG00000023903	Q3U435
ENSMUSG00000066030	Q7TPX8
ENSMUSG00000098484	
ENSMUSG00000079043	
ENSMUSG00000039438	Q8VBW8
ENSMUSG00000102419	
ENSMUSG00000078962	
ENSMUSG00000057469	O54917
ENSMUSG00000083819	
ENSMUSG00000080766	
ENSMUSG00000077282	
ENSMUSG00000100116	
ENSMUSG00000065556	
ENSMUSG00000028643	A2A7P9
ENSMUSG00000028643	A2A7Q0
ENSMUSG00000028643	Q99LQ4
ENSMUSG00000076399	
ENSMUSG00000099258	
ENSMUSG00000098998	
ENSMUSG00000047050	
ENSMUSG00000065625	
ENSMUSG00000067524	Q0VDY1
ENSMUSG00000070511	Q8CCF3
ENSMUSG00000040328	Q8VGD6
ENSMUSG00000058013	Q8C1B7
ENSMUSG00000025937	Q99KR3
ENSMUSG00000096190	
ENSMUSG00000036832	Q544B4
ENSMUSG00000036832	Q9EQ31
ENSMUSG00000017057	O09030
ENSMUSG00000084418	
ENSMUSG00000089287	
ENSMUSG00000097240	
ENSMUSG00000092743	
ENSMUSG00000094462	
ENSMUSG00000100083	
ENSMUSG00000104749	
ENSMUSG00000060411	
ENSMUSG00000046585	B2RW38
ENSMUSG00000065990	Q9DCJ7
ENSMUSG00000104972	
ENSMUSG00000022875	
ENSMUSG00000095685	
ENSMUSG00000085862	
ENSMUSG00000044405	Q8R400
ENSMUSG00000065874	
ENSMUSG00000053178	
ENSMUSG00000077393	
ENSMUSG00000100142	
ENSMUSG00000103803	
ENSMUSG00000065220	
ENSMUSG00000021130	Q9JJ61
ENSMUSG00000088591	
ENSMUSG00000025212	Q3U4F0
ENSMUSG00000025212	Q91V61
ENSMUSG00000091421	
ENSMUSG00000086580	
ENSMUSG00000047878	Q3UF00
ENSMUSG00000047878	Q67BJ4
ENSMUSG00000105814	
ENSMUSG00000096015	
ENSMUSG00000099674	
ENSMUSG00000094960	
ENSMUSG00000105567	
ENSMUSG00000088343	
ENSMUSG00000036061	Q6P5C5
ENSMUSG00000089252	
ENSMUSG00000107999	
ENSMUSG00000095792	
ENSMUSG00000108715	
ENSMUSG00000062963	M0QWS4
ENSMUSG00000062963	Q9CR09
ENSMUSG00000058207	
ENSMUSG00000028102	Q9Z210
ENSMUSG00000065014	
ENSMUSG00000067038	Q6ZWZ6
ENSMUSG00000056682	
ENSMUSG00000095379	
ENSMUSG00000098881	
ENSMUSG00000045013	Q9EPG2
ENSMUSG00000094563	
ENSMUSG00000087919	
ENSMUSG00000097402	
ENSMUSG00000036352	Q8VDI7
ENSMUSG00000094474	
ENSMUSG00000102990	
ENSMUSG00000089256	
ENSMUSG00000094190	
ENSMUSG00000020331	O88703
ENSMUSG00000077425	
ENSMUSG00000099678	
ENSMUSG00000104734	
ENSMUSG00000022607	
ENSMUSG00000098966	
ENSMUSG00000084664	
ENSMUSG00000104344	
ENSMUSG00000029319	D6RGA8
ENSMUSG00000029319	Q66JT7
ENSMUSG00000093843	
ENSMUSG00000021975	
ENSMUSG00000095142	
ENSMUSG00000094902	
ENSMUSG00000079105	
ENSMUSG00000085612	
ENSMUSG00000095508	J3QPZ4
ENSMUSG00000076118	
ENSMUSG00000030876	Q9EPL4
ENSMUSG00000088717	
ENSMUSG00000095782	
ENSMUSG00000096522	
ENSMUSG00000096694	
ENSMUSG00000103364	
ENSMUSG00000020228	Q6NVF4
ENSMUSG00000031903	Q8VEB4
ENSMUSG00000077253	
ENSMUSG00000098599	
ENSMUSG00000089294	
ENSMUSG00000106653	
ENSMUSG00000060470	Q8R0T6
ENSMUSG00000018921	Q9D4T3
ENSMUSG00000018921	Q9DBD5
ENSMUSG00000089499	
ENSMUSG00000003402	Q3U518
ENSMUSG00000003402	O08795
ENSMUSG00000037318	G3X949
ENSMUSG00000023827	Q8K4X7
ENSMUSG00000031613	Q8VCC1
ENSMUSG00000088926	
ENSMUSG00000086881	
ENSMUSG00000064836	
ENSMUSG00000060049	
ENSMUSG00000077542	
ENSMUSG00000105682	
ENSMUSG00000093373	
ENSMUSG00000108631	Q62219
ENSMUSG00000084174	Q8VCK7
ENSMUSG00000107599	
ENSMUSG00000094034	
ENSMUSG00000077223	
ENSMUSG00000019080	
ENSMUSG00000019943	G5E829
ENSMUSG00000093508	
ENSMUSG00000049233	Q9DCZ4
ENSMUSG00000077449	
ENSMUSG00000105546	
ENSMUSG00000038311	
ENSMUSG00000097504	
ENSMUSG00000099439	
ENSMUSG00000087017	
ENSMUSG00000098401	
ENSMUSG00000099447	
ENSMUSG00000037017	Q07231
ENSMUSG00000095019	
ENSMUSG00000076237	
ENSMUSG00000096804	
ENSMUSG00000084504	
ENSMUSG00000041986	Q3V1U8
ENSMUSG00000001445	Q3TBW2
ENSMUSG00000081006	
ENSMUSG00000019815	B9EHC9
ENSMUSG00000105748	
ENSMUSG00000030554	Q70IV5
ENSMUSG00000020598	Q810U4
ENSMUSG00000094455	
ENSMUSG00000098521	
ENSMUSG00000085542	
ENSMUSG00000098968	
ENSMUSG00000005410	Q52KC3
ENSMUSG00000064405	
ENSMUSG00000088236	
ENSMUSG00000102121	
ENSMUSG00000089170	
ENSMUSG00000092815	
ENSMUSG00000064876	
ENSMUSG00000077507	
ENSMUSG00000080694	
ENSMUSG00000099643	
ENSMUSG00000056863	Q920Z2
ENSMUSG00000020067	Q5DTJ9
ENSMUSG00000064591	
ENSMUSG00000078675	A2CGB6
ENSMUSG00000078675	P02762
ENSMUSG00000095884	
ENSMUSG00000064382	
ENSMUSG00000040188	Q3TAL2
ENSMUSG00000040188	Q9ERN0
ENSMUSG00000094038	
ENSMUSG00000064793	
ENSMUSG00000099992	
ENSMUSG00000071652	Q8CHT3
ENSMUSG00000088644	
ENSMUSG00000086026	
ENSMUSG00000074890	Q8BYR1
ENSMUSG00000073492	
ENSMUSG00000093593	
ENSMUSG00000106549	
ENSMUSG00000029131	G3X8S5
ENSMUSG00000029131	O54946
ENSMUSG00000101257	
ENSMUSG00000070713	Q5BL14
ENSMUSG00000070713	P09602
ENSMUSG00000107575	
ENSMUSG00000065911	
ENSMUSG00000004054	Q80XI6
ENSMUSG00000022022	Q8K126
ENSMUSG00000097770	
ENSMUSG00000106893	
ENSMUSG00000095151	
ENSMUSG00000088997	
ENSMUSG00000088864	
ENSMUSG00000097223	
ENSMUSG00000095314	
ENSMUSG00000085558	
ENSMUSG00000065378	
ENSMUSG00000043003	Q5RI75
ENSMUSG00000105724	
ENSMUSG00000081775	
ENSMUSG00000094703	
ENSMUSG00000094122	
ENSMUSG00000043673	Q8BQZ8
ENSMUSG00000074650	Q3US96
ENSMUSG00000092680	
ENSMUSG00000028788	O70274
ENSMUSG00000093341	
ENSMUSG00000105029	
ENSMUSG00000088843	
ENSMUSG00000065770	
ENSMUSG00000090298	G5E904
ENSMUSG00000063180	
ENSMUSG00000096273	Q7TQQ8
ENSMUSG00000065435	
ENSMUSG00000039069	A2AFK4
ENSMUSG00000039069	I6L986
ENSMUSG00000077613	
ENSMUSG00000020607	
ENSMUSG00000077730	
ENSMUSG00000020170	Q8C180
ENSMUSG00000077971	
ENSMUSG00000107859	
ENSMUSG00000098514	
ENSMUSG00000041236	Q5KU39
ENSMUSG00000095339	
ENSMUSG00000089395	
ENSMUSG00000045867	Q549T4
ENSMUSG00000045867	O88843
ENSMUSG00000015013	Q9JME7
ENSMUSG00000095431	
ENSMUSG00000101755	
ENSMUSG00000063777	Q8VFW5
ENSMUSG00000105927	
ENSMUSG00000097774	
ENSMUSG00000076012	
ENSMUSG00000020650	Q542A1
ENSMUSG00000020650	Q61334
ENSMUSG00000065251	
ENSMUSG00000089146	
ENSMUSG00000089538	
ENSMUSG00000098931	
ENSMUSG00000065452	
ENSMUSG00000099024	
ENSMUSG00000027466	Q9WUB0
ENSMUSG00000077728	
ENSMUSG00000091568	
ENSMUSG00000097572	
ENSMUSG00000080959	
ENSMUSG00000004677	
ENSMUSG00000030880	Q9CZT4
ENSMUSG00000059150	
ENSMUSG00000038481	B7ZMT1
ENSMUSG00000038481	G5E8L1
ENSMUSG00000038481	Q8BWD8
ENSMUSG00000099161	
ENSMUSG00000077402	
ENSMUSG00000046364	P14115
ENSMUSG00000087922	
ENSMUSG00000038201	Q17ST2
ENSMUSG00000093298	
ENSMUSG00000088406	
ENSMUSG00000065792	
ENSMUSG00000095486	
ENSMUSG00000051606	
ENSMUSG00000098448	
ENSMUSG00000031467	Q9D1E8
ENSMUSG00000096677	
ENSMUSG00000075893	
ENSMUSG00000022613	Q9QXN5
ENSMUSG00000081810	
ENSMUSG00000094963	
ENSMUSG00000094104	Q8VF12
ENSMUSG00000062553	
ENSMUSG00000022012	Q8BHR2
ENSMUSG00000095939	
ENSMUSG00000073650	B9EKE5
ENSMUSG00000029672	G5E911
ENSMUSG00000029672	G3X9I1
ENSMUSG00000029672	Q91VU0
ENSMUSG00000076946	
ENSMUSG00000024663	Q8VDV3
ENSMUSG00000065865	
ENSMUSG00000095666	
ENSMUSG00000033834	Q9CPR0
ENSMUSG00000065402	
ENSMUSG00000065797	
ENSMUSG00000097345	
ENSMUSG00000088545	
ENSMUSG00000027196	
ENSMUSG00000043931	Q8R379
ENSMUSG00000054364	Q4FJM5
ENSMUSG00000054364	P62746
ENSMUSG00000041801	Q9WV95
ENSMUSG00000106783	
ENSMUSG00000099074	
ENSMUSG00000020193	Q5NC84
ENSMUSG00000095373	Q9EPF7
ENSMUSG00000021961	
ENSMUSG00000098513	
ENSMUSG00000010175	P48437
ENSMUSG00000100305	
ENSMUSG00000089138	
ENSMUSG00000024502	D3YXK0
ENSMUSG00000084508	
ENSMUSG00000099656	
ENSMUSG00000088802	
ENSMUSG00000021591	Q3U6L3
ENSMUSG00000021591	Q9QUH0
ENSMUSG00000006057	Q9CR84
ENSMUSG00000026171	Q9QZR0
ENSMUSG00000096337	
ENSMUSG00000094316	
ENSMUSG00000095336	
ENSMUSG00000087985	
ENSMUSG00000096564	
ENSMUSG00000047787	Q6RKD8
ENSMUSG00000094570	
ENSMUSG00000064648	
ENSMUSG00000066107	
ENSMUSG00000028386	Q8CA03
ENSMUSG00000105402	
ENSMUSG00000093101	
ENSMUSG00000094903	
ENSMUSG00000038319	Q53Z09
ENSMUSG00000091311	
ENSMUSG00000089606	
ENSMUSG00000031828	Q8R124
ENSMUSG00000105230	
ENSMUSG00000065185	
ENSMUSG00000032839	B2RPS7
ENSMUSG00000032839	B7ZMP6
ENSMUSG00000053226	Q76LW6
ENSMUSG00000098944	
ENSMUSG00000026824	Q3ZAT1
ENSMUSG00000026824	P63250
ENSMUSG00000026319	E9QM90
ENSMUSG00000042046	Q6XUX1
ENSMUSG00000089282	
ENSMUSG00000030553	
ENSMUSG00000099578	
ENSMUSG00000099014	
ENSMUSG00000092661	
ENSMUSG00000036602	Q8C8B0
ENSMUSG00000098586	
ENSMUSG00000044487	
ENSMUSG00000047714	D3Z3A0
ENSMUSG00000047714	Q9DCL8
ENSMUSG00000073427	Q3UF22
ENSMUSG00000098641	
ENSMUSG00000097872	
ENSMUSG00000080350	
ENSMUSG00000024824	Q9Z0F6
ENSMUSG00000097023	
ENSMUSG00000086683	
ENSMUSG00000065458	
ENSMUSG00000035963	Q3TZ65
ENSMUSG00000086122	
ENSMUSG00000031535	Q8VEJ3
ENSMUSG00000100550	
ENSMUSG00000094727	Q99N64
ENSMUSG00000093134	
ENSMUSG00000094357	
ENSMUSG00000099112	
ENSMUSG00000020074	Q8CH18
ENSMUSG00000057173	D3YU81
ENSMUSG00000065820	
ENSMUSG00000024485	Q8BUG8
ENSMUSG00000019947	Q8BM75
ENSMUSG00000096992	
ENSMUSG00000051237	Q8BHE6
ENSMUSG00000063867	
ENSMUSG00000044916	
ENSMUSG00000086601	
ENSMUSG00000024899	O88428
ENSMUSG00000107240	
ENSMUSG00000079138	
ENSMUSG00000070175	
ENSMUSG00000051067	Q6GQU6
ENSMUSG00000094594	
ENSMUSG00000079834	Q91ZE0
ENSMUSG00000088154	
ENSMUSG00000034042	Q6NZP2
ENSMUSG00000088938	
ENSMUSG00000021411	Q8JZU6
ENSMUSG00000074305	Q69Z38
ENSMUSG00000103637	
ENSMUSG00000098342	
ENSMUSG00000099221	
ENSMUSG00000106556	
ENSMUSG00000084587	
ENSMUSG00000097944	
ENSMUSG00000088384	
ENSMUSG00000088151	
ENSMUSG00000106771	
ENSMUSG00000091041	
ENSMUSG00000065493	
ENSMUSG00000077554	
ENSMUSG00000071629	Q7TQQ7
ENSMUSG00000099176	
ENSMUSG00000067049	Q710D3
ENSMUSG00000006307	O08550
ENSMUSG00000028410	Q5NTY0
ENSMUSG00000028410	P63037
ENSMUSG00000097857	
ENSMUSG00000105825	
ENSMUSG00000100470	
ENSMUSG00000085505	
ENSMUSG00000032062	
ENSMUSG00000075480	Q3V2K9
ENSMUSG00000038064	Q9D7U6
ENSMUSG00000102276	
ENSMUSG00000088371	
ENSMUSG00000031227	Q6PCZ4
ENSMUSG00000089584	
ENSMUSG00000041491	Q6IRU7
ENSMUSG00000015126	Q5HZH2
ENSMUSG00000023387	G5E845
ENSMUSG00000031583	O09053
ENSMUSG00000020948	Q9CR40
ENSMUSG00000092848	
ENSMUSG00000094318	
ENSMUSG00000026686	Q543W2
ENSMUSG00000026686	Q9JKU8
ENSMUSG00000089648	
ENSMUSG00000077622	
ENSMUSG00000096587	
ENSMUSG00000032532	P09240
ENSMUSG00000088377	
ENSMUSG00000040280	Q4FZG9
ENSMUSG00000077939	
ENSMUSG00000079681	Q1WG82
ENSMUSG00000041264	
ENSMUSG00000031898	Q9DA79
ENSMUSG00000046408	
ENSMUSG00000101069	
ENSMUSG00000054526	Q7TQQ3
ENSMUSG00000051238	Q8VCI7
ENSMUSG00000064622	
ENSMUSG00000097837	
ENSMUSG00000023947	O54910
ENSMUSG00000013846	Q544T4
ENSMUSG00000013846	P54751
ENSMUSG00000065800	
ENSMUSG00000022651	Q8K426
ENSMUSG00000106902	
ENSMUSG00000067614	B2RTB6
ENSMUSG00000067614	P97861
ENSMUSG00000025521	Q9CXT7
ENSMUSG00000095507	
ENSMUSG00000089507	
ENSMUSG00000071475	
ENSMUSG00000097736	
ENSMUSG00000065540	
ENSMUSG00000089349	
ENSMUSG00000088820	
ENSMUSG00000098689	
ENSMUSG00000099675	
ENSMUSG00000106328	
ENSMUSG00000102776	
ENSMUSG00000085235	
ENSMUSG00000020358	Q544Z3
ENSMUSG00000020358	Q20BD0
ENSMUSG00000020358	Q80XR6
ENSMUSG00000020358	Q99020
ENSMUSG00000022526	Q6PCX8
ENSMUSG00000094855	
ENSMUSG00000055408	
ENSMUSG00000024101	Q8VDD8
ENSMUSG00000082736	
ENSMUSG00000098693	
ENSMUSG00000106793	
ENSMUSG00000092958	
ENSMUSG00000065147	
ENSMUSG00000020484	O35426
ENSMUSG00000093087	
ENSMUSG00000093032	
ENSMUSG00000094870	Q8K3J5
ENSMUSG00000103724	
ENSMUSG00000064802	
ENSMUSG00000022677	Q9CZS3
ENSMUSG00000035595	
ENSMUSG00000080530	
ENSMUSG00000058904	Q8VGU3
ENSMUSG00000077615	
ENSMUSG00000053825	B8QI34
ENSMUSG00000088435	
ENSMUSG00000067526	
ENSMUSG00000093752	O70152
ENSMUSG00000024958	Q3UPL3
ENSMUSG00000024958	Q3TD99
ENSMUSG00000024958	Q80ZU9
ENSMUSG00000102141	
ENSMUSG00000097235	
ENSMUSG00000077578	
ENSMUSG00000036810	Q3UJ81
ENSMUSG00000101178	
ENSMUSG00000057836	Q78PE0
ENSMUSG00000057836	Q99L59
ENSMUSG00000057836	Q60595
ENSMUSG00000089373	
ENSMUSG00000095009	
ENSMUSG00000090317	Q8C6J8
ENSMUSG00000078912	
ENSMUSG00000046005	
ENSMUSG00000093476	
ENSMUSG00000067321	
ENSMUSG00000094312	
ENSMUSG00000064057	Q5NCL1
ENSMUSG00000064057	Q8CJC6
ENSMUSG00000064057	Q920D7
ENSMUSG00000048385	Q99M85
ENSMUSG00000108545	
ENSMUSG00000074178	
ENSMUSG00000085361	
ENSMUSG00000098562	
ENSMUSG00000042808	
ENSMUSG00000065565	
ENSMUSG00000030539	Q62179
ENSMUSG00000027500	Q545S4
ENSMUSG00000027500	P55821
ENSMUSG00000103382	
ENSMUSG00000064992	
ENSMUSG00000074720	
ENSMUSG00000033114	
ENSMUSG00000099369	
ENSMUSG00000104989	
ENSMUSG00000064467	
ENSMUSG00000093037	
ENSMUSG00000030986	D3Z4E3
ENSMUSG00000065005	
ENSMUSG00000021095	Q02591
ENSMUSG00000087835	
ENSMUSG00000076578	
ENSMUSG00000071862	Q8BGA3
ENSMUSG00000069755	
ENSMUSG00000065822	
ENSMUSG00000032123	P42867
ENSMUSG00000102612	
ENSMUSG00000097377	
ENSMUSG00000030054	O88186
ENSMUSG00000104248	
ENSMUSG00000057605	
ENSMUSG00000098323	
ENSMUSG00000086912	
ENSMUSG00000083514	
ENSMUSG00000084262	
ENSMUSG00000042029	Q6DFV1
ENSMUSG00000066829	Q99K45
ENSMUSG00000097322	
ENSMUSG00000025900	P56716
ENSMUSG00000093140	
ENSMUSG00000103041	
ENSMUSG00000054051	
ENSMUSG00000065750	
ENSMUSG00000094593	
ENSMUSG00000001687	Q9Z2M6
ENSMUSG00000086655	
ENSMUSG00000024039	Q91WT9
ENSMUSG00000094668	
ENSMUSG00000025138	Q8BKJ9
ENSMUSG00000048185	
ENSMUSG00000093996	A2APU8
ENSMUSG00000102876	
ENSMUSG00000064959	
ENSMUSG00000089616	
ENSMUSG00000089255	
ENSMUSG00000032013	Q8R2Q0
ENSMUSG00000096231	
ENSMUSG00000038982	Q8R015
ENSMUSG00000077660	
ENSMUSG00000095191	
ENSMUSG00000102159	
ENSMUSG00000022339	Q9D0V7
ENSMUSG00000047643	
ENSMUSG00000095757	
ENSMUSG00000045378	Q8K459
ENSMUSG00000101346	
ENSMUSG00000064590	
ENSMUSG00000102537	
ENSMUSG00000035126	E9PYY5
ENSMUSG00000097843	
ENSMUSG00000087891	
ENSMUSG00000093064	
ENSMUSG00000025217	Q3ULA2
ENSMUSG00000079003	D3YXK1
ENSMUSG00000029503	Q8K3P1
ENSMUSG00000065529	
ENSMUSG00000077846	
ENSMUSG00000038173	Q8BGN3
ENSMUSG00000074384	
ENSMUSG00000076063	
ENSMUSG00000106474	
ENSMUSG00000105766	
ENSMUSG00000058357	
ENSMUSG00000103330	
ENSMUSG00000088756	
ENSMUSG00000073753	
ENSMUSG00000061780	Q3UP47
ENSMUSG00000061780	P03953
ENSMUSG00000073809	
ENSMUSG00000098742	
ENSMUSG00000022280	P50636
ENSMUSG00000103094	
ENSMUSG00000089383	
ENSMUSG00000042812	Q61080
ENSMUSG00000078346	Q497L1
ENSMUSG00000088432	
ENSMUSG00000057036	
ENSMUSG00000088989	
ENSMUSG00000101236	
ENSMUSG00000032977	P58468
ENSMUSG00000093319	
ENSMUSG00000065372	
ENSMUSG00000077430	
ENSMUSG00000097129	Q8C9C9
ENSMUSG00000097003	
ENSMUSG00000070141	
ENSMUSG00000022120	G3X8V5
ENSMUSG00000005686	O08739
ENSMUSG00000081020	
ENSMUSG00000096793	
ENSMUSG00000032434	Q9CZ69
ENSMUSG00000091989	
ENSMUSG00000064565	
ENSMUSG00000092006	
ENSMUSG00000093232	
ENSMUSG00000052812	
ENSMUSG00000005696	Q544F1
ENSMUSG00000005696	O88890
ENSMUSG00000065261	
ENSMUSG00000048376	P30558
ENSMUSG00000108431	
ENSMUSG00000006800	Q8CFG0
ENSMUSG00000093046	
ENSMUSG00000092062	
ENSMUSG00000064653	
ENSMUSG00000097868	
ENSMUSG00000104953	
ENSMUSG00000080440	
ENSMUSG00000100745	
ENSMUSG00000011877	Q68FF6
ENSMUSG00000098877	
ENSMUSG00000108605	
ENSMUSG00000021579	Q3UJB3
ENSMUSG00000064631	
ENSMUSG00000104035	
ENSMUSG00000084210	
ENSMUSG00000107189	
ENSMUSG00000064715	
ENSMUSG00000074603	
ENSMUSG00000096385	
ENSMUSG00000060647	
ENSMUSG00000059455	Q08EJ0
ENSMUSG00000096585	
ENSMUSG00000105010	
ENSMUSG00000078580	
ENSMUSG00000064999	
ENSMUSG00000099817	
ENSMUSG00000064952	
ENSMUSG00000085026	
ENSMUSG00000022705	Q0VEC4
ENSMUSG00000022705	P30728
ENSMUSG00000107229	
ENSMUSG00000043418	Q6PFC5
ENSMUSG00000089622	
ENSMUSG00000064548	
ENSMUSG00000031665	Q6P5E3
ENSMUSG00000077426	
ENSMUSG00000032094	Q3U4T1
ENSMUSG00000032094	P04235
ENSMUSG00000037679	
ENSMUSG00000098553	
ENSMUSG00000100579	
ENSMUSG00000045126	Q8VFW9
ENSMUSG00000030329	Q6P1B3
ENSMUSG00000096360	
ENSMUSG00000097662	
ENSMUSG00000090131	
ENSMUSG00000094861	
ENSMUSG00000065465	
ENSMUSG00000099021	
ENSMUSG00000020218	Q3TYU1
ENSMUSG00000020218	Q9WUA1
ENSMUSG00000064781	
ENSMUSG00000077696	
ENSMUSG00000095986	
ENSMUSG00000097317	
ENSMUSG00000050803	Q8VFI7
ENSMUSG00000101011	
ENSMUSG00000102786	
ENSMUSG00000101123	
ENSMUSG00000087854	
ENSMUSG00000094467	
ENSMUSG00000069862	
ENSMUSG00000096194	
ENSMUSG00000088233	
ENSMUSG00000088333	
ENSMUSG00000095798	
ENSMUSG00000093522	
ENSMUSG00000080465	
ENSMUSG00000095305	
ENSMUSG00000031706	P48377
ENSMUSG00000087240	
ENSMUSG00000042195	Q7TML3
ENSMUSG00000096384	
ENSMUSG00000032186	Q9JKK7
ENSMUSG00000106597	
ENSMUSG00000029173	Q6P6M7
ENSMUSG00000104666	
ENSMUSG00000026986	A2AQK4
ENSMUSG00000026986	Q91VF2
ENSMUSG00000095032	
ENSMUSG00000027552	Q61502
ENSMUSG00000078377	
ENSMUSG00000087714	
ENSMUSG00000100420	
ENSMUSG00000095386	
ENSMUSG00000099300	
ENSMUSG00000064532	
ENSMUSG00000051978	
ENSMUSG00000106529	
ENSMUSG00000094304	
ENSMUSG00000002768	Q64327
ENSMUSG00000063253	Q78YZ6
ENSMUSG00000077471	
ENSMUSG00000076305	
ENSMUSG00000102195	
ENSMUSG00000097799	
ENSMUSG00000065660	
ENSMUSG00000105822	
ENSMUSG00000062713	Q61079
ENSMUSG00000081624	
ENSMUSG00000065847	
ENSMUSG00000065045	
ENSMUSG00000064665	
ENSMUSG00000088703	
ENSMUSG00000043621	Q8BG34
ENSMUSG00000089072	
ENSMUSG00000061816	Q545T7
ENSMUSG00000061816	Q545G5
ENSMUSG00000061816	P05977
ENSMUSG00000090263	
ENSMUSG00000076949	
ENSMUSG00000065187	
ENSMUSG00000094245	
ENSMUSG00000080073	
ENSMUSG00000065600	
ENSMUSG00000092696	
ENSMUSG00000044798	Q7TRB9
ENSMUSG00000030748	Q3U905
ENSMUSG00000030748	P16382
ENSMUSG00000026098	Q8K119
ENSMUSG00000042766	Q3TC52
ENSMUSG00000042766	Q7TNM2
ENSMUSG00000094826	
ENSMUSG00000071645	Q8R3F9
ENSMUSG00000099130	
ENSMUSG00000012114	G3X8S4
ENSMUSG00000077302	
ENSMUSG00000027004	P97401
ENSMUSG00000087791	
ENSMUSG00000080895	
ENSMUSG00000035139	Q8BYU9
ENSMUSG00000035139	Q3U1C4
ENSMUSG00000093296	
ENSMUSG00000089235	
ENSMUSG00000105009	
ENSMUSG00000038541	Q99N99
ENSMUSG00000080527	
ENSMUSG00000084579	
ENSMUSG00000025209	Q8CIW5
ENSMUSG00000097058	
ENSMUSG00000052305	A8DUK4
ENSMUSG00000092986	
ENSMUSG00000087693	
ENSMUSG00000065649	
ENSMUSG00000088852	
ENSMUSG00000060180	
ENSMUSG00000098939	
ENSMUSG00000098657	
ENSMUSG00000037104	O54928
ENSMUSG00000099489	
ENSMUSG00000098101	
ENSMUSG00000051980	Q9QY96
ENSMUSG00000097458	
ENSMUSG00000077612	
ENSMUSG00000100285	
ENSMUSG00000106323	
ENSMUSG00000064871	
ENSMUSG00000068314	Q3USS0
ENSMUSG00000099633	
ENSMUSG00000024068	Q9QYY8
ENSMUSG00000020715	Q3TBZ5
ENSMUSG00000020715	Q9EQY0
ENSMUSG00000066756	Q6B9Z0
ENSMUSG00000021311	A6H5Y3
ENSMUSG00000049350	Q8K0C5
ENSMUSG00000106595	
ENSMUSG00000084744	
ENSMUSG00000071771	Q9JI43
ENSMUSG00000093345	
ENSMUSG00000040035	A3KGG4
ENSMUSG00000040035	A3KGG1
ENSMUSG00000040035	Q8CIP5
ENSMUSG00000034105	Q8K0P3
ENSMUSG00000098475	
ENSMUSG00000042487	Q5XJE5
ENSMUSG00000090451	B2RY53
ENSMUSG00000059654	Q3TV26
ENSMUSG00000059654	P43137
ENSMUSG00000094247	
ENSMUSG00000031711	Q922H9
ENSMUSG00000058672	Q7TMM9
ENSMUSG00000088845	
ENSMUSG00000021027	Q6GYP7
ENSMUSG00000088685	
ENSMUSG00000099185	
ENSMUSG00000084668	
ENSMUSG00000091457	
ENSMUSG00000107213	
ENSMUSG00000035293	Q5RJY2
ENSMUSG00000065061	
ENSMUSG00000090441	
ENSMUSG00000102236	
ENSMUSG00000100700	
ENSMUSG00000033009	Q3U0K8
ENSMUSG00000065202	
ENSMUSG00000064867	
ENSMUSG00000103860	
ENSMUSG00000065794	
ENSMUSG00000100538	
ENSMUSG00000099199	
ENSMUSG00000064890	
ENSMUSG00000096971	
ENSMUSG00000088344	
ENSMUSG00000019139	Q9JHU9
ENSMUSG00000021694	D3YU16
ENSMUSG00000021694	D6RET0
ENSMUSG00000021694	Q8CFD5
ENSMUSG00000038002	Q6PG95
ENSMUSG00000088764	
ENSMUSG00000097818	
ENSMUSG00000088051	
ENSMUSG00000080331	
ENSMUSG00000089888	
ENSMUSG00000024346	Q9CQF7
ENSMUSG00000101852	
ENSMUSG00000093245	
ENSMUSG00000026740	Q61712
ENSMUSG00000098460	
ENSMUSG00000033732	B2RSV4
ENSMUSG00000033732	Q921M3
ENSMUSG00000034161	Q53ZC3
ENSMUSG00000034161	Q64124
ENSMUSG00000065658	
ENSMUSG00000079053	
ENSMUSG00000039720	Q7TSV6
ENSMUSG00000106505	
ENSMUSG00000051557	A2ADA5
ENSMUSG00000093303	
ENSMUSG00000049686	A3KCG1
ENSMUSG00000049686	Q8BWG9
ENSMUSG00000094968	
ENSMUSG00000063897	
ENSMUSG00000045975	
ENSMUSG00000103701	
ENSMUSG00000089105	
ENSMUSG00000105116	
ENSMUSG00000088829	
ENSMUSG00000087747	
ENSMUSG00000025480	Q9D495
ENSMUSG00000088279	
ENSMUSG00000092843	
ENSMUSG00000044636	Q8BGQ2
ENSMUSG00000098943	
ENSMUSG00000031381	A2AIH5
ENSMUSG00000031381	Q64323
ENSMUSG00000088670	
ENSMUSG00000070167	
ENSMUSG00000094323	
ENSMUSG00000090777	
