Ohnolog-1 Id	Ohnolog-2 Id	Ohnolog-1 Symbol	Ohnolog-2 Symbol	Synteny Outgroup Support	Combine q-value(self) from all vetebrates	Combine q-value(outgroup) from all vetebrates	q-value from self comparison	Combined q-value for all outgroups	q-value for Amphioxus	q-value for Ciona intestinalis	q-value for Ciona savignyi	q-value for Drosophila	q-value for Sea Urchin	q-value for Worm	Duplication node form Ensembl
ENSMUSG00000091528	ENSMUSG00000072778	Gm9268	Vmn2r27	4	2.960E-005	0.0316									Sarcopterygii
ENSMUSG00000024140	ENSMUSG00000021109	Epas1	Hif1a	5	6.630E-012	2.624E-006									Vertebrata
ENSMUSG00000057967	ENSMUSG00000022101	Fgf18	Fgf17	4	2.731E-006	0.0017									Euteleostomi
ENSMUSG00000075415	ENSMUSG00000019487	Fnbp1	Trip10	5	7.668E-006	0.0017									Euteleostomi
ENSMUSG00000035206	ENSMUSG00000027366	Sppl2b	Sppl2a	3	7.160E-006	0.0028									Vertebrata
ENSMUSG00000033676	ENSMUSG00000007653	Gabrb3	Gabrb2	6	0.0018	0.0004									Euteleostomi
ENSMUSG00000059898	ENSMUSG00000061048	Dsc3	Cdh3	3	2.266E-006	0.0037									Vertebrata
ENSMUSG00000055435	ENSMUSG00000047591	Maf	Mafa	6	1.490E-006	1.754E-008									Euteleostomi
ENSMUSG00000048521	ENSMUSG00000037944	Cxcr6	Ccr7	3	3.397E-006	0.0186									Euteleostomi
ENSMUSG00000055805	ENSMUSG00000036053	Fmnl1	Fmnl2	4	2.153E-009	0.0039									Vertebrata
ENSMUSG00000067889	ENSMUSG00000011751	Spnb3	Spnb4	6	3.012E-006	9.605E-006									Vertebrata
ENSMUSG00000061130	ENSMUSG00000030402	Ppm1b	Ppm1n	4	0.0005	0.0001									Vertebrata
ENSMUSG00000030806	ENSMUSG00000007207	Stx1b	Stx1a	4	5.840E-006	0.0057									Euteleostomi
ENSMUSG00000035011	ENSMUSG00000044646	Zbtb7a	Zbtb7c	3	0.0011	0.0352									Euteleostomi
ENSMUSG00000028600	ENSMUSG00000012889	Podn	Podnl1	2	2.682E-008	0.0001									Euteleostomi
ENSMUSG00000044072	ENSMUSG00000058070	Eml6	Eml1	2	4.149E-009	0.0480									Chordata
ENSMUSG00000021217	ENSMUSG00000046982	Tshz3	Tshz1	2	0.0011	0.0037									Euteleostomi
ENSMUSG00000068085	ENSMUSG00000074254	Cyp2d11	Cyp2a4	2	0.0072	0.0310									Vertebrata
ENSMUSG00000021144	ENSMUSG00000055817	Mta1	Mta3	3	6.880E-005	4.258E-005									Vertebrata
ENSMUSG00000026043	ENSMUSG00000029661	Col3a1	Col1a2	4	8.782E-009	0.0002									Vertebrata
ENSMUSG00000091381	ENSMUSG00000091620	Vmn2r83	Vmn2r23	5	0.0622	0.0010									Sarcopterygii
ENSMUSG00000026153	ENSMUSG00000036800	Fam135a	Fam135b	5	2.700E-007	0.0099									Vertebrata
ENSMUSG00000033792	ENSMUSG00000006567	Atp7a	Atp7b	3	1.899E-008	0.0111									Euteleostomi
ENSMUSG00000091888	ENSMUSG00000028738	Vmn2r80	Tas1r2	3	0.2579	5.885E-005									Chordata
ENSMUSG00000002345	ENSMUSG00000005583	2310045N01Rik	Mef2c	3	1.106E-009	0.0001									Vertebrata
ENSMUSG00000035105	ENSMUSG00000031987	Egln3	Egln1	4	0.0001	0.0010									Vertebrata
ENSMUSG00000091381	ENSMUSG00000091572	Vmn2r83	Vmn2r3	4	0.0391	0.0304									Chordata
ENSMUSG00000015217	ENSMUSG00000054717	Hmgb3	Hmgb2	5	0.0018	0.0053									Euteleostomi
ENSMUSG00000053024	ENSMUSG00000030092	Cntn2	Cntn6	5	8.300E-006	0.0132									Vertebrata
ENSMUSG00000024856	ENSMUSG00000078154	Cdk2ap2	Gm12184	4	0.0011	0.0045									Euteleostomi
ENSMUSG00000060613	ENSMUSG00000081225	Cyp2c70	Cyp2j12	2	0.0015	0.0328									Vertebrata
ENSMUSG00000062624	ENSMUSG00000082932	Cyp2c67	Cyp2j8	2	0.0047	0.0163									Vertebrata
ENSMUSG00000067231	ENSMUSG00000066097	Cyp2c65	Cyp2j11	1	0.0042	0.0173									Vertebrata
ENSMUSG00000020875	ENSMUSG00000001823	Hoxb9	Hoxd12	2	2.616E-014	0.0210									Chordata
ENSMUSG00000018654	ENSMUSG00000018168	Ikzf1	Ikzf3	4	6.706E-005	0.0071									Euteleostomi
ENSMUSG00000063060	ENSMUSG00000046470	Sox7	Sox18	4	2.680E-005	0.0085									Euteleostomi
ENSMUSG00000089687	ENSMUSG00000055069	Rab42	Rab39	4	0.2900	0.0210									Euteleostomi
ENSMUSG00000049691	ENSMUSG00000022061	Nkx3-2	Nkx3-1	5	0.0013	9.642E-006									Coelomata
ENSMUSG00000090619	ENSMUSG00000072778	Vmn2r60	Vmn2r27	4	1.967E-005	0.0316									Sarcopterygii
ENSMUSG00000072778	ENSMUSG00000091859	Vmn2r27	Vmn2r100	4	1.129E-009	0.0295									Sarcopterygii
ENSMUSG00000051212	ENSMUSG00000027762	Gpr183	Sucnr1	2	2.395E-009	0.0280									Vertebrata
ENSMUSG00000025374	ENSMUSG00000026107	Nabp2	Nabp1	4	2.010E-010	0.0462									Vertebrata
ENSMUSG00000040345	ENSMUSG00000034255	Arhgap9	Arhgap27	4	0.0002	0.0117									Vertebrata
ENSMUSG00000025473	ENSMUSG00000014725	Adam8	Adam28	2	1.265E-007	0.0267									Euteleostomi
ENSMUSG00000056427	ENSMUSG00000031558	Slit3	Slit2	3	3.101E-009	0.0239									Vertebrata
ENSMUSG00000039630	ENSMUSG00000071659	Hnrnpu	Hnrnpul2	4	0.0009	0.0016									Euteleostomi
ENSMUSG00000009828	ENSMUSG00000021363	Ick	Mak	3	0.0045	0.0151									Euteleostomi
ENSMUSG00000025551	ENSMUSG00000031137	Fgf14	Fgf13	4	3.463E-014	0.0001									Euteleostomi
ENSMUSG00000034765	ENSMUSG00000027368	Dusp5	Dusp2	5	4.521E-007	0.0030									Euteleostomi
ENSMUSG00000043430	ENSMUSG00000056370	Psapl1	Sftpb	3	0.0017	0.0186									Euteleostomi
ENSMUSG00000052852	ENSMUSG00000033589	Reep1	Reep4	5	0.0634	0.0106									Euteleostomi
ENSMUSG00000051316	ENSMUSG00000009596	Taf7	Taf7l	4	0.0012	0.0261									Euteleostomi
ENSMUSG00000030086	ENSMUSG00000053768	Chchd6	Chchd3	3	3.615E-008	0.0069									Euteleostomi
ENSMUSG00000055515	ENSMUSG00000090581	Vmn2r81	Vmn2r6	3	0.0368	0.0420									Chordata
ENSMUSG00000001823	ENSMUSG00000036139	Hoxd12	Hoxc9	2	4.182E-014	0.0140									Chordata
ENSMUSG00000026956	ENSMUSG00000026670	Uap1l1	Uap1	4	7.829E-010	8.571E-010									Euteleostomi
ENSMUSG00000063142	ENSMUSG00000031576	Kcnma1	Kcnu1	5	1.745E-008	4.731E-006									Euteleostomi
ENSMUSG00000018340	ENSMUSG00000027712	Anxa6	Anxa5	5	5.429E-006	0.0037									Euteleostomi
ENSMUSG00000000305	ENSMUSG00000040420	Cdh4	Cdh18	3	7.366E-005	0.0158									Chordata
ENSMUSG00000020914	ENSMUSG00000017485	Top2a	Top2b	5	1.029E-007	0.0083									Vertebrata
ENSMUSG00000049932	ENSMUSG00000063689	H2afx	Hist2h2ab	4	0.0505	0.0176									Vertebrata
ENSMUSG00000020374	ENSMUSG00000029333	Rasgef1c	Rasgef1b	4	3.353E-009	0.0018									Euteleostomi
ENSMUSG00000030872	ENSMUSG00000020740	Gga2	Gga3	5	2.343E-007	0.0003									Vertebrata
ENSMUSG00000018672	ENSMUSG00000060992	Copz2	Copz1	6	4.690E-014	4.633E-007									Coelomata
ENSMUSG00000030557	ENSMUSG00000005583	Mef2a	Mef2c	3	2.524E-011	2.636E-005									Euteleostomi
ENSMUSG00000029678	ENSMUSG00000010051	Hyal5	Hyal1	3	5.213E-006	0.0336									Vertebrata
ENSMUSG00000027200	ENSMUSG00000001227	Sema6d	Sema6b	4	2.255E-006	0.0070									Euteleostomi
ENSMUSG00000003644	ENSMUSG00000031309	Rps6ka1	Rps6ka3	5	0.0011	0.0037									Vertebrata
ENSMUSG00000003847	ENSMUSG00000027544	Nfat5	Nfatc2	4	2.587E-009	1.144E-008									Vertebrata
ENSMUSG00000035187	ENSMUSG00000063672	Nkx6-1	Nkx6-3	5	0.0517	0.0010									Euteleostomi
ENSMUSG00000049604	ENSMUSG00000001656	Hoxb13	Hoxc11	2	1.014E-011	4.506E-006									Chordata
ENSMUSG00000020374	ENSMUSG00000030134	Rasgef1c	Rasgef1a	4	0.0008	0.0009									Euteleostomi
ENSMUSG00000027893	ENSMUSG00000029772	Ahcyl1	Ahcyl2	5	0.0003	0.0072									Euteleostomi
ENSMUSG00000020848	ENSMUSG00000029608	Doc2b	Rph3a	3	5.737E-012	0.0068									Euteleostomi
ENSMUSG00000064329	ENSMUSG00000023033	Scn1a	Scn8a	4	8.874E-013	0.0091									Euteleostomi
ENSMUSG00000061048	ENSMUSG00000001804	Cdh3	Dsg4	2	4.334E-006	0.0057									Chordata
ENSMUSG00000033981	ENSMUSG00000001986	Gria2	Gria3	3	0.0006	0.0007									Vertebrata
ENSMUSG00000024787	ENSMUSG00000089872	Snx15	Rps6kc1	5	8.686E-005	0.0046									Vertebrata
ENSMUSG00000035067	ENSMUSG00000067813	Xkr6	Xkr9	4	0.0004	0.0033									Chordata
ENSMUSG00000067653	ENSMUSG00000025172	Ankrd23	Ankrd2	3	2.908E-007	0.0009									Euteleostomi
ENSMUSG00000042662	ENSMUSG00000069255	Dusp15	Dusp22	4	0.0001	0.0006									Vertebrata
ENSMUSG00000038116	ENSMUSG00000072501	Phf20	Phf20l1	4	3.148E-013	0.0071									Vertebrata
ENSMUSG00000019960	ENSMUSG00000053716	Dusp6	Dusp7	6	0.0015	1.354E-007									Euteleostomi
ENSMUSG00000023959	ENSMUSG00000037242	Clic5	Clic4	4	1.554E-006	0.0154									Vertebrata
ENSMUSG00000024242	ENSMUSG00000024948	Map4k3	Map4k2	5	6.252E-005	2.260E-007									Vertebrata
ENSMUSG00000074882	ENSMUSG00000081362	Cyp2c68	Cyp2j7-ps	2	0.0047	0.0163									Vertebrata
ENSMUSG00000095486	ENSMUSG00000090304	Vmn2r22	Vmn2r99	4	1.579E-005	0.0500									Sarcopterygii
ENSMUSG00000030067	ENSMUSG00000029563	Foxp1	Foxp2	4	2.025E-011	0.0014									Euteleostomi
ENSMUSG00000004040	ENSMUSG00000062939	Stat3	Stat4	5	2.515E-009	0.0012									Vertebrata
ENSMUSG00000095229	ENSMUSG00000001157	Gm2784	Gmcl1	5	0.0001	0.0311									Euteleostomi
ENSMUSG00000067231	ENSMUSG00000074254	Cyp2c65	Cyp2a4	4	0.0008	0.0293									Sarcopterygii
ENSMUSG00000026904	ENSMUSG00000023032	Slc4a10	Slc4a8	5	5.076E-013	0.0038									Euteleostomi
ENSMUSG00000020333	ENSMUSG00000018796	Acsl6	Acsl1	3	1.246E-007	0.0087									Euteleostomi
ENSMUSG00000056124	ENSMUSG00000017929	B4galt6	B4galt5	5	3.777E-012	0.0024									Sarcopterygii
ENSMUSG00000034413	ENSMUSG00000006435	Neurl1b	Neurl1a	4	7.577E-010	0.0041									Euteleostomi
ENSMUSG00000004054	ENSMUSG00000031853	Map3k11	BC021891	4	0.0007	0.0382									Euteleostomi
ENSMUSG00000060811	ENSMUSG00000072978	Gm10088	Gm5830	3	0.0707	0.0423									Euteleostomi
ENSMUSG00000000409	ENSMUSG00000014453	Lck	Blk	3	0.0009	0.0297									Euteleostomi
ENSMUSG00000027246	ENSMUSG00000001542	Ell3	Ell2	4	0.0003	0.0032									Chordata
ENSMUSG00000041420	ENSMUSG00000027210	Meis3	Meis2	6	0.0853	4.310E-005									Euteleostomi
ENSMUSG00000020402	ENSMUSG00000021771	Vdac1	Vdac2	2	1.760E-006	0.0092									Euteleostomi
ENSMUSG00000031770	ENSMUSG00000008429	Herpud1	Herpud2	5	0.0251	0.0093									Euteleostomi
ENSMUSG00000090315	ENSMUSG00000051980	Vmn2r104	Casr	3	0.0004	0.0153									Chordata
ENSMUSG00000054874	ENSMUSG00000021140	Pcnxl3	Pcnx	6	1.160E-012	3.336E-006									Chordata
ENSMUSG00000032454	ENSMUSG00000004885	Rbp2	Crabp2	4	0.0195	0.0080									Vertebrata
ENSMUSG00000022637	ENSMUSG00000034342	Cblb	Cbl	5	9.505E-012	0.0008									Vertebrata
ENSMUSG00000020169	ENSMUSG00000037418	Best3	Best1	5	0.0233	0.0312									Vertebrata
ENSMUSG00000005204	ENSMUSG00000022772	Senp3	Senp5	4	5.112E-007	0.0013									Euteleostomi
ENSMUSG00000020877	ENSMUSG00000019124	Scrn2	Scrn1	2	2.612E-014	0.0014									Euteleostomi
ENSMUSG00000032405	ENSMUSG00000025423	Pias1	Pias2	4	2.528E-009	0.0003									Euteleostomi
ENSMUSG00000029528	ENSMUSG00000024696	Pxn	Lpxn	4	0.0216	0.0458									Vertebrata
ENSMUSG00000044813	ENSMUSG00000033256	Shb	Shf	3	3.794E-006	0.0173									Chordata
ENSMUSG00000024758	ENSMUSG00000020458	Rtn3	Rtn4	5	6.465E-005	1.511E-005									Euteleostomi
ENSMUSG00000060791	ENSMUSG00000062014	Gmfg	Gmfb	4	0.0007	9.434E-005									Euteleostomi
ENSMUSG00000028864	ENSMUSG00000032591	Hgf	Mst1	3	3.226E-008	0.0145									Euteleostomi
ENSMUSG00000030553	ENSMUSG00000056204	Pgpep1l	Pgpep1	3	6.094E-006	0.0002									Vertebrata
ENSMUSG00000043673	ENSMUSG00000022342	Kcns3	Kcnv1	3	3.860E-015	0.0215									Coelomata
ENSMUSG00000011257	ENSMUSG00000090919	Pabpc4	Pabpc4l	4	0.0024	0.0081									Euteleostomi
ENSMUSG00000026208	ENSMUSG00000023484	Des	Prph	4	1.442E-007	0.0103									Euteleostomi
ENSMUSG00000031834	ENSMUSG00000041417	Pik3r2	Pik3r1	4	4.357E-009	0.0001									Vertebrata
ENSMUSG00000043602	ENSMUSG00000050846	Zfp3	Zfp623	4	0.0861	0.0092									Chordata
ENSMUSG00000042499	ENSMUSG00000050328	Hoxd11	Hoxc12	2	6.581E-014	0.0484									Vertebrata
ENSMUSG00000070366	ENSMUSG00000031570	Ppapdc1a	Ppapdc1b	4	2.438E-008	0.0058									Euteleostomi
ENSMUSG00000015619	ENSMUSG00000031162	Gata3	Gata1	4	0.2054	0.0013									Vertebrata
ENSMUSG00000022090	ENSMUSG00000031636	Pdlim2	Pdlim3	1	0.0137	0.0450									Chordata
ENSMUSG00000079110	ENSMUSG00000043705	Capn3	Capn13	4	0.0002	0.0143									Chordata
ENSMUSG00000001506	ENSMUSG00000029661	Col1a1	Col1a2	5	3.792E-008	0.0024									Vertebrata
ENSMUSG00000031883	ENSMUSG00000027555	Car7	Car13	4	3.703E-007	5.838E-006									Vertebrata
ENSMUSG00000026450	ENSMUSG00000063779	Chit1	Chi3l4	4	0.0402	0.0032									Euteleostomi
ENSMUSG00000027102	ENSMUSG00000001657	Hoxd8	Hoxc8	4	2.045E-014	1.223E-007									Euteleostomi
ENSMUSG00000035283	ENSMUSG00000045730	Adrb1	Adrb2	4	3.740E-007	8.497E-005									Euteleostomi
ENSMUSG00000031962	ENSMUSG00000039385	Cdh15	Cdh6	2	0.0014	0.0090									Chordata
ENSMUSG00000025004	ENSMUSG00000052914	Cyp2c40	Cyp2j6	2	0.0030	0.0303									Vertebrata
ENSMUSG00000037239	ENSMUSG00000027351	Spred3	Spred1	5	0.0003	1.369E-005									Vertebrata
ENSMUSG00000063888	ENSMUSG00000043716	Rpl7l1	Rpl7	4	0.1456	0.0166									Vertebrata
ENSMUSG00000042284	ENSMUSG00000032243	Itga1	Itga11	4	7.316E-006	0.0410									Euteleostomi
ENSMUSG00000051490	ENSMUSG00000067261	Foxd4	Foxd3	5	0.0005	4.309E-006									Euteleostomi
ENSMUSG00000003476	ENSMUSG00000018634	Crhr2	Crhr1	3	1.840E-007	0.0475									Euteleostomi
ENSMUSG00000074886	ENSMUSG00000052783	Grk6	Grk4	3	3.287E-009	0.0016									Euteleostomi
ENSMUSG00000020366	ENSMUSG00000046709	Mapk9	Mapk10	4	3.982E-009	0.0003									Vertebrata
ENSMUSG00000006262	ENSMUSG00000043131	Mob1b	Mob1a	3	0.0014	0.0086									Euteleostomi
ENSMUSG00000034057	ENSMUSG00000036098	Gm239	Gm98	4	0.0158	0.0130									Euteleostomi
ENSMUSG00000020875	ENSMUSG00000042499	Hoxb9	Hoxd11	3	5.349E-014	5.414E-006									Chordata
ENSMUSG00000038831	ENSMUSG00000026594	Ralgps1	Ralgps2	4	1.036E-014	6.673E-011									Euteleostomi
ENSMUSG00000024109	ENSMUSG00000066392	Nrxn1	Nrxn3	5	1.284E-012	2.432E-011									Chordata
ENSMUSG00000023277	ENSMUSG00000022451	Twf2	Twf1	5	8.836E-005	0.0007									Euteleostomi
ENSMUSG00000038429	ENSMUSG00000056900	Usp5	Usp13	4	0.0008	0.0253									Vertebrata
ENSMUSG00000040525	ENSMUSG00000034342	Cblc	Cbl	5	0.0003	2.279E-005									Vertebrata
ENSMUSG00000001493	ENSMUSG00000036144	Meox1	Meox2	4	2.560E-008	0.0304									Euteleostomi
ENSMUSG00000013236	ENSMUSG00000033295	Ptprs	Ptprf	5	0.0006	2.160E-006									Euteleostomi
ENSMUSG00000020241	ENSMUSG00000032572	Col6a2	Col6a4	2	0.0013	0.0469									Chordata
ENSMUSG00000074882	ENSMUSG00000028571	Cyp2c68	Cyp2j13	3	0.0030	0.0020									Vertebrata
ENSMUSG00000033326	ENSMUSG00000053914	Kdm4a	Kdm4d	5	0.0709	0.0037									Vertebrata
ENSMUSG00000005699	ENSMUSG00000056214	Pard6a	Pard6g	4	2.591E-007	0.0030									Euteleostomi
ENSMUSG00000047959	ENSMUSG00000038077	Kcna3	Kcna6	5	0.0024	0.0368									Euteleostomi
ENSMUSG00000068614	ENSMUSG00000059430	Actc1	Actg2	4	0.0329	0.0477									Euteleostomi
ENSMUSG00000017009	ENSMUSG00000022261	Sdc4	Sdc2	4	2.838E-013	0.0007									Vertebrata
ENSMUSG00000020023	ENSMUSG00000030126	Tmcc3	Tmcc1	3	0.0006	0.0148									Euteleostomi
ENSMUSG00000054967	ENSMUSG00000005267	Zfp647	Zfp287	3	0.0151	0.0101									Chordata
ENSMUSG00000001750	ENSMUSG00000038023	Tcirg1	Atp6v0a2	4	0.0005	0.0034									Euteleostomi
ENSMUSG00000026384	ENSMUSG00000038764	Ptpn4	Ptpn3	5	0.0801	0.0184									Vertebrata
ENSMUSG00000026768	ENSMUSG00000034664	Itga8	Itga2b	3	2.537E-005	0.0002									Vertebrata
ENSMUSG00000059674	ENSMUSG00000069441	Cdh24	Dsg1a	2	0.0083	0.0341									Chordata
ENSMUSG00000041846	ENSMUSG00000035387	Smek1	4930415L06Rik	4	0.0002	0.0093									Vertebrata
ENSMUSG00000048521	ENSMUSG00000044052	Cxcr6	Ccr10	2	2.170E-006	0.0295									Euteleostomi
ENSMUSG00000027977	ENSMUSG00000054008	Ndst3	Ndst1	3	1.813E-008	7.078E-005									Vertebrata
ENSMUSG00000078776	ENSMUSG00000037705	9530053A07Rik	Tecta	4	6.637E-006	0.0097									Vertebrata
ENSMUSG00000091656	ENSMUSG00000029072	Vmn2r106	Tas1r3	3	0.0021	0.0296									Chordata
ENSMUSG00000017740	ENSMUSG00000017756	Slc12a5	Slc12a7	3	0.1244	0.0381									Coelomata
ENSMUSG00000035392	ENSMUSG00000056268	Dennd1a	Dennd1b	5	1.066E-010	6.412E-005									Euteleostomi
ENSMUSG00000031502	ENSMUSG00000079465	Col4a1	Col4a3	3	0.0006	0.0175									Euteleostomi
ENSMUSG00000059921	ENSMUSG00000063626	Unc5c	Unc5d	5	0.0821	0.0075									Vertebrata
ENSMUSG00000041354	ENSMUSG00000026482	Rgl2	Rgl1	3	0.0001	0.0002									Chordata
ENSMUSG00000020109	ENSMUSG00000024350	Dnajb12	Dnajc18	4	5.559E-006	0.0009									Euteleostomi
ENSMUSG00000050368	ENSMUSG00000038227	Hoxd10	Hoxa9	3	8.112E-014	8.135E-006									Vertebrata
ENSMUSG00000035296	ENSMUSG00000039539	Sgcg	Sgcz	3	0.0003	0.0342									Euteleostomi
ENSMUSG00000056632	ENSMUSG00000031962	Dsg3	Cdh15	3	5.119E-007	0.0017									Chordata
ENSMUSG00000026771	ENSMUSG00000096860	Spopl	Tdpoz2	3	9.223E-006	0.0125									Vertebrata
ENSMUSG00000094672	ENSMUSG00000068999	Vmn2r25	Vmn2r5	3	4.257E-005	0.0383									Chordata
ENSMUSG00000028820	ENSMUSG00000031311	Sfpq	Nono	6	1.764E-005	0.0001									Vertebrata
ENSMUSG00000031438	ENSMUSG00000047747	Rnf128	Rnf150	5	0.0022	8.606E-005									Vertebrata
ENSMUSG00000029718	ENSMUSG00000015354	Pcolce	Pcolce2	3	0.0158	0.0113									Euteleostomi
ENSMUSG00000009569	ENSMUSG00000042292	Mkl2	Mkl1	4	1.219E-006	0.0001									Vertebrata
ENSMUSG00000024084	ENSMUSG00000030407	Qpct	Qpctl	5	0.0001	8.123E-007									Euteleostomi
ENSMUSG00000021171	ENSMUSG00000037681	Esyt2	Esyt3	4	5.064E-005	0.0098									Vertebrata
ENSMUSG00000024942	ENSMUSG00000031981	Capn1	Capn9	4	1.510E-010	0.0125									Coelomata
ENSMUSG00000092032	ENSMUSG00000091620	Vmn2r59	Vmn2r23	3	0.0004	0.0318									Sarcopterygii
ENSMUSG00000055707	ENSMUSG00000040387	Klhl26	Klhl32	4	0.1990	0.0076									Vertebrata
ENSMUSG00000055078	ENSMUSG00000000560	Gabra5	Gabra2	6	0.0109	7.997E-005									Vertebrata
ENSMUSG00000032812	ENSMUSG00000037999	Arap1	Arap2	2	0.0280	0.0060									Vertebrata
ENSMUSG00000018983	ENSMUSG00000016477	E2f2	E2f3	5	0.1869	0.0009									Euteleostomi
ENSMUSG00000030683	ENSMUSG00000000632	Sez6l2	Sez6	3	2.026E-006	0.0069									Euteleostomi
ENSMUSG00000050321	ENSMUSG00000036902	Neto1	Neto2	6	6.981E-006	2.604E-005									Vertebrata
ENSMUSG00000005621	ENSMUSG00000019338	Zfp592	Zfp687	3	1.739E-005	0.0400									Vertebrata
ENSMUSG00000039095	ENSMUSG00000058665	En2	En1	4	0.0011	7.697E-005									Euteleostomi
ENSMUSG00000072780	ENSMUSG00000091504	Vmn2r24	Vmn2r118	3	0.0298	0.0104									Sarcopterygii
ENSMUSG00000025025	ENSMUSG00000021485	Mxi1	Mxd3	5	2.607E-005	5.380E-008									Vertebrata
ENSMUSG00000032612	ENSMUSG00000031066	Usp4	Usp11	3	0.0011	0.0044									Vertebrata
ENSMUSG00000024750	ENSMUSG00000030629	Zfand5	Zfand6	3	5.048E-006	0.0026									Vertebrata
ENSMUSG00000032526	ENSMUSG00000037013	Deb1	Ss18	3	0.0121	0.0169									Vertebrata
ENSMUSG00000019846	ENSMUSG00000024421	Lama4	Lama3	3	0.0002	0.0457									Euteleostomi
ENSMUSG00000071647	ENSMUSG00000058070	Eml3	Eml1	5	5.224E-011	0.0048									Vertebrata
ENSMUSG00000034871	ENSMUSG00000034334	Fam151a	Fam151b	4	7.247E-008	0.0001									Vertebrata
ENSMUSG00000042499	ENSMUSG00000000938	Hoxd11	Hoxa10	3	2.271E-014	8.429E-006									Chordata
ENSMUSG00000030731	ENSMUSG00000063260	Syt3	Syt10	4	0.0083	0.0158									Vertebrata
ENSMUSG00000024940	ENSMUSG00000040488	Ltbp3	Ltbp4	3	1.028E-006	0.0201									Vertebrata
ENSMUSG00000059883	ENSMUSG00000060477	Irak4	Irak2	4	1.124E-007	0.0002									Chordata
ENSMUSG00000055515	ENSMUSG00000072780	Vmn2r81	Vmn2r24	5	0.0624	0.0008									Sarcopterygii
ENSMUSG00000029096	ENSMUSG00000037406	Htra3	Htra4	3	0.0049	0.0006									Vertebrata
ENSMUSG00000020734	ENSMUSG00000030209	Grin2c	Grin2b	4	0.0933	0.0153									Vertebrata
ENSMUSG00000002908	ENSMUSG00000000794	Kcnn1	Kcnn3	3	0.0002	0.0067									Vertebrata
ENSMUSG00000029720	ENSMUSG00000031290	Gm20605	Lrch2	3	0.0656	0.0474									Euteleostomi
ENSMUSG00000028691	ENSMUSG00000005161	Prdx1	Prdx2	3	0.0030	0.0022									Euteleostomi
ENSMUSG00000000439	ENSMUSG00000029922	Mkrn2	Mkrn1	5	6.786E-007	0.0025									Chordata
ENSMUSG00000023809	ENSMUSG00000031309	Rps6ka2	Rps6ka3	5	0.0004	0.0033									Vertebrata
ENSMUSG00000042133	ENSMUSG00000032525	Ppig	Nktr	4	6.881E-009	0.0083									Vertebrata
ENSMUSG00000026360	ENSMUSG00000059810	Rgs2	Rgs3	1	1.960E-013	0.0388									Coelomata
ENSMUSG00000032291	ENSMUSG00000004885	Crabp1	Crabp2	4	1.115E-006	0.0006									Euteleostomi
ENSMUSG00000046378	ENSMUSG00000029348	Asphd1	Asphd2	3	5.605E-009	0.0289									Euteleostomi
ENSMUSG00000066232	ENSMUSG00000040029	Ipo7	Ipo8	5	1.336E-008	0.0252									Vertebrata
ENSMUSG00000061928	ENSMUSG00000061048	Dsg1b	Cdh3	3	4.299E-006	0.0094									Chordata
ENSMUSG00000025158	ENSMUSG00000018169	Rfng	Mfng	3	6.033E-013	0.0002									Euteleostomi
ENSMUSG00000062210	ENSMUSG00000074345	Tnfaip8	Tnfaip8l3	3	2.728E-007	0.0002									Euteleostomi
ENSMUSG00000044641	ENSMUSG00000005699	Pard6b	Pard6a	5	1.750E-009	0.0006									Euteleostomi
ENSMUSG00000050824	ENSMUSG00000044933	Sstr5	Sstr3	3	2.740E-008	0.0123									Euteleostomi
ENSMUSG00000034522	ENSMUSG00000040209	Zfp395	Zfp704	2	0.0002	0.0132									Vertebrata
ENSMUSG00000006498	ENSMUSG00000028134	Ptbp1	Ptbp2	5	1.004E-006	0.0003									Vertebrata
ENSMUSG00000026308	ENSMUSG00000048732	Klhl30	Klhl11	1	8.609E-005	0.0489									Chordata
ENSMUSG00000025743	ENSMUSG00000017009	Sdc3	Sdc4	4	2.872E-008	0.0027									Vertebrata
ENSMUSG00000047085	ENSMUSG00000050587	Lrrc4b	Lrrc4c	4	7.168E-007	0.0199									Euteleostomi
ENSMUSG00000005299	ENSMUSG00000037363	Letm1	Letm2	5	0.0004	0.0022									Vertebrata
ENSMUSG00000016933	ENSMUSG00000034330	Plcg1	Plcg2	6	1.934E-009	1.561E-007									Vertebrata
ENSMUSG00000034271	ENSMUSG00000026628	Jdp2	Atf3	3	8.762E-013	2.862E-006									Vertebrata
ENSMUSG00000013150	ENSMUSG00000051335	Gfod2	Gfod1	3	4.964E-005	0.0032									Euteleostomi
ENSMUSG00000045515	ENSMUSG00000090125	Pou3f3	Pou3f1	5	0.0277	0.0003									Euteleostomi
ENSMUSG00000036915	ENSMUSG00000032036	Kirrel2	Kirrel3	3	0.0017	0.0014									Euteleostomi
ENSMUSG00000026971	ENSMUSG00000025321	Itgb6	Itgb8	5	1.029E-009	0.0059									Euteleostomi
ENSMUSG00000037674	ENSMUSG00000005774	Rfx7	Rfx5	5	3.027E-013	0.0026									Vertebrata
ENSMUSG00000053024	ENSMUSG00000064293	Cntn2	Cntn4	5	8.276E-006	0.0132									Vertebrata
ENSMUSG00000050368	ENSMUSG00000000938	Hoxd10	Hoxa10	3	7.504E-014	8.135E-006									Vertebrata
ENSMUSG00000038521	ENSMUSG00000022887	C1s	Masp1	3	0.0089	0.0005									Vertebrata
