Ensembl Gene ID	Homology Type	Rat Ensembl Gene ID	Ancestor	dN	dS
ENSMUSG00000049353	ortholog_one2one	ENSRNOG00000050766	Murinae	0.00640	0.30710
ENSMUSG00000064267	ortholog_one2one	ENSRNOG00000001270	Murinae	0.05480	0.47340
ENSMUSG00000079225					
ENSMUSG00000093635					
ENSMUSG00000060245	ortholog_one2one	ENSRNOG00000011221	Murinae	0.14070	0.33810
ENSMUSG00000087486					
ENSMUSG00000082132					
ENSMUSG00000001622	ortholog_one2one	ENSRNOG00000001951	Murinae	0.16200	0.13490
ENSMUSG00000081016					
ENSMUSG00000053835	ortholog_one2many	ENSRNOG00000042905	Murinae	0.14950	0.29920
ENSMUSG00000053835	ortholog_one2many	ENSRNOG00000032596	Murinae	0.14100	0.31380
ENSMUSG00000053835	ortholog_one2many	ENSRNOG00000045924	Murinae	0.12760	0.27110
ENSMUSG00000053835	ortholog_one2many	ENSRNOG00000000787	Murinae	0.09740	0.20290
ENSMUSG00000086761					
ENSMUSG00000030036	ortholog_one2one	ENSRNOG00000008648	Murinae	0.02420	0.15280
ENSMUSG00000102772					
ENSMUSG00000097116					
ENSMUSG00000085485					
ENSMUSG00000033544	ortholog_one2one	ENSRNOG00000004712	Amniota	0.05540	0.30430
ENSMUSG00000083157					
ENSMUSG00000090588					
ENSMUSG00000075136	ortholog_one2one	ENSRNOG00000005950	Murinae	0.04250	0.19280
ENSMUSG00000049676	ortholog_many2many	ENSRNOG00000047624	Murinae	0.24310	0.25730
ENSMUSG00000049676	ortholog_many2many	ENSRNOG00000020576	Murinae	0.13590	0.29700
ENSMUSG00000050010	ortholog_one2one	ENSRNOG00000025670	Murinae	0.00560	0.30010
ENSMUSG00000034456	ortholog_one2one	ENSRNOG00000043404	Murinae	0.01330	0.16830
ENSMUSG00000094747	ortholog_many2many	ENSRNOG00000050125	Murinae	0.03820	0.20170
ENSMUSG00000094747	ortholog_many2many	ENSRNOG00000048669	Murinae	0.03350	0.19880
ENSMUSG00000008999	ortholog_one2one	ENSRNOG00000007108	Murinae	0.00000	0.23310
ENSMUSG00000090262	ortholog_one2one	ENSRNOG00000049430	Murinae	0.02110	0.18440
ENSMUSG00000026753	ortholog_one2one	ENSRNOG00000015145	Murinae	0.00000	0.08240
ENSMUSG00000081262					
ENSMUSG00000100879					
ENSMUSG00000048327	ortholog_one2one	ENSRNOG00000026143	Murinae	0.10730	0.17310
ENSMUSG00000028072	ortholog_one2one	ENSRNOG00000013953	Murinae	0.01910	0.17730
ENSMUSG00000102490					
ENSMUSG00000083954					
ENSMUSG00000047945	ortholog_one2many	ENSRNOG00000046775	Murinae	0.03100	0.07250
ENSMUSG00000047945	ortholog_one2many	ENSRNOG00000046423	Murinae	0.03100	0.07250
ENSMUSG00000047945	ortholog_one2many	ENSRNOG00000009113	Murinae	0.03130	0.06540
ENSMUSG00000085796					
ENSMUSG00000096770	ortholog_many2many	ENSRNOG00000030590	Murinae	0.03230	0.16640
ENSMUSG00000096770	ortholog_many2many	ENSRNOG00000016168	Murinae	0.03110	0.15690
ENSMUSG00000096770	ortholog_many2many	ENSRNOG00000031336	Murinae	0.06430	0.21150
ENSMUSG00000020419	ortholog_one2one	ENSRNOG00000037865	Murinae	0.05780	0.29110
ENSMUSG00000040907	ortholog_one2one	ENSRNOG00000020263	Murinae	0.00340	0.21970
ENSMUSG00000102068					
ENSMUSG00000026835	ortholog_one2one	ENSRNOG00000009342	Murinae	0.06490	0.27560
ENSMUSG00000033684	ortholog_one2one	ENSRNOG00000003649	Murinae	0.05720	0.29360
ENSMUSG00000048919	ortholog_one2one	ENSRNOG00000003210	Murinae	0.04330	0.18680
ENSMUSG00000073705					
ENSMUSG00000014856	ortholog_one2one	ENSRNOG00000015974	Murinae	0.01320	0.14710
ENSMUSG00000061080	ortholog_one2one	ENSRNOG00000031852	Murinae	0.05920	0.18580
ENSMUSG00000101355	ortholog_one2one	ENSRNOG00000042045	Eutheria	0.00900	3.23020
ENSMUSG00000024309	ortholog_one2one	ENSRNOG00000000473	Murinae	0.00780	0.22160
ENSMUSG00000100272					
ENSMUSG00000099408					
ENSMUSG00000042258	ortholog_one2one	ENSRNOG00000012556	Murinae	0.00000	0.15090
ENSMUSG00000041544	ortholog_one2one	ENSRNOG00000026447	Murinae	0.01110	0.26730
ENSMUSG00000081615					
ENSMUSG00000103618					
ENSMUSG00000092573					
ENSMUSG00000104207					
ENSMUSG00000084918					
ENSMUSG00000039607	ortholog_one2one	ENSRNOG00000025881	Murinae	0.00870	0.13400
ENSMUSG00000102666					
ENSMUSG00000100421					
ENSMUSG00000054727					
ENSMUSG00000090509	ortholog_one2one	ENSRNOG00000048987	Murinae	0.15050	0.26150
ENSMUSG00000067869					
ENSMUSG00000038646	ortholog_one2many	ENSRNOG00000019426	Murinae	0.03340	0.11300
ENSMUSG00000099980					
ENSMUSG00000055022	ortholog_one2one	ENSRNOG00000004438	Murinae	0.00550	0.33720
ENSMUSG00000100615					
ENSMUSG00000101494					
ENSMUSG00000039096	ortholog_one2one	ENSRNOG00000046208	Murinae	0.02120	0.19090
ENSMUSG00000074024					
ENSMUSG00000072100	ortholog_one2many	ENSRNOG00000047829	Murinae	0.10140	0.08330
ENSMUSG00000090053	ortholog_one2one	ENSRNOG00000025558	Murinae	0.01130	0.16160
ENSMUSG00000082937					
ENSMUSG00000021346	ortholog_one2one	ENSRNOG00000016933	Murinae	0.20670	0.34890
ENSMUSG00000035208	ortholog_one2many	ENSRNOG00000021412	Murinae	0.14800	0.24690
ENSMUSG00000092246					
ENSMUSG00000083861					
ENSMUSG00000086598	ortholog_one2one	ENSRNOG00000043106	Murinae	0.04090	0.11390
ENSMUSG00000103408					
ENSMUSG00000029249	ortholog_one2one	ENSRNOG00000002074	Murinae	0.21510	0.67110
ENSMUSG00000020455	ortholog_one2one	ENSRNOG00000002915	Murinae	0.02470	0.32420
ENSMUSG00000090225	ortholog_one2many	ENSRNOG00000012993	Murinae	0.22450	1.63280
ENSMUSG00000008301	ortholog_one2one	ENSRNOG00000014459	Murinae	0.01660	0.34010
ENSMUSG00000034345	ortholog_one2one	ENSRNOG00000018007	Murinae	0.00690	0.37220
ENSMUSG00000083810					
ENSMUSG00000100019					
ENSMUSG00000031323	ortholog_one2one	ENSRNOG00000046093	Murinae	0.13560	0.22550
ENSMUSG00000098157					
ENSMUSG00000078202	ortholog_one2one	ENSRNOG00000009354	Murinae	0.00000	0.22310
ENSMUSG00000086245					
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000050587	Murinae	0.47450	1.24870
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000048316	Murinae	0.45480	1.57920
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000029050	Murinae	0.44950	1.59790
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000046205	Murinae	0.49850	1.53160
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000049843	Murinae	0.49270	1.33050
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000047272	Murinae	0.46530	1.25850
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000040007	Murinae	0.64380	1.59620
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000047778	Murinae	0.50290	1.46040
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000040020	Murinae	0.47280	1.11460
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000049239	Murinae	0.43950	1.09250
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000049705	Murinae	0.49150	1.50400
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000039141	Murinae	0.40170	0.96140
ENSMUSG00000090740	ortholog_many2many	ENSRNOG00000042048	Murinae	0.51710	1.72350
ENSMUSG00000021211	ortholog_many2many	ENSRNOG00000033010	Murinae	0.04670	0.15990
ENSMUSG00000021211	ortholog_many2many	ENSRNOG00000050040	Murinae	0.04920	0.12730
ENSMUSG00000021211	ortholog_many2many	ENSRNOG00000050243	Murinae	0.07150	0.13840
ENSMUSG00000078154	ortholog_one2many	ENSRNOG00000001070	Murinae	0.00000	0.09520
ENSMUSG00000101454					
ENSMUSG00000037737	ortholog_one2one	ENSRNOG00000027908	Murinae	0.04170	0.27450
ENSMUSG00000097972	ortholog_one2many	ENSRNOG00000023314	Murinae	0.42380	0.54650
ENSMUSG00000028347	ortholog_one2one	ENSRNOG00000008034	Murinae	0.01010	0.16980
ENSMUSG00000032640	ortholog_one2one	ENSRNOG00000012698	Murinae	0.00840	0.28770
ENSMUSG00000052632	ortholog_one2one	ENSRNOG00000006056	Murinae	0.00890	0.14190
ENSMUSG00000028367	ortholog_one2one	ENSRNOG00000012081	Murinae	0.06080	0.34050
ENSMUSG00000033487	ortholog_one2one	ENSRNOG00000014478	Murinae	0.01610	0.13500
ENSMUSG00000029797	ortholog_one2one	ENSRNOG00000025848	Murinae	0.04640	0.15760
ENSMUSG00000049823	ortholog_one2one	ENSRNOG00000000418	Murinae	0.00490	0.17400
ENSMUSG00000083159					
ENSMUSG00000005198	ortholog_one2one	ENSRNOG00000028834	Murinae	0.00120	0.18760
ENSMUSG00000049122	ortholog_one2one	ENSRNOG00000006503	Murinae	0.01810	0.13600
ENSMUSG00000087319					
ENSMUSG00000028601	ortholog_one2many	ENSRNOG00000010937	Murinae	0.18420	0.35520
ENSMUSG00000028601	ortholog_one2many	ENSRNOG00000029333	Murinae	0.03310	0.17470
ENSMUSG00000044997					
ENSMUSG00000085090					
ENSMUSG00000099988					
ENSMUSG00000081033					
ENSMUSG00000101592					
ENSMUSG00000044061	ortholog_one2one	ENSRNOG00000021988	Murinae	0.06750	0.21570
ENSMUSG00000026798	ortholog_one2one	ENSRNOG00000026691	Murinae	0.01640	0.22010
ENSMUSG00000049128	ortholog_one2one	ENSRNOG00000009314	Murinae	0.54470	0.42420
ENSMUSG00000030149	ortholog_one2one	ENSRNOG00000009638	Murinae	0.08730	0.17860
ENSMUSG00000026565	ortholog_one2one	ENSRNOG00000003581	Murinae	0.01200	0.13940
ENSMUSG00000076665	ortholog_one2one	ENSRNOG00000042996	Murinae	0.08390	0.30430
ENSMUSG00000056091	ortholog_one2one	ENSRNOG00000010284	Murinae	0.05420	0.17400
ENSMUSG00000028555	ortholog_one2many	ENSRNOG00000047573	Murinae	0.03740	0.23340
ENSMUSG00000028555	ortholog_one2many	ENSRNOG00000009519	Murinae	0.03740	0.23340
ENSMUSG00000028894	ortholog_one2many	ENSRNOG00000049397	Murinae	0.04680	0.21790
ENSMUSG00000028894	ortholog_one2many	ENSRNOG00000048506	Murinae	0.04340	0.21560
ENSMUSG00000059820	ortholog_one2many	ENSRNOG00000049631	Murinae	0.11800	0.32700
ENSMUSG00000059820	ortholog_one2many	ENSRNOG00000009958	Murinae	0.03230	0.15170
ENSMUSG00000059820	ortholog_one2many	ENSRNOG00000042474	Murinae	0.10330	0.26640
ENSMUSG00000055838	ortholog_one2one	ENSRNOG00000007965	Murinae	0.04140	0.20700
ENSMUSG00000044452	ortholog_one2many	ENSRNOG00000048691	Murinae	0.02360	0.12260
ENSMUSG00000044452	ortholog_one2many	ENSRNOG00000013565	Murinae	0.02330	0.12220
ENSMUSG00000082014					
ENSMUSG00000017286	ortholog_one2one	ENSRNOG00000007788	Murinae	0.02010	0.13520
ENSMUSG00000001670	ortholog_one2one	ENSRNOG00000016348	Murinae	0.01540	0.28560
ENSMUSG00000082078					
ENSMUSG00000084175					
ENSMUSG00000100876					
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000050587	Murinae	0.44250	1.22140
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000048316	Murinae	0.40090	1.45490
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000029050	Murinae	0.39800	1.47740
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000046205	Murinae	0.42810	1.35080
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000049843	Murinae	0.40490	1.30580
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000047272	Murinae	0.40810	1.32710
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000040007	Murinae	0.52860	1.37260
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000047778	Murinae	0.45360	1.29450
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000040020	Murinae	0.41070	1.33630
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000049239	Murinae	0.37360	1.07980
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000049705	Murinae	0.43630	1.35200
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000039141	Murinae	0.40180	0.87670
ENSMUSG00000091296	ortholog_many2many	ENSRNOG00000042048	Murinae	0.50580	1.42080
ENSMUSG00000081712					
ENSMUSG00000102017					
ENSMUSG00000102128					
ENSMUSG00000101473					
ENSMUSG00000050875	ortholog_one2one	ENSRNOG00000022429	Murinae	0.03820	0.20870
ENSMUSG00000083015					
ENSMUSG00000080902					
ENSMUSG00000103126					
ENSMUSG00000101622					
ENSMUSG00000050043	ortholog_one2one	ENSRNOG00000005308	Murinae	0.01130	0.19500
ENSMUSG00000082994					
ENSMUSG00000103775					
ENSMUSG00000035274	ortholog_one2one	ENSRNOG00000010694	Murinae	0.02370	0.18510
ENSMUSG00000086332					
ENSMUSG00000022800	ortholog_one2one	ENSRNOG00000034233	Murinae	0.02290	0.17180
ENSMUSG00000097416					
ENSMUSG00000091562					
ENSMUSG00000029254	ortholog_one2one	ENSRNOG00000002014	Murinae	0.04320	0.17120
ENSMUSG00000100207					
ENSMUSG00000053268	ortholog_one2one	ENSRNOG00000002168	Murinae	0.14790	0.44480
ENSMUSG00000097653					
ENSMUSG00000087314					
ENSMUSG00000089726					
ENSMUSG00000002324	ortholog_one2one	ENSRNOG00000019503	Murinae	0.04920	0.18130
ENSMUSG00000021639	ortholog_one2one	ENSRNOG00000018230	Murinae	0.00970	0.23610
ENSMUSG00000100780					
ENSMUSG00000059631					
ENSMUSG00000083923					
ENSMUSG00000084271					
ENSMUSG00000056031					
ENSMUSG00000084162					
ENSMUSG00000086319					
ENSMUSG00000084934					
ENSMUSG00000026114	ortholog_one2one	ENSRNOG00000017582	Murinae	0.05830	0.31610
ENSMUSG00000034738	ortholog_one2one	ENSRNOG00000006611	Murinae	0.02940	0.17110
ENSMUSG00000102218					
ENSMUSG00000087024					
ENSMUSG00000068399	ortholog_many2many	ENSRNOG00000029659	Murinae	0.57290	0.76770
ENSMUSG00000068399	ortholog_many2many	ENSRNOG00000032043	Murinae	0.57780	0.70300
ENSMUSG00000068399	ortholog_many2many	ENSRNOG00000045904	Murinae	0.72510	0.84360
ENSMUSG00000068399	ortholog_many2many	ENSRNOG00000040022	Murinae	0.69440	0.83780
ENSMUSG00000068399	ortholog_many2many	ENSRNOG00000046498	Murinae	0.70740	0.75080
ENSMUSG00000024099	ortholog_one2one	ENSRNOG00000042503	Murinae	0.01560	0.22190
ENSMUSG00000064084	ortholog_one2many	ENSRNOG00000048520	Murinae	0.03520	0.19570
ENSMUSG00000100475					
ENSMUSG00000037692	ortholog_one2one	ENSRNOG00000042855	Murinae	0.00960	0.17230
ENSMUSG00000096592					
ENSMUSG00000085540					
ENSMUSG00000085345					
ENSMUSG00000052331	ortholog_one2one	ENSRNOG00000021384	Murinae	0.00640	0.16790
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000050587	Murinae	0.45780	1.09840
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000048316	Murinae	0.43220	1.38340
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000029050	Murinae	0.42770	1.40350
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000046205	Murinae	0.48260	1.30200
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000049843	Murinae	0.48640	1.14030
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000047272	Murinae	0.45640	1.08490
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000040007	Murinae	0.66020	1.33710
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000047778	Murinae	0.48640	1.25220
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000040020	Murinae	0.45450	0.98560
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000049239	Murinae	0.42490	0.96280
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000049705	Murinae	0.47570	1.28600
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000039141	Murinae	0.40990	0.83770
ENSMUSG00000095490	ortholog_many2many	ENSRNOG00000042048	Murinae	0.50320	1.45710
ENSMUSG00000103606					
ENSMUSG00000092358					
ENSMUSG00000026421	ortholog_one2one	ENSRNOG00000008937	Murinae	0.00240	0.21780
ENSMUSG00000084228					
ENSMUSG00000027762	ortholog_one2one	ENSRNOG00000014039	Murinae	0.08190	0.28260
ENSMUSG00000103914					
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000050587	Murinae	0.48850	1.22080
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000048316	Murinae	0.48190	1.43740
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000029050	Murinae	0.47550	1.45520
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000046205	Murinae	0.51170	1.48640
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000049843	Murinae	0.54200	1.23710
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000047272	Murinae	0.49060	1.17980
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000040007	Murinae	0.69310	1.46350
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000047778	Murinae	0.49750	1.46550
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000040020	Murinae	0.47820	1.12800
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000049239	Murinae	0.46100	1.07680
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000049705	Murinae	0.50880	1.42190
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000039141	Murinae	0.44610	0.93530
ENSMUSG00000091429	ortholog_many2many	ENSRNOG00000042048	Murinae	0.55660	1.47510
ENSMUSG00000000606					
ENSMUSG00000046774	ortholog_one2one	ENSRNOG00000025200	Murinae	0.14240	0.16930
ENSMUSG00000007827	ortholog_one2one	ENSRNOG00000006717	Murinae	0.07910	0.26880
ENSMUSG00000020053	ortholog_one2one	ENSRNOG00000004517	Murinae	0.11890	0.38540
ENSMUSG00000057447	ortholog_one2many	ENSRNOG00000034028	Murinae	0.03940	0.22390
ENSMUSG00000028996	ortholog_one2one	ENSRNOG00000015850	Murinae	0.02930	0.23290
ENSMUSG00000027875	ortholog_one2one	ENSRNOG00000019120	Murinae	0.00730	0.19690
ENSMUSG00000035941	ortholog_one2one	ENSRNOG00000027728	Eutheria	0.09070	0.32890
ENSMUSG00000076653	ortholog_many2many	ENSRNOG00000032671	Murinae	0.13010	0.14150
ENSMUSG00000076653	ortholog_many2many	ENSRNOG00000033376	Murinae	0.14280	0.09830
ENSMUSG00000034449	ortholog_one2one	ENSRNOG00000027891	Murinae	0.00710	0.13870
ENSMUSG00000031509					
ENSMUSG00000087266					
ENSMUSG00000097314					
ENSMUSG00000084395					
ENSMUSG00000024006	ortholog_one2one	ENSRNOG00000000519	Eutheria	0.00890	0.28370
ENSMUSG00000074435	ortholog_one2one	ENSRNOG00000009326	Murinae	0.10640	0.24360
ENSMUSG00000024847	ortholog_one2one	ENSRNOG00000022289	Murinae	0.01700	0.26290
ENSMUSG00000026955	ortholog_one2one	ENSRNOG00000013069	Murinae	0.03750	0.20880
ENSMUSG00000064247	ortholog_one2many	ENSRNOG00000049866	Murinae	0.06310	0.64140
ENSMUSG00000064247	ortholog_one2many	ENSRNOG00000047160	Murinae	0.08830	0.61230
ENSMUSG00000087460					
ENSMUSG00000101753					
ENSMUSG00000103926					
ENSMUSG00000034424	ortholog_one2one	ENSRNOG00000011535	Murinae	0.05140	0.21030
ENSMUSG00000019945	ortholog_one2one	ENSRNOG00000000634	Murinae	0.08670	0.21730
ENSMUSG00000086027					
ENSMUSG00000102553					
ENSMUSG00000081230					
ENSMUSG00000037236	ortholog_one2many	ENSRNOG00000019875	Murinae	0.00350	0.08140
ENSMUSG00000057234	ortholog_one2one	ENSRNOG00000004926	Murinae	0.12750	0.27450
ENSMUSG00000082387					
ENSMUSG00000087520					
ENSMUSG00000099150					
ENSMUSG00000100657					
ENSMUSG00000072599					
ENSMUSG00000082803					
ENSMUSG00000096854					
ENSMUSG00000099448					
ENSMUSG00000036067	ortholog_one2one	ENSRNOG00000005900	Murinae	0.02720	0.23030
ENSMUSG00000085569					
ENSMUSG00000029320	ortholog_one2one	ENSRNOG00000050063	Murinae	0.09300	0.20110
ENSMUSG00000098371					
ENSMUSG00000095082	ortholog_one2many	ENSRNOG00000000620	Murinae	0.18770	0.15640
ENSMUSG00000085766					
ENSMUSG00000089891					
ENSMUSG00000052921	ortholog_one2one	ENSRNOG00000004566	Murinae	0.05470	0.22260
ENSMUSG00000039018	ortholog_one2one	ENSRNOG00000018860	Murinae	0.02860	0.15180
ENSMUSG00000020246	ortholog_one2one	ENSRNOG00000011072	Murinae	0.05840	0.27690
ENSMUSG00000104238					
ENSMUSG00000099545					
ENSMUSG00000082284					
ENSMUSG00000086436					
ENSMUSG00000084230					
ENSMUSG00000100975					
ENSMUSG00000044213	ortholog_one2many	ENSRNOG00000032434	Murinae	0.02890	0.25560
ENSMUSG00000044213	ortholog_one2many	ENSRNOG00000029222	Murinae	0.03140	0.25310
ENSMUSG00000075379	ortholog_one2one	ENSRNOG00000032321	Murinae	0.05840	0.19930
ENSMUSG00000025511	ortholog_one2many	ENSRNOG00000029810	Murinae	0.00200	0.07170
ENSMUSG00000025511	ortholog_one2many	ENSRNOG00000049324	Murinae	0.00200	0.07170
ENSMUSG00000074748	ortholog_one2one	ENSRNOG00000038420	Murinae	0.00940	0.19440
ENSMUSG00000045875	ortholog_one2one	ENSRNOG00000009522	Murinae	0.01170	0.16030
ENSMUSG00000096363					
ENSMUSG00000039977	ortholog_one2one	ENSRNOG00000011172	Murinae	0.05070	0.20920
ENSMUSG00000100129					
ENSMUSG00000085902					
ENSMUSG00000083576					
ENSMUSG00000082704					
ENSMUSG00000095680					
ENSMUSG00000100851					
ENSMUSG00000042569	ortholog_one2one	ENSRNOG00000005360	Murinae	0.05240	0.21160
ENSMUSG00000098153					
ENSMUSG00000095291					
ENSMUSG00000053510	ortholog_one2one	ENSRNOG00000007111	Murinae	0.00910	0.16500
ENSMUSG00000101006					
ENSMUSG00000081342					
ENSMUSG00000102240					
ENSMUSG00000089734					
ENSMUSG00000025902	ortholog_one2one	ENSRNOG00000027357	Murinae	0.01610	0.24360
ENSMUSG00000091466					
ENSMUSG00000089755					
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000048835	Murinae	0.19690	0.30060
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000032647	Murinae	0.21560	0.30960
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000048778	Murinae	0.22730	0.31340
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000047839	Murinae	0.20570	0.34730
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000048600	Murinae	0.21410	0.32260
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000046925	Murinae	0.24140	0.40400
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000047758	Murinae	0.20010	0.32310
ENSMUSG00000072821	ortholog_many2many	ENSRNOG00000050184	Murinae	0.18920	0.31750
ENSMUSG00000089728					
ENSMUSG00000089701					
ENSMUSG00000096088					
ENSMUSG00000085235					
ENSMUSG00000087519					
ENSMUSG00000099574					
ENSMUSG00000026024	ortholog_one2one	ENSRNOG00000023280	Murinae	0.01870	0.15800
ENSMUSG00000086560					
ENSMUSG00000098274	ortholog_one2one	ENSRNOG00000001611	Euarchontoglires	0.00000	0.21490
ENSMUSG00000101397					
ENSMUSG00000063275	ortholog_one2one	ENSRNOG00000043192	Murinae	0.00480	0.19120
ENSMUSG00000071112	ortholog_one2one	ENSRNOG00000028602	Murinae	0.40500	0.47530
ENSMUSG00000087080					
ENSMUSG00000084939					
ENSMUSG00000082564					
ENSMUSG00000085564					
ENSMUSG00000096483					
ENSMUSG00000085003					
ENSMUSG00000081935					
ENSMUSG00000051136	ortholog_one2one	ENSRNOG00000024119	Murinae	0.00230	0.23770
ENSMUSG00000018604	ortholog_one2one	ENSRNOG00000008706	Murinae	0.00750	0.21530
ENSMUSG00000018428	ortholog_one2one	ENSRNOG00000002373	Murinae	0.05510	0.14280
ENSMUSG00000021959	ortholog_one2one	ENSRNOG00000010544	Sarcopterygii	0.05240	0.34130
ENSMUSG00000083602					
ENSMUSG00000040236	ortholog_one2one	ENSRNOG00000001003	Murinae	0.00000	0.21940
ENSMUSG00000045330	ortholog_one2one	ENSRNOG00000026265	Murinae	0.07020	0.19160
ENSMUSG00000081439					
ENSMUSG00000031111	ortholog_one2one	ENSRNOG00000007600	Murinae	0.02790	0.11830
ENSMUSG00000085835					
ENSMUSG00000015247	ortholog_one2one	ENSRNOG00000010332	Murinae	0.04390	0.20900
ENSMUSG00000022816	ortholog_one2one	ENSRNOG00000002746	Murinae	0.16330	0.46930
ENSMUSG00000092485					
ENSMUSG00000100666					
ENSMUSG00000034118	ortholog_one2one	ENSRNOG00000000900	Murinae	0.00380	0.20470
ENSMUSG00000072492					
ENSMUSG00000085034					
ENSMUSG00000083191					
ENSMUSG00000060034	ortholog_one2one	ENSRNOG00000030907	Murinae	0.03020	0.16050
ENSMUSG00000081504					
ENSMUSG00000100609					
ENSMUSG00000022362	ortholog_one2many	ENSRNOG00000006370	Murinae	0.15790	0.29720
ENSMUSG00000081177					
ENSMUSG00000036398	ortholog_one2one	ENSRNOG00000000780	Murinae	0.03040	0.17060
ENSMUSG00000045733	ortholog_one2one	ENSRNOG00000018927	Murinae	0.01520	0.14980
ENSMUSG00000082640					
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000050587	Murinae	0.48030	1.35140
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000048316	Murinae	0.45920	1.31500
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000029050	Murinae	0.45370	1.33500
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000046205	Murinae	0.48610	1.39850
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000049843	Murinae	0.46630	1.42860
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000047272	Murinae	0.44990	1.30260
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000040007	Murinae	0.55360	1.56840
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000047778	Murinae	0.49780	1.38160
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000040020	Murinae	0.46260	1.12610
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000049239	Murinae	0.44510	1.21020
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000049705	Murinae	0.51120	1.26720
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000039141	Murinae	0.40920	0.89940
ENSMUSG00000094715	ortholog_many2many	ENSRNOG00000042048	Murinae	0.52390	1.48630
ENSMUSG00000066170					
ENSMUSG00000045962	ortholog_one2one	ENSRNOG00000009956	Murinae	0.01950	0.10480
ENSMUSG00000087614					
ENSMUSG00000100547					
ENSMUSG00000091757					
ENSMUSG00000102464					
ENSMUSG00000102915					
ENSMUSG00000090136					
ENSMUSG00000096024	ortholog_many2many	ENSRNOG00000050587	Murinae	0.48640	1.35610
ENSMUSG00000096024	ortholog_many2many	ENSRNOG00000048316	Murinae	0.46550	1.32250
ENSMUSG00000096024	ortholog_many2many	ENSRNOG00000029050	Murinae	0.45970	1.34220
