Mouse_gene_Ensembl_id	Zebrafish_ortholog1_Ensembl_id	Zebrafish_ortholog2_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000079056	ENSDARG00000017880	ENSDARG00000076181	ENSGT00760000118820
ENSMUSG00000053519	ENSDARG00000034808	ENSDARG00000022109	ENSGT00760000118820
ENSMUSG00000074991	ENSDARG00000027153	ENSDARG00000030750	ENSGT00760000118821
ENSMUSG00000018595	ENSDARG00000006865	ENSDARG00000058103	ENSGT00760000118821
ENSMUSG00000027238	ENSDARG00000075942	ENSDARG00000079622	ENSGT00760000118823
ENSMUSG00000025555	ENSDARG00000063695	ENSDARG00000074381	ENSGT00760000118823
ENSMUSG00000004113	ENSDARG00000021735	ENSDARG00000079295	ENSGT00760000118827
ENSMUSG00000004110	ENSDARG00000062346	ENSDARG00000095614	ENSGT00760000118827
ENSMUSG00000026407	ENSDARG00000042552	ENSDARG00000029457	ENSGT00760000118827
ENSMUSG00000024112	ENSDARG00000060496	ENSDARG00000070528	ENSGT00760000118827
ENSMUSG00000001027	ENSDARG00000034588	ENSDARG00000008797	ENSGT00760000118827
ENSMUSG00000022440	ENSDARG00000006544	ENSDARG00000055175	ENSGT00760000118830
ENSMUSG00000068196	ENSDARG00000077403	ENSDARG00000003533	ENSGT00760000118830
ENSMUSG00000027788	ENSDARG00000001771	ENSDARG00000058960	ENSGT00760000118830
ENSMUSG00000051067	ENSDARG00000067815	ENSDARG00000061970	ENSGT00760000118831
ENSMUSG00000045083	ENSDARG00000074535	ENSDARG00000069970	ENSGT00760000118831
ENSMUSG00000049556	ENSDARG00000034165	ENSDARG00000035899	ENSGT00760000118831
ENSMUSG00000035653	ENSDARG00000079396	ENSDARG00000071230	ENSGT00760000118831
ENSMUSG00000039431	ENSDARG00000037101	ENSDARG00000070412	ENSGT00760000118832
ENSMUSG00000070436	ENSDARG00000019949	ENSDARG00000075954	ENSGT00760000118839
ENSMUSG00000041695	ENSDARG00000038373	ENSDARG00000019418	ENSGT00760000118842
ENSMUSG00000047976	ENSDARG00000062942	ENSDARG00000017108	ENSGT00760000118846
ENSMUSG00000040724	ENSDARG00000091458	ENSDARG00000002241	ENSGT00760000118846
ENSMUSG00000062785	ENSDARG00000037933	ENSDARG00000055855	ENSGT00760000118846
ENSMUSG00000061288	ENSDARG00000060751	ENSDARG00000094052	ENSGT00760000118848
ENSMUSG00000003518	ENSDARG00000061255	ENSDARG00000060130	ENSGT00760000118853
ENSMUSG00000027001	ENSDARG00000045200	ENSDARG00000040490	ENSGT00760000118853
ENSMUSG00000025207	ENSDARG00000076595	ENSDARG00000088143	ENSGT00760000118854
ENSMUSG00000028064	ENSDARG00000062352	ENSDARG00000077103	ENSGT00760000118854
ENSMUSG00000034684	ENSDARG00000011163	ENSDARG00000055373	ENSGT00760000118854
ENSMUSG00000028883	ENSDARG00000019235	ENSDARG00000042210	ENSGT00760000118854
ENSMUSG00000038244	ENSDARG00000020395	ENSDARG00000075608	ENSGT00760000118856
ENSMUSG00000037624	ENSDARG00000055123	ENSDARG00000007151	ENSGT00760000118858
ENSMUSG00000033854	ENSDARG00000045956	ENSDARG00000062849	ENSGT00760000118858
ENSMUSG00000031603	ENSDARG00000007356	ENSDARG00000086070	ENSGT00760000118859
ENSMUSG00000042826	ENSDARG00000069662	ENSDARG00000043907	ENSGT00760000118859
ENSMUSG00000021732	ENSDARG00000067548	ENSDARG00000030932	ENSGT00760000118859
ENSMUSG00000058230	ENSDARG00000060297	ENSDARG00000062577	ENSGT00760000118863
ENSMUSG00000063506	ENSDARG00000021255	ENSDARG00000076434	ENSGT00760000118863
ENSMUSG00000033389	ENSDARG00000068008	ENSDARG00000010433	ENSGT00760000118863
ENSMUSG00000038388	ENSDARG00000056892	ENSDARG00000029761	ENSGT00760000118866
ENSMUSG00000017314	ENSDARG00000053453	ENSDARG00000010957	ENSGT00760000118866
ENSMUSG00000031012	ENSDARG00000035103	ENSDARG00000059809	ENSGT00760000118866
ENSMUSG00000021112	ENSDARG00000004721	ENSDARG00000006272	ENSGT00760000118866
ENSMUSG00000036333	ENSDARG00000017338	ENSDARG00000031240	ENSGT00760000118867
ENSMUSG00000028409	ENSDARG00000002538	ENSDARG00000051970	ENSGT00760000118869
ENSMUSG00000000901	ENSDARG00000026325	ENSDARG00000016718	ENSGT00760000118870
ENSMUSG00000031790	ENSDARG00000013072	ENSDARG00000051962	ENSGT00760000118870
ENSMUSG00000052632	ENSDARG00000019564	ENSDARG00000010181	ENSGT00760000118874
ENSMUSG00000029033	ENSDARG00000039386	ENSDARG00000075990	ENSGT00760000118874
ENSMUSG00000032324	ENSDARG00000053559	ENSDARG00000034753	ENSGT00760000118875
ENSMUSG00000061393	ENSDARG00000041516	ENSDARG00000044422	ENSGT00760000118876
ENSMUSG00000052155	ENSDARG00000079944	ENSDARG00000011188	ENSGT00760000118876
ENSMUSG00000032440	ENSDARG00000059363	ENSDARG00000034541	ENSGT00760000118876
ENSMUSG00000044951	ENSDARG00000055412	ENSDARG00000091260	ENSGT00760000118877
ENSMUSG00000060913	ENSDARG00000058158	ENSDARG00000029596	ENSGT00760000118878
ENSMUSG00000042766	ENSDARG00000012367	ENSDARG00000058649	ENSGT00760000118878
ENSMUSG00000022686	ENSDARG00000004396	ENSDARG00000018971	ENSGT00760000118879
ENSMUSG00000051650	ENSDARG00000091902	ENSDARG00000052376	ENSGT00760000118879
ENSMUSG00000036545	ENSDARG00000075930	ENSDARG00000091328	ENSGT00760000118880
ENSMUSG00000033453	ENSDARG00000029124	ENSDARG00000033544	ENSGT00760000118880
ENSMUSG00000030046	ENSDARG00000045632	ENSDARG00000061769	ENSGT00760000118883
ENSMUSG00000008999	ENSDARG00000018260	ENSDARG00000063230	ENSGT00760000118883
ENSMUSG00000051279	ENSDARG00000053479	ENSDARG00000005510	ENSGT00760000118883
ENSMUSG00000024211	ENSDARG00000077654	ENSDARG00000076508	ENSGT00760000118884
ENSMUSG00000021223	ENSDARG00000042186	ENSDARG00000027867	ENSGT00760000118885
ENSMUSG00000021055	ENSDARG00000034181	ENSDARG00000016454	ENSGT00760000118887
ENSMUSG00000025473	ENSDARG00000001452	ENSDARG00000057644	ENSGT00760000118888
ENSMUSG00000031842	ENSDARG00000013221	ENSDARG00000002411	ENSGT00760000118889
ENSMUSG00000031138	ENSDARG00000010097	ENSDARG00000029493	ENSGT00760000118890
ENSMUSG00000019874	ENSDARG00000034650	ENSDARG00000007697	ENSGT00760000118898
ENSMUSG00000032291	ENSDARG00000035904	ENSDARG00000045926	ENSGT00760000118898
ENSMUSG00000028996	ENSDARG00000091906	ENSDARG00000070486	ENSGT00760000118898
ENSMUSG00000041836	ENSDARG00000015891	ENSDARG00000021151	ENSGT00760000118900
ENSMUSG00000033295	ENSDARG00000005754	ENSDARG00000076810	ENSGT00760000118900
ENSMUSG00000013236	ENSDARG00000059738	ENSDARG00000038590	ENSGT00760000118900
ENSMUSG00000024857	ENSDARG00000052277	ENSDARG00000052016	ENSGT00760000118901
ENSMUSG00000029544	ENSDARG00000019990	ENSDARG00000033411	ENSGT00760000118901
ENSMUSG00000037926	ENSDARG00000088440	ENSDARG00000077623	ENSGT00760000118902
ENSMUSG00000051079	ENSDARG00000007265	ENSDARG00000017653	ENSGT00760000118903
ENSMUSG00000026475	ENSDARG00000017860	ENSDARG00000040177	ENSGT00760000118903
ENSMUSG00000022055	ENSDARG00000012426	ENSDARG00000057568	ENSGT00760000118905
ENSMUSG00000005917	ENSDARG00000030703	ENSDARG00000094992	ENSGT00760000118908
ENSMUSG00000032643	ENSDARG00000034643	ENSDARG00000059158	ENSGT00760000118910
ENSMUSG00000031628	ENSDARG00000055045	ENSDARG00000017905	ENSGT00760000118912
ENSMUSG00000040028	ENSDARG00000038695	ENSDARG00000016405	ENSGT00760000118913
ENSMUSG00000022443	ENSDARG00000063295	ENSDARG00000001014	ENSGT00760000118919
ENSMUSG00000003378	ENSDARG00000075764	ENSDARG00000078151	ENSGT00760000118920
ENSMUSG00000022935	ENSDARG00000069139	ENSDARG00000040627	ENSGT00760000118920
ENSMUSG00000033981	ENSDARG00000052765	ENSDARG00000070173	ENSGT00760000118920
ENSMUSG00000025892	ENSDARG00000037496	ENSDARG00000059368	ENSGT00760000118920
ENSMUSG00000001986	ENSDARG00000032737	ENSDARG00000037498	ENSGT00760000118920
ENSMUSG00000041078	ENSDARG00000044161	ENSDARG00000074583	ENSGT00760000118920
ENSMUSG00000005672	ENSDARG00000043317	ENSDARG00000056133	ENSGT00760000118923
ENSMUSG00000041378	ENSDARG00000043716	ENSDARG00000014059	ENSGT00760000118928
ENSMUSG00000031492	ENSDARG00000052764	ENSDARG00000038508	ENSGT00760000118930
ENSMUSG00000045515	ENSDARG00000095896	ENSDARG00000042032	ENSGT00760000118935
ENSMUSG00000010660	ENSDARG00000034080	ENSDARG00000059123	ENSGT00760000118936
ENSMUSG00000020937	ENSDARG00000079572	ENSDARG00000052957	ENSGT00760000118936
ENSMUSG00000021820	ENSDARG00000071395	ENSDARG00000056206	ENSGT00760000118944
ENSMUSG00000016179	ENSDARG00000008788	ENSDARG00000044526	ENSGT00760000118944
ENSMUSG00000051790	ENSDARG00000079251	ENSDARG00000077329	ENSGT00760000118946
ENSMUSG00000005483	ENSDARG00000015831	ENSDARG00000041394	ENSGT00760000118947
ENSMUSG00000000826	ENSDARG00000042948	ENSDARG00000004836	ENSGT00760000118947
ENSMUSG00000014498	ENSDARG00000063576	ENSDARG00000036826	ENSGT00760000118950
ENSMUSG00000069601	ENSDARG00000061736	ENSDARG00000077582	ENSGT00760000118950
ENSMUSG00000031543	ENSDARG00000059093	ENSDARG00000074777	ENSGT00760000118950
ENSMUSG00000032826	ENSDARG00000043313	ENSDARG00000009026	ENSGT00760000118950
ENSMUSG00000026312	ENSDARG00000017649	ENSDARG00000023542	ENSGT00760000118954
ENSMUSG00000089774	ENSDARG00000077812	ENSDARG00000010376	ENSGT00760000118955
ENSMUSG00000006641	ENSDARG00000014599	ENSDARG00000042859	ENSGT00760000118955
ENSMUSG00000066952	ENSDARG00000078603	ENSDARG00000061968	ENSGT00760000118956
ENSMUSG00000017774	ENSDARG00000061579	ENSDARG00000020924	ENSGT00760000118956
ENSMUSG00000042678	ENSDARG00000075292	ENSDARG00000078474	ENSGT00760000118956
ENSMUSG00000042638	ENSDARG00000056045	ENSDARG00000014320	ENSGT00760000118959
ENSMUSG00000031995	ENSDARG00000061173	ENSDARG00000044655	ENSGT00760000118962
ENSMUSG00000015243	ENSDARG00000074635	ENSDARG00000079009	ENSGT00760000118965
ENSMUSG00000027598	ENSDARG00000076149	ENSDARG00000074903	ENSGT00760000118966
ENSMUSG00000041559	ENSDARG00000044895	ENSDARG00000010294	ENSGT00760000118969
ENSMUSG00000047414	ENSDARG00000079355	ENSDARG00000097299	ENSGT00760000118969
ENSMUSG00000021866	ENSDARG00000077383	ENSDARG00000002632	ENSGT00760000118972
ENSMUSG00000032231	ENSDARG00000053625	ENSDARG00000003216	ENSGT00760000118972
ENSMUSG00000026452	ENSDARG00000025206	ENSDARG00000014169	ENSGT00760000118973
ENSMUSG00000006445	ENSDARG00000022727	ENSDARG00000017354	ENSGT00760000118975
ENSMUSG00000028664	ENSDARG00000037373	ENSDARG00000021539	ENSGT00760000118975
ENSMUSG00000005958	ENSDARG00000031548	ENSDARG00000033589	ENSGT00760000118975
ENSMUSG00000029710	ENSDARG00000040346	ENSDARG00000027112	ENSGT00760000118975
ENSMUSG00000045246	ENSDARG00000062967	ENSDARG00000051892	ENSGT00760000118981
ENSMUSG00000051726	ENSDARG00000027285	ENSDARG00000027940	ENSGT00760000118981
ENSMUSG00000027215	ENSDARG00000026070	ENSDARG00000019098	ENSGT00760000118983
ENSMUSG00000037706	ENSDARG00000022437	ENSDARG00000036080	ENSGT00760000118983
ENSMUSG00000030342	ENSDARG00000016691	ENSDARG00000005842	ENSGT00760000118983
ENSMUSG00000030352	ENSDARG00000025299	ENSDARG00000045706	ENSGT00760000118983
ENSMUSG00000027217	ENSDARG00000056656	ENSDARG00000015015	ENSGT00760000118983
ENSMUSG00000027109	ENSDARG00000007812	ENSDARG00000001549	ENSGT00760000118984
ENSMUSG00000020653	ENSDARG00000030844	ENSDARG00000013794	ENSGT00760000118984
ENSMUSG00000020640	ENSDARG00000054973	ENSDARG00000000161	ENSGT00760000118985
ENSMUSG00000055805	ENSDARG00000055713	ENSDARG00000075519	ENSGT00760000118986
ENSMUSG00000063632	ENSDARG00000077811	ENSDARG00000095743	ENSGT00760000118988
ENSMUSG00000005148	ENSDARG00000062106	ENSDARG00000015506	ENSGT00760000118998
ENSMUSG00000032332	ENSDARG00000078322	ENSDARG00000019601	ENSGT00760000119000
ENSMUSG00000026193	ENSDARG00000006526	ENSDARG00000019815	ENSGT00760000119000
ENSMUSG00000021678	ENSDARG00000077540	ENSDARG00000068856	ENSGT00760000119001
ENSMUSG00000021675	ENSDARG00000079472	ENSDARG00000090524	ENSGT00760000119001
ENSMUSG00000027848	ENSDARG00000061852	ENSDARG00000062171	ENSGT00760000119005
ENSMUSG00000027965	ENSDARG00000071493	ENSDARG00000039174	ENSGT00760000119005
ENSMUSG00000026833	ENSDARG00000018270	ENSDARG00000014053	ENSGT00760000119005
ENSMUSG00000038463	ENSDARG00000005716	ENSDARG00000021480	ENSGT00760000119005
ENSMUSG00000021752	ENSDARG00000043095	ENSDARG00000023703	ENSGT00760000119013
ENSMUSG00000025790	ENSDARG00000068296	ENSDARG00000018726	ENSGT00760000119014
ENSMUSG00000055489	ENSDARG00000015731	ENSDARG00000036147	ENSGT00760000119015
ENSMUSG00000054662	ENSDARG00000079324	ENSDARG00000076320	ENSGT00760000119015
ENSMUSG00000052062	ENSDARG00000067785	ENSDARG00000034555	ENSGT00760000119017
ENSMUSG00000025812	ENSDARG00000091238	ENSDARG00000010583	ENSGT00760000119017
ENSMUSG00000029718	ENSDARG00000052057	ENSDARG00000056913	ENSGT00760000119018
ENSMUSG00000036902	ENSDARG00000063293	ENSDARG00000062343	ENSGT00760000119018
ENSMUSG00000054855	ENSDARG00000030547	ENSDARG00000004218	ENSGT00760000119020
ENSMUSG00000060961	ENSDARG00000044808	ENSDARG00000013730	ENSGT00760000119021
ENSMUSG00000026904	ENSDARG00000063133	ENSDARG00000060303	ENSGT00760000119021
ENSMUSG00000028962	ENSDARG00000052330	ENSDARG00000028173	ENSGT00760000119021
ENSMUSG00000006574	ENSDARG00000024560	ENSDARG00000012881	ENSGT00760000119021
ENSMUSG00000028645	ENSDARG00000001437	ENSDARG00000007412	ENSGT00760000119022
ENSMUSG00000003153	ENSDARG00000037861	ENSDARG00000013295	ENSGT00760000119022
ENSMUSG00000002341	ENSDARG00000005783	ENSDARG00000067820	ENSGT00760000119025
ENSMUSG00000030607	ENSDARG00000045799	ENSDARG00000035891	ENSGT00760000119025
ENSMUSG00000001225	ENSDARG00000007371	ENSDARG00000003615	ENSGT00760000119026
ENSMUSG00000031139	ENSDARG00000056603	ENSDARG00000022895	ENSGT00760000119030
ENSMUSG00000031442	ENSDARG00000075859	ENSDARG00000076480	ENSGT00760000119030
ENSMUSG00000022263	ENSDARG00000019426	ENSDARG00000000370	ENSGT00760000119030
ENSMUSG00000008730	ENSDARG00000063594	ENSDARG00000077095	ENSGT00760000119032
ENSMUSG00000018008	ENSDARG00000038011	ENSDARG00000039932	ENSGT00760000119036
ENSMUSG00000030495	ENSDARG00000008100	ENSDARG00000051730	ENSGT00760000119037
ENSMUSG00000022180	ENSDARG00000054343	ENSDARG00000075831	ENSGT00760000119037
ENSMUSG00000025239	ENSDARG00000077964	ENSDARG00000090937	ENSGT00760000119039
ENSMUSG00000025085	ENSDARG00000060149	ENSDARG00000045064	ENSGT00760000119039
ENSMUSG00000090100	ENSDARG00000005670	ENSDARG00000043026	ENSGT00760000119040
ENSMUSG00000005580	ENSDARG00000069419	ENSDARG00000091053	ENSGT00760000119042
ENSMUSG00000020654	ENSDARG00000017437	ENSDARG00000077145	ENSGT00760000119042
ENSMUSG00000053646	ENSDARG00000017211	ENSDARG00000075821	ENSGT00760000119048
ENSMUSG00000025357	ENSDARG00000002898	ENSDARG00000060626	ENSGT00760000119050
ENSMUSG00000057606	ENSDARG00000074216	ENSDARG00000019692	ENSGT00760000119051
ENSMUSG00000025064	ENSDARG00000079011	ENSDARG00000069415	ENSGT00760000119051
ENSMUSG00000001076	ENSDARG00000055317	ENSDARG00000011549	ENSGT00760000119052
ENSMUSG00000045532	ENSDARG00000031013	ENSDARG00000028521	ENSGT00760000119052
ENSMUSG00000017740	ENSDARG00000078187	ENSDARG00000075815	ENSGT00760000119053
ENSMUSG00000017756	ENSDARG00000062058	ENSDARG00000073756	ENSGT00760000119053
ENSMUSG00000044337	ENSDARG00000062478	ENSDARG00000058179	ENSGT00760000119055
ENSMUSG00000036412	ENSDARG00000063359	ENSDARG00000077606	ENSGT00760000119062
ENSMUSG00000063870	ENSDARG00000063535	ENSDARG00000025789	ENSGT00760000119067
ENSMUSG00000052372	ENSDARG00000062045	ENSDARG00000078740	ENSGT00760000119071
ENSMUSG00000025810	ENSDARG00000071865	ENSDARG00000027290	ENSGT00760000119073
ENSMUSG00000060681	ENSDARG00000075382	ENSDARG00000009209	ENSGT00760000119074
ENSMUSG00000034570	ENSDARG00000078542	ENSDARG00000093359	ENSGT00760000119075
ENSMUSG00000006127	ENSDARG00000076338	ENSDARG00000078618	ENSGT00760000119075
ENSMUSG00000031207	ENSDARG00000028740	ENSDARG00000058128	ENSGT00760000119078
ENSMUSG00000041605	ENSDARG00000078155	ENSDARG00000070571	ENSGT00760000119078
ENSMUSG00000036867	ENSDARG00000031763	ENSDARG00000053209	ENSGT00760000119091
ENSMUSG00000021356	ENSDARG00000006560	ENSDARG00000055374	ENSGT00760000119093
ENSMUSG00000057554	ENSDARG00000037066	ENSDARG00000037613	ENSGT00760000119105
ENSMUSG00000029862	ENSDARG00000062084	ENSDARG00000012269	ENSGT00760000119109
ENSMUSG00000024236	ENSDARG00000014651	ENSDARG00000055075	ENSGT00760000119111
ENSMUSG00000041324	ENSDARG00000012671	ENSDARG00000024759	ENSGT00760000119112
ENSMUSG00000037003	ENSDARG00000076292	ENSDARG00000068397	ENSGT00760000119113
ENSMUSG00000013663	ENSDARG00000071018	ENSDARG00000056623	ENSGT00760000119113
ENSMUSG00000008932	ENSDARG00000034940	ENSDARG00000026248	ENSGT00760000119117
ENSMUSG00000005360	ENSDARG00000043148	ENSDARG00000026218	ENSGT00760000119117
ENSMUSG00000005089	ENSDARG00000009563	ENSDARG00000052138	ENSGT00760000119117
ENSMUSG00000027408	ENSDARG00000073716	ENSDARG00000074358	ENSGT00760000119124
ENSMUSG00000030523	ENSDARG00000011259	ENSDARG00000061399	ENSGT00760000119127
ENSMUSG00000059991	ENSDARG00000037794	ENSDARG00000045164	ENSGT00760000119128
ENSMUSG00000021822	ENSDARG00000039145	ENSDARG00000075265	ENSGT00760000119133
ENSMUSG00000028864	ENSDARG00000045544	ENSDARG00000063316	ENSGT00760000119133
ENSMUSG00000053113	ENSDARG00000026611	ENSDARG00000025428	ENSGT00760000119136
ENSMUSG00000016487	ENSDARG00000045749	ENSDARG00000020236	ENSGT00760000119138
ENSMUSG00000036528	ENSDARG00000061977	ENSDARG00000029168	ENSGT00760000119138
ENSMUSG00000021285	ENSDARG00000004377	ENSDARG00000009142	ENSGT00760000119141
ENSMUSG00000026510	ENSDARG00000009136	ENSDARG00000054858	ENSGT00760000119141
ENSMUSG00000029101	ENSDARG00000009610	ENSDARG00000036774	ENSGT00760000119142
ENSMUSG00000020599	ENSDARG00000037925	ENSDARG00000045156	ENSGT00760000119142
ENSMUSG00000036356	ENSDARG00000040535	ENSDARG00000089233	ENSGT00760000119143
ENSMUSG00000030411	ENSDARG00000017673	ENSDARG00000020178	ENSGT00760000119144
ENSMUSG00000001946	ENSDARG00000077039	ENSDARG00000076639	ENSGT00760000119145
ENSMUSG00000000544	ENSDARG00000040543	ENSDARG00000040898	ENSGT00760000119145
ENSMUSG00000049598	ENSDARG00000054050	ENSDARG00000013685	ENSGT00760000119145
ENSMUSG00000031170	ENSDARG00000014587	ENSDARG00000009901	ENSGT00760000119147
ENSMUSG00000041313	ENSDARG00000041874	ENSDARG00000016439	ENSGT00760000119151
ENSMUSG00000030592	ENSDARG00000023797	ENSDARG00000011422	ENSGT00760000119152
ENSMUSG00000020435	ENSDARG00000053487	ENSDARG00000022772	ENSGT00760000119155
ENSMUSG00000029822	ENSDARG00000040482	ENSDARG00000033251	ENSGT00760000119155
ENSMUSG00000044252	ENSDARG00000011281	ENSDARG00000053746	ENSGT00760000119155
ENSMUSG00000039050	ENSDARG00000053804	ENSDARG00000013830	ENSGT00760000119155
ENSMUSG00000054889	ENSDARG00000076673	ENSDARG00000022309	ENSGT00760000119163
ENSMUSG00000034282	ENSDARG00000019808	ENSDARG00000059002	ENSGT00760000119163
ENSMUSG00000000325	ENSDARG00000061688	ENSDARG00000074329	ENSGT00760000119167
ENSMUSG00000022240	ENSDARG00000062415	ENSDARG00000003779	ENSGT00760000119167
ENSMUSG00000054065	ENSDARG00000051861	ENSDARG00000079438	ENSGT00760000119167
ENSMUSG00000022408	ENSDARG00000038012	ENSDARG00000023624	ENSGT00760000119168
ENSMUSG00000046761	ENSDARG00000060830	ENSDARG00000068849	ENSGT00760000119168
ENSMUSG00000025572	ENSDARG00000069787	ENSDARG00000004875	ENSGT00760000119171
ENSMUSG00000049550	ENSDARG00000079483	ENSDARG00000078722	ENSGT00760000119173
ENSMUSG00000031616	ENSDARG00000062262	ENSDARG00000011876	ENSGT00760000119177
ENSMUSG00000026424	ENSDARG00000006079	ENSDARG00000056774	ENSGT00760000119177
ENSMUSG00000039904	ENSDARG00000074563	ENSDARG00000033296	ENSGT00760000119177
ENSMUSG00000031997	ENSDARG00000067730	ENSDARG00000056625	ENSGT00760000119180
ENSMUSG00000038807	ENSDARG00000061551	ENSDARG00000074222	ENSGT00760000119182
ENSMUSG00000024867	ENSDARG00000044295	ENSDARG00000006508	ENSGT00760000119184
ENSMUSG00000028126	ENSDARG00000002614	ENSDARG00000024642	ENSGT00760000119184
ENSMUSG00000034902	ENSDARG00000009442	ENSDARG00000076001	ENSGT00760000119184
ENSMUSG00000025417	ENSDARG00000031020	ENSDARG00000091637	ENSGT00760000119184
ENSMUSG00000020734	ENSDARG00000078149	ENSDARG00000077560	ENSGT00760000119186
ENSMUSG00000026959	ENSDARG00000027828	ENSDARG00000025728	ENSGT00760000119186
ENSMUSG00000035745	ENSDARG00000005364	ENSDARG00000074647	ENSGT00760000119186
ENSMUSG00000019464	ENSDARG00000078605	ENSDARG00000077061	ENSGT00760000119188
ENSMUSG00000039942	ENSDARG00000035415	ENSDARG00000059236	ENSGT00760000119188
ENSMUSG00000026349	ENSDARG00000036510	ENSDARG00000036685	ENSGT00760000119191
ENSMUSG00000021662	ENSDARG00000060415	ENSDARG00000091607	ENSGT00760000119193
ENSMUSG00000004568	ENSDARG00000042308	ENSDARG00000011157	ENSGT00760000119193
ENSMUSG00000059495	ENSDARG00000030532	ENSDARG00000067634	ENSGT00760000119193
ENSMUSG00000004530	ENSDARG00000035598	ENSDARG00000021193	ENSGT00760000119195
ENSMUSG00000030672	ENSDARG00000002589	ENSDARG00000053254	ENSGT00760000119196
ENSMUSG00000035027	ENSDARG00000068918	ENSDARG00000006609	ENSGT00760000119199
ENSMUSG00000029428	ENSDARG00000068217	ENSDARG00000004618	ENSGT00760000119200
ENSMUSG00000024614	ENSDARG00000088466	ENSDARG00000038894	ENSGT00760000119201
ENSMUSG00000055024	ENSDARG00000061108	ENSDARG00000076430	ENSGT00760000119206
ENSMUSG00000037996	ENSDARG00000063158	ENSDARG00000042988	ENSGT00760000119209
ENSMUSG00000017781	ENSDARG00000044091	ENSDARG00000039490	ENSGT00760000119216
ENSMUSG00000026853	ENSDARG00000016545	ENSDARG00000040248	ENSGT00760000119220
ENSMUSG00000015053	ENSDARG00000009094	ENSDARG00000059327	ENSGT00760000119221
ENSMUSG00000022132	ENSDARG00000058937	ENSDARG00000005377	ENSGT00760000119222
ENSMUSG00000025389	ENSDARG00000037285	ENSDARG00000013963	ENSGT00760000119223
ENSMUSG00000006307	ENSDARG00000062962	ENSDARG00000060697	ENSGT00760000119228
ENSMUSG00000075706	ENSDARG00000068478	ENSDARG00000076836	ENSGT00760000119230
ENSMUSG00000061576	ENSDARG00000076826	ENSDARG00000024744	ENSGT00760000119233
ENSMUSG00000025558	ENSDARG00000079069	ENSDARG00000016311	ENSGT00760000119234
ENSMUSG00000023439	ENSDARG00000002696	ENSDARG00000004358	ENSGT00760000119239
ENSMUSG00000032192	ENSDARG00000055377	ENSDARG00000092921	ENSGT00760000119239
ENSMUSG00000029168	ENSDARG00000059311	ENSDARG00000011141	ENSGT00760000119241
ENSMUSG00000032274	ENSDARG00000009852	ENSDARG00000041348	ENSGT00760000119243
ENSMUSG00000035517	ENSDARG00000077523	ENSDARG00000032808	ENSGT00760000119374
ENSMUSG00000021804	ENSDARG00000054890	ENSDARG00000044445	ENSGT00760000119394
ENSMUSG00000020516	ENSDARG00000058230	ENSDARG00000018399	ENSGT00770000120449
ENSMUSG00000052889	ENSDARG00000022254	ENSDARG00000008723	ENSGT00770000120449
ENSMUSG00000060012	ENSDARG00000079731	ENSDARG00000073859	ENSGT00770000120451
ENSMUSG00000024539	ENSDARG00000035986	ENSDARG00000016481	ENSGT00770000120452
ENSMUSG00000020668	ENSDARG00000079500	ENSDARG00000017162	ENSGT00770000120453
ENSMUSG00000074657	ENSDARG00000059818	ENSDARG00000005470	ENSGT00770000120453
ENSMUSG00000006740	ENSDARG00000074131	ENSDARG00000075251	ENSGT00770000120453
ENSMUSG00000033044	ENSDARG00000071877	ENSDARG00000039453	ENSGT00770000120481
ENSMUSG00000032012	ENSDARG00000052630	ENSDARG00000069767	ENSGT00770000120512
ENSMUSG00000006411	ENSDARG00000077419	ENSDARG00000075406	ENSGT00770000120512
ENSMUSG00000022656	ENSDARG00000057399	ENSDARG00000006604	ENSGT00770000120512
ENSMUSG00000064115	ENSDARG00000009930	ENSDARG00000062633	ENSGT00770000120518
ENSMUSG00000057672	ENSDARG00000060184	ENSDARG00000062748	ENSGT00770000120523
ENSMUSG00000038224	ENSDARG00000061383	ENSDARG00000076448	ENSGT00770000120524
ENSMUSG00000024795	ENSDARG00000071009	ENSDARG00000040110	ENSGT00770000120528
ENSMUSG00000038156	ENSDARG00000023694	ENSDARG00000010029	ENSGT00770000120554
ENSMUSG00000030986	ENSDARG00000079029	ENSDARG00000077461	ENSGT00770000120558
ENSMUSG00000020525	ENSDARG00000009273	ENSDARG00000021380	ENSGT00770000120571
ENSMUSG00000050730	ENSDARG00000010654	ENSDARG00000056619	ENSGT00780000121833
ENSMUSG00000049807	ENSDARG00000026840	ENSDARG00000052950	ENSGT00780000121833
ENSMUSG00000034255	ENSDARG00000061798	ENSDARG00000086142	ENSGT00780000121833
ENSMUSG00000001506	ENSDARG00000012405	ENSDARG00000035809	ENSGT00780000121837
ENSMUSG00000026042	ENSDARG00000024847	ENSDARG00000031678	ENSGT00780000121837
ENSMUSG00000022483	ENSDARG00000069093	ENSDARG00000011407	ENSGT00780000121837
ENSMUSG00000045672	ENSDARG00000034373	ENSDARG00000028236	ENSGT00780000121837
ENSMUSG00000027966	ENSDARG00000009014	ENSDARG00000026165	ENSGT00780000121837
ENSMUSG00000041673	ENSDARG00000078790	ENSDARG00000076236	ENSGT00780000121839
ENSMUSG00000040146	ENSDARG00000022185	ENSDARG00000071213	ENSGT00780000121844
ENSMUSG00000036893	ENSDARG00000026634	ENSDARG00000068157	ENSGT00780000121845
