Mouse_gene_Ensembl_id	Zebrafish_ortholog_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000021013	ENSDARG00000044689	ENSGT00530000063455
ENSMUSG00000048410	ENSDARG00000087536	ENSGT00530000063458
ENSMUSG00000002981	ENSDARG00000018973	ENSGT00530000063461
ENSMUSG00000066324	ENSDARG00000058114	ENSGT00530000063462
ENSMUSG00000026617	ENSDARG00000043684	ENSGT00530000063462
ENSMUSG00000021124	ENSDARG00000039270	ENSGT00530000063466
ENSMUSG00000037845	ENSDARG00000095750	ENSGT00530000063467
ENSMUSG00000000182	ENSDARG00000045854	ENSGT00530000063469
ENSMUSG00000026219	ENSDARG00000061397	ENSGT00530000063470
ENSMUSG00000028274	ENSDARG00000032261	ENSGT00530000063473
ENSMUSG00000030002	ENSDARG00000038156	ENSGT00530000063473
ENSMUSG00000029445	ENSDARG00000044935	ENSGT00530000063474
ENSMUSG00000036273	ENSDARG00000006169	ENSGT00530000063477
ENSMUSG00000036769	ENSDARG00000060249	ENSGT00530000063479
ENSMUSG00000019986	ENSDARG00000044056	ENSGT00530000063479
ENSMUSG00000010592	ENSDARG00000036214	ENSGT00530000063480
ENSMUSG00000053838	ENSDARG00000006005	ENSGT00530000063486
ENSMUSG00000030534	ENSDARG00000044813	ENSGT00530000063488
ENSMUSG00000026245	ENSDARG00000016864	ENSGT00530000063489
ENSMUSG00000036435	ENSDARG00000043019	ENSGT00530000063494
ENSMUSG00000037134	ENSDARG00000036755	ENSGT00530000063495
ENSMUSG00000060098	ENSDARG00000051902	ENSGT00530000063495
ENSMUSG00000040225	ENSDARG00000057583	ENSGT00530000063496
ENSMUSG00000017499	ENSDARG00000009942	ENSGT00530000063498
ENSMUSG00000028587	ENSDARG00000039217	ENSGT00530000063498
ENSMUSG00000041936	ENSDARG00000079388	ENSGT00530000063501
ENSMUSG00000042961	ENSDARG00000059416	ENSGT00530000063501
ENSMUSG00000035505	ENSDARG00000079680	ENSGT00530000063506
ENSMUSG00000029658	ENSDARG00000054572	ENSGT00530000063510
ENSMUSG00000027618	ENSDARG00000062237	ENSGT00530000063513
ENSMUSG00000042410	ENSDARG00000042821	ENSGT00530000063515
ENSMUSG00000027367	ENSDARG00000074858	ENSGT00530000063520
ENSMUSG00000020553	ENSDARG00000073985	ENSGT00530000063520
ENSMUSG00000014418	ENSDARG00000071062	ENSGT00530000063527
ENSMUSG00000025038	ENSDARG00000004204	ENSGT00530000063528
ENSMUSG00000041809	ENSDARG00000009743	ENSGT00530000063528
ENSMUSG00000050332	ENSDARG00000079624	ENSGT00530000063529
ENSMUSG00000034252	ENSDARG00000012493	ENSGT00530000063531
ENSMUSG00000046585	ENSDARG00000069435	ENSGT00530000063534
ENSMUSG00000064280	ENSDARG00000004794	ENSGT00530000063534
ENSMUSG00000025899	ENSDARG00000060256	ENSGT00530000063536
ENSMUSG00000020184	ENSDARG00000033443	ENSGT00530000063539
ENSMUSG00000054387	ENSDARG00000057513	ENSGT00530000063539
ENSMUSG00000035960	ENSDARG00000045843	ENSGT00530000063540
ENSMUSG00000048251	ENSDARG00000062510	ENSGT00530000063542
ENSMUSG00000011267	ENSDARG00000077897	ENSGT00530000063542
ENSMUSG00000020171	ENSDARG00000045874	ENSGT00530000063543
ENSMUSG00000062444	ENSDARG00000063432	ENSGT00530000063546
ENSMUSG00000044400	ENSDARG00000087152	ENSGT00530000063547
ENSMUSG00000057541	ENSDARG00000031774	ENSGT00530000063554
ENSMUSG00000033356	ENSDARG00000069780	ENSGT00530000063554
ENSMUSG00000027495	ENSDARG00000052638	ENSGT00530000063556
ENSMUSG00000024246	ENSDARG00000093070	ENSGT00530000063557
ENSMUSG00000071984	ENSDARG00000002847	ENSGT00530000063558
ENSMUSG00000033060	ENSDARG00000004930	ENSGT00530000063559
ENSMUSG00000041064	ENSDARG00000020289	ENSGT00530000063561
ENSMUSG00000032497	ENSDARG00000010400	ENSGT00530000063564
ENSMUSG00000042605	ENSDARG00000052897	ENSGT00530000063565
ENSMUSG00000034858	ENSDARG00000040452	ENSGT00530000063568
ENSMUSG00000036002	ENSDARG00000068650	ENSGT00530000063568
ENSMUSG00000014771	ENSDARG00000007892	ENSGT00530000063570
ENSMUSG00000029816	ENSDARG00000062688	ENSGT00530000063573
ENSMUSG00000038740	ENSDARG00000091619	ENSGT00530000063575
ENSMUSG00000079677	ENSDARG00000052190	ENSGT00530000063577
ENSMUSG00000032051	ENSDARG00000056410	ENSGT00530000063577
ENSMUSG00000032434	ENSDARG00000010853	ENSGT00530000063578
ENSMUSG00000096188	ENSDARG00000052020	ENSGT00530000063578
ENSMUSG00000056962	ENSDARG00000034358	ENSGT00530000063579
ENSMUSG00000070284	ENSDARG00000017658	ENSGT00530000063581
ENSMUSG00000041660	ENSDARG00000036135	ENSGT00530000063582
ENSMUSG00000079834	ENSDARG00000077547	ENSGT00530000063582
ENSMUSG00000038446	ENSDARG00000041226	ENSGT00530000063583
ENSMUSG00000023067	ENSDARG00000076554	ENSGT00530000063588
ENSMUSG00000019772	ENSDARG00000078247	ENSGT00530000063592
ENSMUSG00000040990	ENSDARG00000075853	ENSGT00530000063594
ENSMUSG00000027291	ENSDARG00000074471	ENSGT00530000063596
ENSMUSG00000048329	ENSDARG00000014761	ENSGT00530000063599
ENSMUSG00000024228	ENSDARG00000043016	ENSGT00530000063600
ENSMUSG00000039477	ENSDARG00000077052	ENSGT00530000063602
ENSMUSG00000040462	ENSDARG00000020301	ENSGT00530000063603
ENSMUSG00000025176	ENSDARG00000018944	ENSGT00530000063604
ENSMUSG00000022016	ENSDARG00000075435	ENSGT00530000063606
ENSMUSG00000026163	ENSDARG00000017429	ENSGT00530000063606
ENSMUSG00000025978	ENSDARG00000056078	ENSGT00530000063609
ENSMUSG00000025086	ENSDARG00000053805	ENSGT00530000063611
ENSMUSG00000039826	ENSDARG00000028379	ENSGT00530000063611
ENSMUSG00000004994	ENSDARG00000041533	ENSGT00530000063615
ENSMUSG00000020185	ENSDARG00000008986	ENSGT00530000063616
ENSMUSG00000046179	ENSDARG00000057323	ENSGT00530000063616
ENSMUSG00000044339	ENSDARG00000059856	ENSGT00530000063618
ENSMUSG00000027466	ENSDARG00000031954	ENSGT00530000063620
ENSMUSG00000051159	ENSDARG00000077769	ENSGT00530000063624
ENSMUSG00000036098	ENSDARG00000078676	ENSGT00530000063626
ENSMUSG00000031448	ENSDARG00000041589	ENSGT00530000063627
ENSMUSG00000037375	ENSDARG00000074428	ENSGT00530000063629
ENSMUSG00000028700	ENSDARG00000052025	ENSGT00530000063632
ENSMUSG00000056050	ENSDARG00000008184	ENSGT00530000063635
ENSMUSG00000021000	ENSDARG00000023516	ENSGT00530000063635
ENSMUSG00000035476	ENSDARG00000062063	ENSGT00530000063642
ENSMUSG00000015755	ENSDARG00000021509	ENSGT00530000063642
ENSMUSG00000042632	ENSDARG00000060921	ENSGT00530000063645
ENSMUSG00000053286	ENSDARG00000042057	ENSGT00530000063646
ENSMUSG00000001909	ENSDARG00000010978	ENSGT00530000063646
ENSMUSG00000029196	ENSDARG00000003769	ENSGT00530000063657
ENSMUSG00000018651	ENSDARG00000031562	ENSGT00530000063657
ENSMUSG00000048677	ENSDARG00000068381	ENSGT00530000063660
ENSMUSG00000032741	ENSDARG00000062362	ENSGT00530000063660
ENSMUSG00000038611	ENSDARG00000075252	ENSGT00530000063661
ENSMUSG00000022487	ENSDARG00000000887	ENSGT00530000063662
ENSMUSG00000022037	ENSDARG00000010434	ENSGT00530000063668
ENSMUSG00000015879	ENSDARG00000055099	ENSGT00530000063669
ENSMUSG00000064267	ENSDARG00000040338	ENSGT00530000063670
ENSMUSG00000032313	ENSDARG00000061532	ENSGT00530000063670
ENSMUSG00000020074	ENSDARG00000074759	ENSGT00530000063672
ENSMUSG00000022685	ENSDARG00000024702	ENSGT00530000063673
ENSMUSG00000044562	ENSDARG00000074829	ENSGT00530000063674
ENSMUSG00000060227	ENSDARG00000074490	ENSGT00530000063675
ENSMUSG00000021556	ENSDARG00000025858	ENSGT00530000063675
ENSMUSG00000039410	ENSDARG00000078324	ENSGT00530000063676
ENSMUSG00000027684	ENSDARG00000060808	ENSGT00530000063676
ENSMUSG00000022704	ENSDARG00000016093	ENSGT00530000063679
ENSMUSG00000057229	ENSDARG00000096597	ENSGT00530000063680
ENSMUSG00000054894	ENSDARG00000012072	ENSGT00530000063680
ENSMUSG00000034334	ENSDARG00000020024	ENSGT00530000063681
ENSMUSG00000034871	ENSDARG00000058218	ENSGT00530000063681
ENSMUSG00000035735	ENSDARG00000062956	ENSGT00530000063682
ENSMUSG00000062115	ENSDARG00000076679	ENSGT00530000063684
ENSMUSG00000026946	ENSDARG00000060456	ENSGT00530000063686
ENSMUSG00000010358	ENSDARG00000075643	ENSGT00530000063686
ENSMUSG00000031393	ENSDARG00000014218	ENSGT00530000063687
ENSMUSG00000026004	ENSDARG00000075284	ENSGT00530000063688
ENSMUSG00000071392	ENSDARG00000091471	ENSGT00530000063689
ENSMUSG00000037725	ENSDARG00000086112	ENSGT00530000063691
ENSMUSG00000048327	ENSDARG00000092098	ENSGT00530000063691
ENSMUSG00000048230	ENSDARG00000052717	ENSGT00530000063692
ENSMUSG00000019773	ENSDARG00000039020	ENSGT00530000063692
ENSMUSG00000048486	ENSDARG00000034568	ENSGT00530000063693
ENSMUSG00000024187	ENSDARG00000071449	ENSGT00530000063694
ENSMUSG00000019813	ENSDARG00000002826	ENSGT00530000063695
ENSMUSG00000031922	ENSDARG00000067668	ENSGT00530000063695
ENSMUSG00000070720	ENSDARG00000095629	ENSGT00530000063698
ENSMUSG00000022614	ENSDARG00000078094	ENSGT00530000063702
ENSMUSG00000019731	ENSDARG00000011945	ENSGT00530000063705
ENSMUSG00000042202	ENSDARG00000077748	ENSGT00530000063705
ENSMUSG00000025138	ENSDARG00000060645	ENSGT00530000063706
ENSMUSG00000029378	ENSDARG00000076853	ENSGT00530000063708
ENSMUSG00000034194	ENSDARG00000088146	ENSGT00530000063711
ENSMUSG00000025184	ENSDARG00000089243	ENSGT00530000063711
ENSMUSG00000047002	ENSDARG00000070546	ENSGT00530000063712
ENSMUSG00000037855	ENSDARG00000087985	ENSGT00530000063713
ENSMUSG00000053198	ENSDARG00000017246	ENSGT00530000063716
ENSMUSG00000025255	ENSDARG00000075542	ENSGT00530000063717
ENSMUSG00000034341	ENSDARG00000056605	ENSGT00530000063718
ENSMUSG00000000600	ENSDARG00000036115	ENSGT00530000063721
ENSMUSG00000005611	ENSDARG00000074602	ENSGT00530000063722
ENSMUSG00000030263	ENSDARG00000045574	ENSGT00530000063722
ENSMUSG00000067369	ENSDARG00000033967	ENSGT00530000063723
ENSMUSG00000029059	ENSDARG00000029795	ENSGT00530000063724
ENSMUSG00000021792	ENSDARG00000057378	ENSGT00530000063724
ENSMUSG00000039599	ENSDARG00000061215	ENSGT00530000063727
ENSMUSG00000074102	ENSDARG00000078966	ENSGT00530000063730
ENSMUSG00000040761	ENSDARG00000074332	ENSGT00530000063730
ENSMUSG00000026832	ENSDARG00000061717	ENSGT00530000063734
ENSMUSG00000000531	ENSDARG00000000588	ENSGT00530000063734
ENSMUSG00000033799	ENSDARG00000074168	ENSGT00530000063735
ENSMUSG00000060090	ENSDARG00000044339	ENSGT00530000063741
ENSMUSG00000024019	ENSDARG00000030830	ENSGT00530000063742
ENSMUSG00000046441	ENSDARG00000036345	ENSGT00530000063742
ENSMUSG00000020817	ENSDARG00000059600	ENSGT00530000063743
ENSMUSG00000036009	ENSDARG00000045754	ENSGT00530000063745
ENSMUSG00000026924	ENSDARG00000063300	ENSGT00530000063746
ENSMUSG00000043079	ENSDARG00000086156	ENSGT00530000063754
ENSMUSG00000001039	ENSDARG00000011727	ENSGT00530000063756
ENSMUSG00000063439	ENSDARG00000017385	ENSGT00530000063756
ENSMUSG00000022641	ENSDARG00000012699	ENSGT00530000063757
ENSMUSG00000038213	ENSDARG00000058351	ENSGT00530000063758
ENSMUSG00000031662	ENSDARG00000045554	ENSGT00530000063759
ENSMUSG00000050373	ENSDARG00000062770	ENSGT00530000063759
ENSMUSG00000050721	ENSDARG00000016774	ENSGT00530000063760
ENSMUSG00000026663	ENSDARG00000012656	ENSGT00530000063762
ENSMUSG00000032120	ENSDARG00000061066	ENSGT00530000063764
ENSMUSG00000045975	ENSDARG00000023821	ENSGT00530000063764
ENSMUSG00000062627	ENSDARG00000034693	ENSGT00530000063766
ENSMUSG00000089876	ENSDARG00000087162	ENSGT00530000063769
ENSMUSG00000037731	ENSDARG00000058964	ENSGT00530000063770
ENSMUSG00000015337	ENSDARG00000058865	ENSGT00530000063772
ENSMUSG00000033792	ENSDARG00000003699	ENSGT00530000063773
ENSMUSG00000006567	ENSDARG00000058145	ENSGT00530000063773
ENSMUSG00000032420	ENSDARG00000071017	ENSGT00530000063775
ENSMUSG00000079243	ENSDARG00000030722	ENSGT00530000063779
ENSMUSG00000025626	ENSDARG00000004046	ENSGT00530000063780
ENSMUSG00000001150	ENSDARG00000021402	ENSGT00530000063781
ENSMUSG00000031433	ENSDARG00000054096	ENSGT00530000063786
ENSMUSG00000048661	ENSDARG00000015824	ENSGT00530000063791
ENSMUSG00000030763	ENSDARG00000045140	ENSGT00530000063793
ENSMUSG00000095115	ENSDARG00000054688	ENSGT00530000063794
ENSMUSG00000025925	ENSDARG00000058710	ENSGT00530000063796
ENSMUSG00000032534	ENSDARG00000056862	ENSGT00530000063797
ENSMUSG00000032845	ENSDARG00000079637	ENSGT00530000063799
ENSMUSG00000032044	ENSDARG00000012674	ENSGT00530000063800
ENSMUSG00000035840	ENSDARG00000024693	ENSGT00530000063803
ENSMUSG00000043831	ENSDARG00000068702	ENSGT00530000063803
ENSMUSG00000022322	ENSDARG00000052167	ENSGT00530000063807
ENSMUSG00000004221	ENSDARG00000017037	ENSGT00530000063808
ENSMUSG00000026672	ENSDARG00000002663	ENSGT00530000063808
ENSMUSG00000033498	ENSDARG00000078845	ENSGT00530000063809
ENSMUSG00000050796	ENSDARG00000038414	ENSGT00530000063810
ENSMUSG00000039242	ENSDARG00000046133	ENSGT00530000063810
ENSMUSG00000041930	ENSDARG00000090797	ENSGT00530000063811
ENSMUSG00000045091	ENSDARG00000043279	ENSGT00530000063816
ENSMUSG00000049038	ENSDARG00000086405	ENSGT00530000063817
ENSMUSG00000029073	ENSDARG00000052537	ENSGT00530000063818
ENSMUSG00000034401	ENSDARG00000021115	ENSGT00530000063821
ENSMUSG00000064202	ENSDARG00000004874	ENSGT00530000063821
ENSMUSG00000022306	ENSDARG00000040123	ENSGT00530000063823
ENSMUSG00000049577	ENSDARG00000041572	ENSGT00530000063823
ENSMUSG00000073574	ENSDARG00000053692	ENSGT00530000063827
ENSMUSG00000028211	ENSDARG00000028017	ENSGT00530000063829
ENSMUSG00000045316	ENSDARG00000031657	ENSGT00530000063832
ENSMUSG00000042680	ENSDARG00000017242	ENSGT00530000063834
ENSMUSG00000038980	ENSDARG00000087032	ENSGT00530000063835
ENSMUSG00000041238	ENSDARG00000043480	ENSGT00530000063835
ENSMUSG00000031497	ENSDARG00000012945	ENSGT00530000063837
ENSMUSG00000026480	ENSDARG00000005821	ENSGT00530000063843
ENSMUSG00000036805	ENSDARG00000056047	ENSGT00530000063843
ENSMUSG00000038914	ENSDARG00000057940	ENSGT00530000063844
ENSMUSG00000048874	ENSDARG00000034768	ENSGT00530000063844
ENSMUSG00000041688	ENSDARG00000078335	ENSGT00530000063846
ENSMUSG00000030555	ENSDARG00000022160	ENSGT00530000063847
ENSMUSG00000039313	ENSDARG00000069291	ENSGT00530000063851
ENSMUSG00000050875	ENSDARG00000078922	ENSGT00530000063851
ENSMUSG00000025759	ENSDARG00000015179	ENSGT00530000063854
ENSMUSG00000030852	ENSDARG00000062790	ENSGT00530000063855
ENSMUSG00000037313	ENSDARG00000005454	ENSGT00530000063855
ENSMUSG00000020053	ENSDARG00000094132	ENSGT00530000063856
ENSMUSG00000038651	ENSDARG00000079190	ENSGT00530000063859
ENSMUSG00000035493	ENSDARG00000071586	ENSGT00530000063860
ENSMUSG00000029287	ENSDARG00000078670	ENSGT00530000063861
ENSMUSG00000049800	ENSDARG00000055530	ENSGT00530000063867
ENSMUSG00000047832	ENSDARG00000042319	ENSGT00530000063867
ENSMUSG00000040483	ENSDARG00000068939	ENSGT00530000063869
ENSMUSG00000031351	ENSDARG00000057726	ENSGT00530000063872
ENSMUSG00000048978	ENSDARG00000044719	ENSGT00530000063877
ENSMUSG00000044364	ENSDARG00000078868	ENSGT00530000063880
ENSMUSG00000028675	ENSDARG00000053291	ENSGT00530000063881
ENSMUSG00000040128	ENSDARG00000043904	ENSGT00530000063881
ENSMUSG00000021572	ENSDARG00000057934	ENSGT00530000063884
ENSMUSG00000048826	ENSDARG00000056986	ENSGT00530000063890
ENSMUSG00000044548	ENSDARG00000039675	ENSGT00530000063890
ENSMUSG00000021843	ENSDARG00000032802	ENSGT00530000063895
ENSMUSG00000049811	ENSDARG00000089742	ENSGT00530000063901
ENSMUSG00000021234	ENSDARG00000089467	ENSGT00530000063901
ENSMUSG00000064138	ENSDARG00000052697	ENSGT00530000063907
ENSMUSG00000002297	ENSDARG00000074796	ENSGT00530000063909
ENSMUSG00000053647	ENSDARG00000074661	ENSGT00530000063910
ENSMUSG00000044197	ENSDARG00000059610	ENSGT00530000063910
ENSMUSG00000064128	ENSDARG00000018121	ENSGT00530000063927
ENSMUSG00000066705	ENSDARG00000095094	ENSGT00530000063932
ENSMUSG00000070808	ENSDARG00000061159	ENSGT00530000063935
ENSMUSG00000048652	ENSDARG00000062977	ENSGT00530000063936
ENSMUSG00000039055	ENSDARG00000076913	ENSGT00530000063937
ENSMUSG00000073436	ENSDARG00000087471	ENSGT00530000063937
ENSMUSG00000031660	ENSDARG00000008380	ENSGT00530000063939
ENSMUSG00000057649	ENSDARG00000017143	ENSGT00530000063939
ENSMUSG00000060260	ENSDARG00000073817	ENSGT00530000063940
ENSMUSG00000044950	ENSDARG00000075526	ENSGT00530000063940
ENSMUSG00000022983	ENSDARG00000077093	ENSGT00530000063946
ENSMUSG00000041205	ENSDARG00000079777	ENSGT00530000063947
ENSMUSG00000047824	ENSDARG00000036772	ENSGT00530000063948
ENSMUSG00000036403	ENSDARG00000002991	ENSGT00530000063949
ENSMUSG00000045838	ENSDARG00000090013	ENSGT00530000063950
ENSMUSG00000047030	ENSDARG00000063250	ENSGT00530000063956
ENSMUSG00000033594	ENSDARG00000068814	ENSGT00530000063956
ENSMUSG00000058586	ENSDARG00000032340	ENSGT00530000063960
ENSMUSG00000040557	ENSDARG00000069507	ENSGT00530000063975
ENSMUSG00000032841	ENSDARG00000029431	ENSGT00530000063981
ENSMUSG00000030341	ENSDARG00000018569	ENSGT00530000064001
ENSMUSG00000038481	ENSDARG00000043858	ENSGT00530000064012
ENSMUSG00000029635	ENSDARG00000016496	ENSGT00530000064012
ENSMUSG00000036097	ENSDARG00000003328	ENSGT00530000064017
ENSMUSG00000061759	ENSDARG00000055676	ENSGT00530000064023
ENSMUSG00000093806	ENSDARG00000075320	ENSGT00530000064032
ENSMUSG00000048707	ENSDARG00000076063	ENSGT00530000064035
ENSMUSG00000002808	ENSDARG00000045420	ENSGT00530000064036
ENSMUSG00000046572	ENSDARG00000090832	ENSGT00530000064040
ENSMUSG00000068922	ENSDARG00000024381	ENSGT00530000064067
ENSMUSG00000005354	ENSDARG00000034777	ENSGT00530000064086
ENSMUSG00000056749	ENSDARG00000042977	ENSGT00530000064087
ENSMUSG00000026439	ENSDARG00000042147	ENSGT00530000064100
ENSMUSG00000059743	ENSDARG00000040890	ENSGT00530000064127
ENSMUSG00000034211	ENSDARG00000054164	ENSGT00530000064130
ENSMUSG00000036792	ENSDARG00000059581	ENSGT00530000064137
ENSMUSG00000025409	ENSDARG00000086980	ENSGT00530000064137
ENSMUSG00000004100	ENSDARG00000022232	ENSGT00530000064158
ENSMUSG00000025732	ENSDARG00000061256	ENSGT00530000064168
ENSMUSG00000061111	ENSDARG00000078383	ENSGT00530000064168
ENSMUSG00000054074	ENSDARG00000077318	ENSGT00530000064183
ENSMUSG00000020397	ENSDARG00000016318	ENSGT00530000064187
ENSMUSG00000055553	ENSDARG00000051934	ENSGT00530000064192
ENSMUSG00000015790	ENSDARG00000003592	ENSGT00530000064194
ENSMUSG00000049093	ENSDARG00000052158	ENSGT00530000064198
ENSMUSG00000037474	ENSDARG00000023002	ENSGT00530000064210
ENSMUSG00000037536	ENSDARG00000071259	ENSGT00530000064222
ENSMUSG00000050428	ENSDARG00000043718	ENSGT00530000064222
ENSMUSG00000039043	ENSDARG00000041085	ENSGT00530000064251
ENSMUSG00000019876	ENSDARG00000053110	ENSGT00530000064264
ENSMUSG00000028415	ENSDARG00000091609	ENSGT00530000064269
ENSMUSG00000023971	ENSDARG00000032516	ENSGT00530000064271
ENSMUSG00000043241	ENSDARG00000074658	ENSGT00530000064318
ENSMUSG00000026754	ENSDARG00000008979	ENSGT00530000064371
ENSMUSG00000024227	ENSDARG00000003317	ENSGT00530000064469
ENSMUSG00000078161	ENSDARG00000069262	ENSGT00530000064485
ENSMUSG00000094626	ENSDARG00000087319	ENSGT00530000064564
ENSMUSG00000072511	ENSDARG00000087842	ENSGT00530000064699
ENSMUSG00000049562	ENSDARG00000078805	ENSGT00530000064721
ENSMUSG00000026429	ENSDARG00000063285	ENSGT00540000070023
ENSMUSG00000040841	ENSDARG00000068406	ENSGT00540000070251
ENSMUSG00000019785	ENSDARG00000053122	ENSGT00550000074253
ENSMUSG00000073988	ENSDARG00000027584	ENSGT00550000074253
ENSMUSG00000017679	ENSDARG00000070644	ENSGT00550000074253
ENSMUSG00000047407	ENSDARG00000059337	ENSGT00550000074260
ENSMUSG00000041420	ENSDARG00000002795	ENSGT00550000074260
ENSMUSG00000035934	ENSDARG00000055349	ENSGT00550000074260
ENSMUSG00000004864	ENSDARG00000058470	ENSGT00550000074271
ENSMUSG00000020366	ENSDARG00000077364	ENSGT00550000074271
ENSMUSG00000039199	ENSDARG00000077546	ENSGT00550000074293
ENSMUSG00000069189	ENSDARG00000076202	ENSGT00550000074293
ENSMUSG00000036985	ENSDARG00000060515	ENSGT00550000074293
ENSMUSG00000037553	ENSDARG00000023210	ENSGT00550000074293
ENSMUSG00000063358	ENSDARG00000027552	ENSGT00550000074298
ENSMUSG00000001034	ENSDARG00000023110	ENSGT00550000074298
ENSMUSG00000024558	ENSDARG00000017681	ENSGT00550000074298
ENSMUSG00000042688	ENSDARG00000032103	ENSGT00550000074298
ENSMUSG00000063704	ENSDARG00000023262	ENSGT00550000074298
ENSMUSG00000036676	ENSDARG00000062846	ENSGT00550000074327
ENSMUSG00000030306	ENSDARG00000063149	ENSGT00550000074327
ENSMUSG00000041594	ENSDARG00000020447	ENSGT00550000074327
ENSMUSG00000015340	ENSDARG00000056615	ENSGT00550000074350
ENSMUSG00000074794	ENSDARG00000052690	ENSGT00550000074356
ENSMUSG00000026972	ENSDARG00000079839	ENSGT00550000074356
ENSMUSG00000021277	ENSDARG00000022000	ENSGT00550000074359
ENSMUSG00000026637	ENSDARG00000017240	ENSGT00550000074359
ENSMUSG00000017386	ENSDARG00000003963	ENSGT00550000074359
ENSMUSG00000027164	ENSDARG00000028058	ENSGT00550000074359
ENSMUSG00000026634	ENSDARG00000016743	ENSGT00550000074364
ENSMUSG00000043702	ENSDARG00000030964	ENSGT00550000074364
ENSMUSG00000034724	ENSDARG00000054597	ENSGT00550000074364
ENSMUSG00000066037	ENSDARG00000014569	ENSGT00550000074366
ENSMUSG00000044595	ENSDARG00000022813	ENSGT00550000074366
ENSMUSG00000033882	ENSDARG00000079452	ENSGT00550000074366
ENSMUSG00000070780	ENSDARG00000061985	ENSGT00550000074366
ENSMUSG00000058070	ENSDARG00000042840	ENSGT00550000074369
ENSMUSG00000051166	ENSDARG00000053517	ENSGT00550000074369
ENSMUSG00000033233	ENSDARG00000076781	ENSGT00550000074377
ENSMUSG00000051675	ENSDARG00000076553	ENSGT00550000074377
ENSMUSG00000079259	ENSDARG00000075593	ENSGT00550000074377
ENSMUSG00000002396	ENSDARG00000061800	ENSGT00550000074378
ENSMUSG00000001542	ENSDARG00000006251	ENSGT00550000074378
ENSMUSG00000070002	ENSDARG00000000568	ENSGT00550000074378
ENSMUSG00000029151	ENSDARG00000021305	ENSGT00550000074381
ENSMUSG00000022315	ENSDARG00000057629	ENSGT00550000074381
ENSMUSG00000005802	ENSDARG00000007180	ENSGT00550000074381
ENSMUSG00000029830	ENSDARG00000057983	ENSGT00550000074384
ENSMUSG00000039201	ENSDARG00000075333	ENSGT00550000074386
ENSMUSG00000038351	ENSDARG00000063307	ENSGT00550000074386
ENSMUSG00000039976	ENSDARG00000036994	ENSGT00550000074386
ENSMUSG00000038520	ENSDARG00000005927	ENSGT00550000074386
ENSMUSG00000018654	ENSDARG00000013539	ENSGT00550000074392
ENSMUSG00000025997	ENSDARG00000069111	ENSGT00550000074392
ENSMUSG00000028803	ENSDARG00000021147	ENSGT00550000074395
ENSMUSG00000047037	ENSDARG00000055917	ENSGT00550000074395
ENSMUSG00000030452	ENSDARG00000055912	ENSGT00550000074395
ENSMUSG00000020411	ENSDARG00000059365	ENSGT00550000074395
ENSMUSG00000030811	ENSDARG00000076929	ENSGT00550000074396
ENSMUSG00000015839	ENSDARG00000042824	ENSGT00550000074399
ENSMUSG00000058794	ENSDARG00000020606	ENSGT00550000074399
ENSMUSG00000029832	ENSDARG00000019810	ENSGT00550000074399
ENSMUSG00000038615	ENSDARG00000076533	ENSGT00550000074399
ENSMUSG00000023021	ENSDARG00000002365	ENSGT00550000074401
ENSMUSG00000027035	ENSDARG00000053583	ENSGT00550000074401
ENSMUSG00000057469	ENSDARG00000008119	ENSGT00550000074403
ENSMUSG00000027490	ENSDARG00000079349	ENSGT00550000074403
ENSMUSG00000018983	ENSDARG00000079233	ENSGT00550000074403
ENSMUSG00000061298	ENSDARG00000068050	ENSGT00550000074405
ENSMUSG00000029165	ENSDARG00000045900	ENSGT00550000074405
ENSMUSG00000021557	ENSDARG00000006021	ENSGT00550000074405
ENSMUSG00000040812	ENSDARG00000079983	ENSGT00550000074405
ENSMUSG00000032185	ENSDARG00000018698	ENSGT00550000074406
ENSMUSG00000020230	ENSDARG00000063212	ENSGT00550000074406
ENSMUSG00000049300	ENSDARG00000069706	ENSGT00550000074406
ENSMUSG00000025425	ENSDARG00000036584	ENSGT00550000074407
ENSMUSG00000025789	ENSDARG00000018788	ENSGT00550000074407
ENSMUSG00000056812	ENSDARG00000045301	ENSGT00550000074407
ENSMUSG00000041164	ENSDARG00000079812	ENSGT00550000074410
ENSMUSG00000025423	ENSDARG00000092979	ENSGT00550000074410
ENSMUSG00000038816	ENSDARG00000018162	ENSGT00550000074411
ENSMUSG00000031949	ENSDARG00000061348	ENSGT00550000074412
ENSMUSG00000027719	ENSDARG00000089181	ENSGT00550000074412
ENSMUSG00000033788	ENSDARG00000007370	ENSGT00550000074414
ENSMUSG00000037106	ENSDARG00000019316	ENSGT00550000074414
ENSMUSG00000013338	ENSDARG00000076952	ENSGT00550000074414
ENSMUSG00000037681	ENSDARG00000006422	ENSGT00550000074417
ENSMUSG00000059316	ENSDARG00000017047	ENSGT00550000074420
ENSMUSG00000024600	ENSDARG00000046053	ENSGT00550000074420
ENSMUSG00000054999	ENSDARG00000020952	ENSGT00550000074421
ENSMUSG00000014158	ENSDARG00000061941	ENSGT00550000074425
ENSMUSG00000039787	ENSDARG00000079049	ENSGT00550000074427
ENSMUSG00000019055	ENSDARG00000059746	ENSGT00550000074427
ENSMUSG00000032374	ENSDARG00000011821	ENSGT00550000074427
ENSMUSG00000059049	ENSDARG00000069473	ENSGT00550000074429
