ENSG00000163697	ENSDARG00000061880	ENSDARG00000026651	ENSGT00390000000002
ENSG00000102996	ENSDARG00000051962	ENSDARG00000013072	ENSGT00760000118870
ENSG00000131584	ENSDARG00000039386	ENSDARG00000075990	ENSGT00760000118874
ENSG00000151693	ENSDARG00000010181	ENSDARG00000019564	ENSGT00760000118874
ENSG00000140391	ENSDARG00000034753	ENSDARG00000053559	ENSGT00760000118875
ENSG00000163513	ENSDARG00000034541	ENSDARG00000059363	ENSGT00760000118876
ENSG00000121989	ENSDARG00000011188	ENSDARG00000079944	ENSGT00760000118876
ENSG00000114739	ENSDARG00000041516	ENSDARG00000044422	ENSGT00760000118876
ENSG00000145949	ENSDARG00000091260	ENSDARG00000055412	ENSGT00760000118877
ENSG00000147573	ENSDARG00000029596	ENSDARG00000058158	ENSGT00760000118878
ENSG00000163462	ENSDARG00000012367	ENSDARG00000058649	ENSGT00760000118878
ENSG00000170340	ENSDARG00000052376	ENSDARG00000091902	ENSGT00760000118879
ENSG00000176597	ENSDARG00000004396	ENSDARG00000018971	ENSGT00760000118879
ENSG00000166106	ENSDARG00000033544	ENSDARG00000029124	ENSGT00760000118880
ENSG00000087116	ENSDARG00000075930	ENSDARG00000091328	ENSGT00760000118880
ENSG00000101144	ENSDARG00000018260	ENSDARG00000063230	ENSGT00760000118883
ENSG00000156466	ENSDARG00000005510	ENSDARG00000053479	ENSGT00760000118883
ENSG00000163217	ENSDARG00000061769	ENSDARG00000045632	ENSGT00760000118883
ENSG00000179603	ENSDARG00000077654	ENSDARG00000076508	ENSGT00760000118884
ENSG00000100767	ENSDARG00000027867	ENSDARG00000042186	ENSGT00760000118885
ENSG00000140009	ENSDARG00000016454	ENSDARG00000034181	ENSGT00760000118887
ENSG00000151651	ENSDARG00000057644	ENSDARG00000001452	ENSGT00760000118888
ENSG00000105650	ENSDARG00000013221	ENSDARG00000002411	ENSGT00760000118889
ENSG00000101981	ENSDARG00000010097	ENSDARG00000029493	ENSGT00760000118890
ENSG00000164434	ENSDARG00000034650	ENSDARG00000007697	ENSGT00760000118898
ENSG00000166426	ENSDARG00000045926	ENSDARG00000035904	ENSGT00760000118898
ENSG00000162444	ENSDARG00000070486	ENSDARG00000091906	ENSGT00760000118898
ENSG00000132334	ENSDARG00000021151	ENSDARG00000015891	ENSGT00760000118900
ENSG00000105426	ENSDARG00000059738	ENSDARG00000038590	ENSGT00760000118900
ENSG00000142949	ENSDARG00000076810	ENSDARG00000005754	ENSGT00760000118900
ENSG00000157782	ENSDARG00000019990	ENSDARG00000033411	ENSGT00760000118901
ENSG00000167791	ENSDARG00000052016	ENSDARG00000052277	ENSGT00760000118901
ENSG00000141298	ENSDARG00000088440	ENSDARG00000077623	ENSGT00760000118902
ENSG00000127074	ENSDARG00000007265	ENSDARG00000017653	ENSGT00760000118903
ENSG00000143333	ENSDARG00000040177	ENSDARG00000017860	ENSGT00760000118903
ENSG00000277586	ENSDARG00000012426	ENSDARG00000057568	ENSGT00760000118905
ENSG00000115507	ENSDARG00000094992	ENSDARG00000030703	ENSGT00760000118908
ENSG00000183386	ENSDARG00000034643	ENSDARG00000059158	ENSGT00760000118910
ENSG00000164305	ENSDARG00000055045	ENSDARG00000017905	ENSGT00760000118912
ENSG00000066044	ENSDARG00000038695	ENSDARG00000016405	ENSGT00760000118913
ENSG00000100345	ENSDARG00000063295	ENSDARG00000001014	ENSGT00760000118919
ENSG00000182771	ENSDARG00000074583	ENSDARG00000044161	ENSGT00760000118920
ENSG00000125675	ENSDARG00000032737	ENSDARG00000037498	ENSGT00760000118920
ENSG00000152578	ENSDARG00000059368	ENSDARG00000037496	ENSGT00760000118920
ENSG00000120251	ENSDARG00000070173	ENSDARG00000052765	ENSGT00760000118920
ENSG00000105737	ENSDARG00000075764	ENSDARG00000078151	ENSGT00760000118920
ENSG00000171189	ENSDARG00000040627	ENSDARG00000069139	ENSGT00760000118920
ENSG00000157404	ENSDARG00000056133	ENSDARG00000043317	ENSGT00760000118923
ENSG00000184113	ENSDARG00000014059	ENSDARG00000043716	ENSGT00760000118928
ENSG00000147432	ENSDARG00000038508	ENSDARG00000052764	ENSGT00760000118930
ENSG00000198914	ENSDARG00000042032	ENSDARG00000095896	ENSGT00760000118935
ENSG00000187091	ENSDARG00000059123	ENSDARG00000034080	ENSGT00760000118936
ENSG00000161714	ENSDARG00000079572	ENSDARG00000052957	ENSGT00760000118936
ENSG00000148660	ENSDARG00000071395	ENSDARG00000056206	ENSGT00760000118944
ENSG00000008118	ENSDARG00000008788	ENSDARG00000044526	ENSGT00760000118944
ENSG00000169992	ENSDARG00000079251	ENSDARG00000077329	ENSGT00760000118946
ENSG00000132002	ENSDARG00000041394	ENSDARG00000015831	ENSGT00760000118947
ENSG00000101152	ENSDARG00000042948	ENSDARG00000004836	ENSGT00760000118947
ENSG00000029534	ENSDARG00000074777	ENSDARG00000059093	ENSGT00760000118950
ENSG00000151150	ENSDARG00000077582	ENSDARG00000061736	ENSGT00760000118950
ENSG00000145362	ENSDARG00000043313	ENSDARG00000009026	ENSGT00760000118950
ENSG00000139645	ENSDARG00000036826	ENSDARG00000063576	ENSGT00760000118950
ENSG00000081138	ENSDARG00000023542	ENSDARG00000017649	ENSGT00760000118954
ENSG00000198743	ENSDARG00000077812	ENSDARG00000010376	ENSGT00760000118955
ENSG00000138074	ENSDARG00000042859	ENSDARG00000014599	ENSGT00760000118955
ENSG00000091536	ENSDARG00000075292	ENSDARG00000078474	ENSGT00760000118956
ENSG00000174527	ENSDARG00000078603	ENSDARG00000061968	ENSGT00760000118956
ENSG00000197879	ENSDARG00000020924	ENSDARG00000061579	ENSGT00760000118956
ENSG00000070019	ENSDARG00000014320	ENSDARG00000056045	ENSGT00760000118959
ENSG00000149418	ENSDARG00000044655	ENSDARG00000061173	ENSGT00760000118962
ENSG00000165029	ENSDARG00000074635	ENSDARG00000079009	ENSGT00760000118965
ENSG00000078747	ENSDARG00000076149	ENSDARG00000074903	ENSGT00760000118966
ENSG00000185070	ENSDARG00000097299	ENSDARG00000079355	ENSGT00760000118969
ENSG00000122176	ENSDARG00000044895	ENSDARG00000010294	ENSGT00760000118969
ENSG00000182718	ENSDARG00000053625	ENSDARG00000003216	ENSGT00760000118972
ENSG00000122359	ENSDARG00000077383	ENSDARG00000002632	ENSGT00760000118972
ENSG00000143858	ENSDARG00000014169	ENSDARG00000025206	ENSGT00760000118973
ENSG00000133216	ENSDARG00000037373	ENSDARG00000021539	ENSGT00760000118975
ENSG00000182580	ENSDARG00000033589	ENSDARG00000031548	ENSGT00760000118975
ENSG00000196411	ENSDARG00000027112	ENSDARG00000040346	ENSGT00760000118975
ENSG00000142627	ENSDARG00000017354	ENSDARG00000022727	ENSGT00760000118975
ENSG00000162975	ENSDARG00000027285	ENSDARG00000027940	ENSGT00760000118981
ENSG00000168418	ENSDARG00000051892	ENSDARG00000062967	ENSGT00760000118981
ENSG00000085117	ENSDARG00000019098	ENSDARG00000026070	ENSGT00760000118983
ENSG00000157570	ENSDARG00000015015	ENSDARG00000056656	ENSGT00760000118983
ENSG00000011105	ENSDARG00000045706	ENSDARG00000025299	ENSGT00760000118983
ENSG00000010278	ENSDARG00000005842	ENSDARG00000016691	ENSGT00760000118983
ENSG00000110651	ENSDARG00000022437	ENSDARG00000036080	ENSGT00760000118983
ENSG00000172059	ENSDARG00000013794	ENSDARG00000030844	ENSGT00760000118984
ENSG00000172845	ENSDARG00000001549	ENSDARG00000007812	ENSGT00760000118984
ENSG00000198399	ENSDARG00000000161	ENSDARG00000054973	ENSGT00760000118985
ENSG00000184922	ENSDARG00000075519	ENSDARG00000055713	ENSGT00760000118986
ENSG00000176887	ENSDARG00000095743	ENSDARG00000077811	ENSGT00760000118988
ENSG00000102554	ENSDARG00000015506	ENSDARG00000062106	ENSGT00760000118998
ENSG00000111799	ENSDARG00000019601	ENSDARG00000078322	ENSGT00760000119000
ENSG00000115414	ENSDARG00000006526	ENSDARG00000019815	ENSGT00760000119000
ENSG00000164251	ENSDARG00000068856	ENSDARG00000077540	ENSGT00760000119001
ENSG00000164220	ENSDARG00000079472	ENSDARG00000090524	ENSGT00760000119001
ENSG00000116774	ENSDARG00000062171	ENSDARG00000061852	ENSGT00760000119005
ENSG00000118733	ENSDARG00000039174	ENSDARG00000071493	ENSGT00760000119005
ENSG00000130558	ENSDARG00000018270	ENSDARG00000014053	ENSGT00760000119005
ENSG00000162745	ENSDARG00000005716	ENSDARG00000021480	ENSGT00760000119005
ENSG00000168301	ENSDARG00000043095	ENSDARG00000023703	ENSGT00760000119013
ENSG00000176463	ENSDARG00000068296	ENSDARG00000018726	ENSGT00760000119014
ENSG00000185101	ENSDARG00000076320	ENSDARG00000079324	ENSGT00760000119015
ENSG00000171714	ENSDARG00000015731	ENSDARG00000036147	ENSGT00760000119015
ENSG00000148498	ENSDARG00000010583	ENSDARG00000091238	ENSGT00760000119017
ENSG00000116117	ENSDARG00000067785	ENSDARG00000034555	ENSGT00760000119017
ENSG00000106333	ENSDARG00000056913	ENSDARG00000052057	ENSGT00760000119018
ENSG00000171208	ENSDARG00000062343	ENSDARG00000063293	ENSGT00760000119018
ENSG00000172602	ENSDARG00000030547	ENSDARG00000004218	ENSGT00760000119020
ENSG00000144290	ENSDARG00000063133	ENSDARG00000060303	ENSGT00760000119021
ENSG00000080493	ENSDARG00000044808	ENSDARG00000013730	ENSGT00760000119021
ENSG00000004939	ENSDARG00000024560	ENSDARG00000012881	ENSGT00760000119021
ENSG00000164889	ENSDARG00000052330	ENSDARG00000028173	ENSGT00760000119021
ENSG00000117394	ENSDARG00000007412	ENSDARG00000001437	ENSGT00760000119022
ENSG00000130287	ENSDARG00000067820	ENSDARG00000005783	ENSGT00760000119025
ENSG00000157766	ENSDARG00000035891	ENSDARG00000045799	ENSGT00760000119025
ENSG00000091138	ENSDARG00000007371	ENSDARG00000003615	ENSGT00760000119026
ENSG00000038382	ENSDARG00000019426	ENSDARG00000000370	ENSGT00760000119030
ENSG00000101977	ENSDARG00000022895	ENSDARG00000056603	ENSGT00760000119030
ENSG00000126217	ENSDARG00000076480	ENSDARG00000075859	ENSGT00760000119030
ENSG00000163349	ENSDARG00000063594	ENSDARG00000077095	ENSGT00760000119032
ENSG00000100055	ENSDARG00000039932	ENSDARG00000038011	ENSGT00760000119036
ENSG00000130876	ENSDARG00000008100	ENSDARG00000051730	ENSGT00760000119037
ENSG00000092068	ENSDARG00000054343	ENSDARG00000075831	ENSGT00760000119037
ENSG00000099204	ENSDARG00000060149	ENSDARG00000045064	ENSGT00760000119039
ENSG00000144791	ENSDARG00000077964	ENSDARG00000090937	ENSGT00760000119039
ENSG00000128881	ENSDARG00000043026	ENSDARG00000005670	ENSGT00760000119040
ENSG00000162104	ENSDARG00000069419	ENSDARG00000091053	ENSGT00760000119042
ENSG00000138031	ENSDARG00000017437	ENSDARG00000077145	ENSGT00760000119042
ENSG00000164050	ENSDARG00000075821	ENSDARG00000017211	ENSGT00760000119048
ENSG00000065357	ENSDARG00000060626	ENSDARG00000002898	ENSGT00760000119050
ENSG00000206561	ENSDARG00000074216	ENSDARG00000019692	ENSGT00760000119051
ENSG00000065618	ENSDARG00000079011	ENSDARG00000069415	ENSGT00760000119051
ENSG00000186897	ENSDARG00000011549	ENSDARG00000055317	ENSGT00760000119052
ENSG00000131094	ENSDARG00000031013	ENSDARG00000028521	ENSGT00760000119052
ENSG00000113504	ENSDARG00000073756	ENSDARG00000062058	ENSGT00760000119053
ENSG00000124140	ENSDARG00000075815	ENSDARG00000078187	ENSGT00760000119053
ENSG00000144476	ENSDARG00000058179	ENSDARG00000062478	ENSGT00760000119055
ENSG00000183876	ENSDARG00000077606	ENSDARG00000063359	ENSGT00760000119062
ENSG00000111642	ENSDARG00000025789	ENSDARG00000063535	ENSGT00760000119067
ENSG00000169306	ENSDARG00000062045	ENSDARG00000078740	ENSGT00760000119071
ENSG00000099250	ENSDARG00000027290	ENSDARG00000071865	ENSGT00760000119073
ENSG00000198689	ENSDARG00000009209	ENSDARG00000075382	ENSGT00760000119074
ENSG00000132376	ENSDARG00000078618	ENSDARG00000076338	ENSGT00760000119075
ENSG00000185133	ENSDARG00000078542	ENSDARG00000093359	ENSGT00760000119075
ENSG00000147065	ENSDARG00000058128	ENSDARG00000028740	ENSGT00760000119078
ENSG00000163362	ENSDARG00000078155	ENSDARG00000070571	ENSGT00760000119078
ENSG00000137834	ENSDARG00000031763	ENSDARG00000053209	ENSGT00760000119091
ENSG00000137265	ENSDARG00000006560	ENSDARG00000055374	ENSGT00760000119093
ENSG00000116977	ENSDARG00000037066	ENSDARG00000037613	ENSGT00760000119105
ENSG00000188037	ENSDARG00000062084	ENSDARG00000012269	ENSGT00760000119109
ENSG00000197321	ENSDARG00000014651	ENSDARG00000055075	ENSGT00760000119111
ENSG00000122641	ENSDARG00000012671	ENSDARG00000024759	ENSGT00760000119112
ENSG00000171862	ENSDARG00000056623	ENSDARG00000071018	ENSGT00760000119113
ENSG00000111077	ENSDARG00000068397	ENSDARG00000076292	ENSGT00760000119113
ENSG00000079215	ENSDARG00000026218	ENSDARG00000043148	ENSGT00760000119117
ENSG00000162383	ENSDARG00000026248	ENSDARG00000034940	ENSGT00760000119117
ENSG00000110436	ENSDARG00000052138	ENSDARG00000009563	ENSGT00760000119117
ENSG00000088882	ENSDARG00000074358	ENSDARG00000073716	ENSGT00760000119124
ENSG00000134160	ENSDARG00000061399	ENSDARG00000011259	ENSGT00760000119127
ENSG00000106236	ENSDARG00000045164	ENSDARG00000037794	ENSGT00760000119128
ENSG00000122861	ENSDARG00000075265	ENSDARG00000039145	ENSGT00760000119133
ENSG00000019991	ENSDARG00000045544	ENSDARG00000063316	ENSGT00760000119133
ENSG00000184557	ENSDARG00000026611	ENSDARG00000025428	ENSGT00760000119136
ENSG00000110841	ENSDARG00000020236	ENSDARG00000045749	ENSGT00760000119138
ENSG00000166387	ENSDARG00000029168	ENSDARG00000061977	ENSGT00760000119138
ENSG00000143514	ENSDARG00000054858	ENSDARG00000009136	ENSGT00760000119141
ENSG00000088808	ENSDARG00000009142	ENSDARG00000004377	ENSGT00760000119141
ENSG00000108370	ENSDARG00000037925	ENSDARG00000045156	ENSGT00760000119142
ENSG00000159788	ENSDARG00000009610	ENSDARG00000036774	ENSGT00760000119142
ENSG00000147408	ENSDARG00000040535	ENSDARG00000089233	ENSGT00760000119143
ENSG00000165119	ENSDARG00000018914	ENSDARG00000007034	ENSGT00760000119144
ENSG00000104967	ENSDARG00000020178	ENSDARG00000017673	ENSGT00760000119144
ENSG00000149564	ENSDARG00000077039	ENSDARG00000076639	ENSGT00760000119145
ENSG00000143167	ENSDARG00000040898	ENSDARG00000040543	ENSGT00760000119145
ENSG00000017483	ENSDARG00000014587	ENSDARG00000009901	ENSGT00760000119147
ENSG00000139514	ENSDARG00000016439	ENSDARG00000041874	ENSGT00760000119151
ENSG00000196218	ENSDARG00000011422	ENSDARG00000023797	ENSGT00760000119152
ENSG00000184792	ENSDARG00000022772	ENSDARG00000053487	ENSGT00760000119155
ENSG00000130703	ENSDARG00000013830	ENSDARG00000053804	ENSGT00760000119155
ENSG00000141447	ENSDARG00000011281	ENSDARG00000053746	ENSGT00760000119155
ENSG00000070882	ENSDARG00000033251	ENSDARG00000040482	ENSGT00760000119155
ENSG00000167880	ENSDARG00000019808	ENSDARG00000059002	ENSGT00760000119163
ENSG00000096696	ENSDARG00000076673	ENSDARG00000022309	ENSGT00760000119163
ENSG00000184363	ENSDARG00000051861	ENSDARG00000079438	ENSGT00760000119167
ENSG00000099889	ENSDARG00000074329	ENSDARG00000061688	ENSGT00760000119167
ENSG00000169862	ENSDARG00000062415	ENSDARG00000003779	ENSGT00760000119167
ENSG00000180921	ENSDARG00000060830	ENSDARG00000068849	ENSGT00760000119168
ENSG00000133477	ENSDARG00000038012	ENSDARG00000023624	ENSGT00760000119168
ENSG00000141524	ENSDARG00000004875	ENSDARG00000069787	ENSGT00760000119171
ENSG00000130779	ENSDARG00000078722	ENSDARG00000079483	ENSGT00760000119173
ENSG00000151617	ENSDARG00000011876	ENSDARG00000062262	ENSGT00760000119177
ENSG00000170775	ENSDARG00000074563	ENSDARG00000033296	ENSGT00760000119177
ENSG00000170075	ENSDARG00000056774	ENSDARG00000006079	ENSGT00760000119177
ENSG00000137672	ENSDARG00000056625	ENSDARG00000067730	ENSGT00760000119180
ENSG00000132359	ENSDARG00000074222	ENSDARG00000061551	ENSGT00760000119182
ENSG00000166908	ENSDARG00000091637	ENSDARG00000031020	ENSGT00760000119184
ENSG00000143398	ENSDARG00000002614	ENSDARG00000024642	ENSGT00760000119184
ENSG00000186111	ENSDARG00000076001	ENSDARG00000009442	ENSGT00760000119184
ENSG00000107242	ENSDARG00000044295	ENSDARG00000006508	ENSGT00760000119184
ENSG00000116032	ENSDARG00000005364	ENSDARG00000074647	ENSGT00760000119186
ENSG00000176884	ENSDARG00000025728	ENSDARG00000027828	ENSGT00760000119186
ENSG00000161509	ENSDARG00000077560	ENSDARG00000078149	ENSGT00760000119186
ENSG00000160951	ENSDARG00000078605	ENSDARG00000077061	ENSGT00760000119188
ENSG00000171522	ENSDARG00000059236	ENSDARG00000035415	ENSGT00760000119188
ENSG00000082258	ENSDARG00000036685	ENSDARG00000036510	ENSGT00760000119191
ENSG00000196914	ENSDARG00000030532	ENSDARG00000067634	ENSGT00760000119193
ENSG00000214944	ENSDARG00000091607	ENSDARG00000060415	ENSGT00760000119193
ENSG00000110880	ENSDARG00000021193	ENSDARG00000035598	ENSGT00760000119195
ENSG00000180209	ENSDARG00000002589	ENSDARG00000053254	ENSGT00760000119196
ENSG00000126934	ENSDARG00000068918	ENSDARG00000006609	ENSGT00760000119199
ENSG00000111450	ENSDARG00000068217	ENSDARG00000004618	ENSGT00760000119200
ENSG00000166479	ENSDARG00000038894	ENSDARG00000088466	ENSGT00760000119201
ENSG00000128683	ENSDARG00000093411	ENSDARG00000027419	ENSGT00760000119205
ENSG00000100393	ENSDARG00000076430	ENSDARG00000061108	ENSGT00760000119206
ENSG00000155886	ENSDARG00000042988	ENSDARG00000063158	ENSGT00760000119209
ENSG00000174238	ENSDARG00000039490	ENSDARG00000044091	ENSGT00760000119216
ENSG00000095321	ENSDARG00000040248	ENSDARG00000016545	ENSGT00760000119220
ENSG00000179348	ENSDARG00000059327	ENSDARG00000009094	ENSGT00760000119221
ENSG00000134873	ENSDARG00000058937	ENSDARG00000005377	ENSGT00760000119222
ENSG00000135517	ENSDARG00000013963	ENSDARG00000037285	ENSGT00760000119223
ENSG00000272333	ENSDARG00000060697	ENSDARG00000062962	ENSGT00760000119228
ENSG00000167468	ENSDARG00000076836	ENSDARG00000068478	ENSGT00760000119230
ENSG00000130226	ENSDARG00000024744	ENSDARG00000076826	ENSGT00760000119233
ENSG00000088387	ENSDARG00000016311	ENSDARG00000079069	ENSGT00760000119234
ENSG00000069966	ENSDARG00000055377	ENSDARG00000092921	ENSGT00760000119239
ENSG00000111664	ENSDARG00000004358	ENSDARG00000002696	ENSGT00760000119239
ENSG00000157851	ENSDARG00000011141	ENSDARG00000059311	ENSGT00760000119241
ENSG00000137869	ENSDARG00000041348	ENSDARG00000009852	ENSGT00760000119243
ENSG00000196116	ENSDARG00000077523	ENSDARG00000032808	ENSGT00760000119374
ENSG00000148604	ENSDARG00000044445	ENSDARG00000054890	ENSGT00760000119394
ENSG00000166501	ENSDARG00000022254	ENSDARG00000008723	ENSGT00770000120449
ENSG00000108443	ENSDARG00000018399	ENSDARG00000058230	ENSGT00770000120449
ENSG00000197892	ENSDARG00000073859	ENSDARG00000079731	ENSGT00770000120451
ENSG00000175354	ENSDARG00000035986	ENSDARG00000016481	ENSGT00770000120452
ENSG00000084731	ENSDARG00000079500	ENSDARG00000017162	ENSGT00770000120453
ENSG00000170759	ENSDARG00000075251	ENSDARG00000074131	ENSGT00770000120453
ENSG00000155980	ENSDARG00000059818	ENSDARG00000005470	ENSGT00770000120453
ENSG00000184544	ENSDARG00000039453	ENSDARG00000071877	ENSGT00770000120481
ENSG00000177707	ENSDARG00000057399	ENSDARG00000006604	ENSGT00770000120512
ENSG00000143217	ENSDARG00000075406	ENSDARG00000077419	ENSGT00770000120512
ENSG00000110400	ENSDARG00000052630	ENSDARG00000069767	ENSGT00770000120512
ENSG00000175161	ENSDARG00000062633	ENSDARG00000009930	ENSGT00770000120518
ENSG00000123143	ENSDARG00000060184	ENSDARG00000062748	ENSGT00770000120523
ENSG00000167711	ENSDARG00000061383	ENSDARG00000076448	ENSGT00770000120524
ENSG00000138182	ENSDARG00000040110	ENSDARG00000071009	ENSGT00770000120528
ENSG00000262655	ENSDARG00000023694	ENSDARG00000010029	ENSGT00770000120554
ENSG00000089876	ENSDARG00000077461	ENSDARG00000079029	ENSGT00770000120558
ENSG00000170836	ENSDARG00000021380	ENSDARG00000009273	ENSGT00770000120571
ENSG00000165895	ENSDARG00000010654	ENSDARG00000056619	ENSGT00780000121833
ENSG00000275832	ENSDARG00000026840	ENSDARG00000052950	ENSGT00780000121833
ENSG00000159314	ENSDARG00000086142	ENSDARG00000061798	ENSGT00780000121833
ENSG00000139219	ENSDARG00000011407	ENSDARG00000069093	ENSGT00780000121837
ENSG00000204262	ENSDARG00000024847	ENSDARG00000031678	ENSGT00780000121837
ENSG00000108821	ENSDARG00000012405	ENSDARG00000035809	ENSGT00780000121837
ENSG00000196739	ENSDARG00000034373	ENSDARG00000028236	ENSGT00780000121837
ENSG00000060718	ENSDARG00000009014	ENSDARG00000026165	ENSGT00780000121837
ENSG00000136802	ENSDARG00000032188	ENSDARG00000052155	ENSGT00780000121839
ENSG00000165383	ENSDARG00000078790	ENSDARG00000076236	ENSGT00780000121839
ENSG00000205517	ENSDARG00000071213	ENSDARG00000022185	ENSGT00780000121844
ENSG00000181090	ENSDARG00000026634	ENSDARG00000068157	ENSGT00780000121845
ENSG00000206422	ENSDARG00000089523	ENSDARG00000029710	ENSGT00780000121846
ENSG00000136237	ENSDARG00000075271	ENSDARG00000074307	ENSGT00780000121847
ENSG00000166450	ENSDARG00000059269	ENSDARG00000040442	ENSGT00780000121850
ENSG00000089169	ENSDARG00000076712	ENSDARG00000063436	ENSGT00780000121872
ENSG00000181072	ENSDARG00000029994	ENSDARG00000055577	ENSGT00780000121874
ENSG00000184984	ENSDARG00000069598	ENSDARG00000004026	ENSGT00780000121874
ENSG00000001629	ENSDARG00000060768	ENSDARG00000076829	ENSGT00780000121875
ENSG00000133083	ENSDARG00000018856	ENSDARG00000074976	ENSGT00780000121878
ENSG00000170324	ENSDARG00000075459	ENSDARG00000074119	ENSGT00780000121879
ENSG00000149294	ENSDARG00000007220	ENSDARG00000056181	ENSGT00780000121882
ENSG00000028528	ENSDARG00000079116	ENSDARG00000071031	ENSGT00780000121895
ENSG00000136931	ENSDARG00000017704	ENSDARG00000023362	ENSGT00780000121906
ENSG00000054356	ENSDARG00000077047	ENSDARG00000058646	ENSGT00780000121961
ENSG00000007923	ENSDARG00000088495	ENSDARG00000011196	ENSGT00780000122011
ENSG00000167395	ENSDARG00000075545	ENSDARG00000061424	ENSGT00780000122031
ENSG00000189184	ENSDARG00000089805	ENSDARG00000052494	ENSGT00790000122939
ENSG00000162494	ENSDARG00000075147	ENSDARG00000087745	ENSGT00790000122942
ENSG00000148602	ENSDARG00000019179	ENSDARG00000052896	ENSGT00790000122942
ENSG00000175946	ENSDARG00000040278	ENSDARG00000031383	ENSGT00790000122944
ENSG00000160469	ENSDARG00000077124	ENSDARG00000077545	ENSGT00790000122947
ENSG00000156313	ENSDARG00000057074	ENSDARG00000056617	ENSGT00790000122949
ENSG00000066933	ENSDARG00000076729	ENSDARG00000073843	ENSGT00790000122950
ENSG00000169994	ENSDARG00000077201	ENSDARG00000044441	ENSGT00790000122950
ENSG00000137474	ENSDARG00000061937	ENSDARG00000044632	ENSGT00790000122950
ENSG00000174343	ENSDARG00000011029	ENSDARG00000054680	ENSGT00790000122957
ENSG00000163812	ENSDARG00000058830	ENSDARG00000010981	ENSGT00790000122959
ENSG00000180776	ENSDARG00000055066	ENSDARG00000058178	ENSGT00790000122959
ENSG00000177169	ENSDARG00000074481	ENSDARG00000062518	ENSGT00790000122961
ENSG00000121871	ENSDARG00000078123	ENSDARG00000074739	ENSGT00790000122963
ENSG00000166897	ENSDARG00000077609	ENSDARG00000077893	ENSGT00790000122963
ENSG00000153012	ENSDARG00000069701	ENSDARG00000089957	ENSGT00790000122970
ENSG00000108231	ENSDARG00000058421	ENSDARG00000020493	ENSGT00790000122970
ENSG00000157119	ENSDARG00000019125	ENSDARG00000039052	ENSGT00790000122972
ENSG00000239474	ENSDARG00000006757	ENSDARG00000068888	ENSGT00790000122972
ENSG00000186716	ENSDARG00000042329	ENSDARG00000079286	ENSGT00790000122974
ENSG00000134108	ENSDARG00000006915	ENSDARG00000070318	ENSGT00790000122980
ENSG00000135299	ENSDARG00000029370	ENSDARG00000057790	ENSGT00790000122981
ENSG00000006062	ENSDARG00000056582	ENSDARG00000074060	ENSGT00790000122987
ENSG00000185924	ENSDARG00000055578	ENSDARG00000007856	ENSGT00790000122991
ENSG00000172939	ENSDARG00000027500	ENSDARG00000034189	ENSGT00790000122998
ENSG00000204060	ENSDARG00000076660	ENSDARG00000024619	ENSGT00790000123003
ENSG00000118689	ENSDARG00000042904	ENSDARG00000023058	ENSGT00790000123003
ENSG00000188994	ENSDARG00000016763	ENSDARG00000043973	ENSGT00790000123015
ENSG00000131051	ENSDARG00000041853	ENSDARG00000011613	ENSGT00790000123018
ENSG00000122034	ENSDARG00000071583	ENSDARG00000030267	ENSGT00790000123023
ENSG00000166145	ENSDARG00000023673	ENSDARG00000012467	ENSGT00790000123028
ENSG00000102606	ENSDARG00000073848	ENSDARG00000006299	ENSGT00790000123033
ENSG00000148600	ENSDARG00000004643	ENSDARG00000044447	ENSGT00790000123039
ENSG00000166188	ENSDARG00000073856	ENSDARG00000062401	ENSGT00790000123073
ENSG00000164022	ENSDARG00000060036	ENSDARG00000036894	ENSGT00790000123080
