Mouse_gene_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000059434	ENSGT00390000005345
ENSMUSG00000074064	ENSGT00390000005410
ENSMUSG00000018372	ENSGT00390000005412
ENSMUSG00000006395	ENSGT00390000005462
ENSMUSG00000029466	ENSGT00390000005482
ENSMUSG00000026698	ENSGT00390000005496
ENSMUSG00000035757	ENSGT00390000005508
ENSMUSG00000021179	ENSGT00390000005524
ENSMUSG00000002031	ENSGT00390000005544
ENSMUSG00000026112	ENSGT00390000005548
ENSMUSG00000038323	ENSGT00390000005550
ENSMUSG00000020561	ENSGT00390000005553
ENSMUSG00000026601	ENSGT00390000005554
ENSMUSG00000001472	ENSGT00390000005563
ENSMUSG00000064357	ENSGT00390000005568
ENSMUSG00000051256	ENSGT00390000005596
ENSMUSG00000028300	ENSGT00390000005644
ENSMUSG00000047789	ENSGT00390000005646
ENSMUSG00000014747	ENSGT00390000005650
ENSMUSG00000030041	ENSGT00390000005656
ENSMUSG00000025857	ENSGT00390000005666
ENSMUSG00000039810	ENSGT00390000005669
ENSMUSG00000024132	ENSGT00390000005678
ENSMUSG00000028483	ENSGT00390000005708
ENSMUSG00000020783	ENSGT00390000005712
ENSMUSG00000043333	ENSGT00390000005726
ENSMUSG00000032397	ENSGT00390000005764
ENSMUSG00000039318	ENSGT00390000005794
ENSMUSG00000018585	ENSGT00390000005805
ENSMUSG00000022354	ENSGT00390000005809
ENSMUSG00000059363	ENSGT00390000005811
ENSMUSG00000028907	ENSGT00390000005813
ENSMUSG00000020022	ENSGT00390000005848
ENSMUSG00000040325	ENSGT00390000005874
ENSMUSG00000025169	ENSGT00390000005895
ENSMUSG00000026199	ENSGT00390000005911
ENSMUSG00000029569	ENSGT00390000005941
ENSMUSG00000032252	ENSGT00390000006043
ENSMUSG00000037085	ENSGT00390000006078
ENSMUSG00000039130	ENSGT00390000006086
ENSMUSG00000032459	ENSGT00390000006095
ENSMUSG00000004561	ENSGT00390000006103
ENSMUSG00000039048	ENSGT00390000006114
ENSMUSG00000028468	ENSGT00390000006136
ENSMUSG00000030888	ENSGT00390000006189
ENSMUSG00000015804	ENSGT00390000006192
ENSMUSG00000027194	ENSGT00390000006196
ENSMUSG00000018199	ENSGT00390000006200
ENSMUSG00000049154	ENSGT00390000006224
ENSMUSG00000006288	ENSGT00390000006227
ENSMUSG00000029199	ENSGT00390000006234
ENSMUSG00000021714	ENSGT00390000006243
ENSMUSG00000003526	ENSGT00390000006265
ENSMUSG00000036892	ENSGT00390000006265
ENSMUSG00000079484	ENSGT00390000006287
ENSMUSG00000062031	ENSGT00390000006297
ENSMUSG00000032965	ENSGT00390000006307
ENSMUSG00000022253	ENSGT00390000006320
ENSMUSG00000039754	ENSGT00390000006344
ENSMUSG00000056228	ENSGT00390000006347
ENSMUSG00000040048	ENSGT00390000006348
ENSMUSG00000003135	ENSGT00390000006356
ENSMUSG00000027306	ENSGT00390000006370
ENSMUSG00000057388	ENSGT00390000006394
ENSMUSG00000018449	ENSGT00390000006416
ENSMUSG00000040482	ENSGT00390000006425
ENSMUSG00000049287	ENSGT00390000006465
ENSMUSG00000024528	ENSGT00390000006478
ENSMUSG00000073096	ENSGT00390000006479
ENSMUSG00000009670	ENSGT00390000006492
ENSMUSG00000023967	ENSGT00390000006493
ENSMUSG00000021785	ENSGT00390000006540
ENSMUSG00000038102	ENSGT00390000006550
ENSMUSG00000022748	ENSGT00390000006574
ENSMUSG00000021033	ENSGT00390000006580
ENSMUSG00000063458	ENSGT00390000006581
ENSMUSG00000058997	ENSGT00390000006601
ENSMUSG00000040843	ENSGT00390000006659
ENSMUSG00000001786	ENSGT00390000006670
ENSMUSG00000028271	ENSGT00390000006671
ENSMUSG00000046836	ENSGT00390000006681
ENSMUSG00000024170	ENSGT00390000006698
ENSMUSG00000036104	ENSGT00390000006705
ENSMUSG00000055760	ENSGT00390000006712
ENSMUSG00000023010	ENSGT00390000006722
ENSMUSG00000035311	ENSGT00390000006747
ENSMUSG00000018378	ENSGT00390000006762
ENSMUSG00000020471	ENSGT00390000006780
ENSMUSG00000008167	ENSGT00390000006806
ENSMUSG00000034552	ENSGT00390000006826
ENSMUSG00000002769	ENSGT00390000006845
ENSMUSG00000033031	ENSGT00390000006861
ENSMUSG00000000399	ENSGT00390000006865
ENSMUSG00000024505	ENSGT00390000006867
ENSMUSG00000032235	ENSGT00390000006883
ENSMUSG00000078676	ENSGT00390000006930
ENSMUSG00000046605	ENSGT00390000006933
ENSMUSG00000032098	ENSGT00390000006949
ENSMUSG00000024603	ENSGT00390000006954
ENSMUSG00000026730	ENSGT00390000006960
ENSMUSG00000027131	ENSGT00390000006970
ENSMUSG00000036160	ENSGT00390000006980
ENSMUSG00000045690	ENSGT00390000006996
ENSMUSG00000028393	ENSGT00390000006998
ENSMUSG00000035069	ENSGT00390000007027
ENSMUSG00000027018	ENSGT00390000007069
ENSMUSG00000063808	ENSGT00390000007074
ENSMUSG00000024312	ENSGT00390000007075
ENSMUSG00000026669	ENSGT00390000007134
ENSMUSG00000022540	ENSGT00390000007164
ENSMUSG00000021947	ENSGT00390000007182
ENSMUSG00000027305	ENSGT00390000007200
ENSMUSG00000018171	ENSGT00390000007230
ENSMUSG00000041617	ENSGT00390000007249
ENSMUSG00000042642	ENSGT00390000007266
ENSMUSG00000038510	ENSGT00390000007279
ENSMUSG00000028247	ENSGT00390000007284
ENSMUSG00000035007	ENSGT00390000007311
ENSMUSG00000029173	ENSGT00390000007332
ENSMUSG00000022604	ENSGT00390000007337
ENSMUSG00000069237	ENSGT00390000007346
ENSMUSG00000042328	ENSGT00390000007349
ENSMUSG00000039840	ENSGT00390000007354
ENSMUSG00000047045	ENSGT00390000007430
ENSMUSG00000040822	ENSGT00390000007438
ENSMUSG00000021278	ENSGT00390000007463
ENSMUSG00000022827	ENSGT00390000007467
ENSMUSG00000033557	ENSGT00390000007484
ENSMUSG00000020544	ENSGT00390000007512
ENSMUSG00000020280	ENSGT00390000007529
ENSMUSG00000003444	ENSGT00390000007540
ENSMUSG00000052962	ENSGT00390000007547
ENSMUSG00000031584	ENSGT00390000007578
ENSMUSG00000075704	ENSGT00390000007578
ENSMUSG00000040738	ENSGT00390000007597
ENSMUSG00000035378	ENSGT00390000007605
ENSMUSG00000072919	ENSGT00390000007632
ENSMUSG00000034919	ENSGT00390000007658
ENSMUSG00000027378	ENSGT00390000007701
ENSMUSG00000037772	ENSGT00390000007739
ENSMUSG00000020903	ENSGT00390000007779
ENSMUSG00000027628	ENSGT00390000007796
ENSMUSG00000027953	ENSGT00390000007801
ENSMUSG00000043252	ENSGT00390000007813
ENSMUSG00000027569	ENSGT00390000007823
ENSMUSG00000032802	ENSGT00390000007832
ENSMUSG00000031821	ENSGT00390000007838
ENSMUSG00000006058	ENSGT00390000007843
ENSMUSG00000032388	ENSGT00390000007857
ENSMUSG00000020755	ENSGT00390000007870
ENSMUSG00000006784	ENSGT00390000007911
ENSMUSG00000064284	ENSGT00390000007925
ENSMUSG00000039438	ENSGT00390000007968
ENSMUSG00000020260	ENSGT00390000007989
ENSMUSG00000053963	ENSGT00390000008003
ENSMUSG00000012483	ENSGT00390000008029
ENSMUSG00000031379	ENSGT00390000008044
ENSMUSG00000036557	ENSGT00390000008095
ENSMUSG00000023089	ENSGT00390000008099
ENSMUSG00000029156	ENSGT00390000008110
ENSMUSG00000019132	ENSGT00390000008115
ENSMUSG00000036315	ENSGT00390000008126
ENSMUSG00000048503	ENSGT00390000008162
ENSMUSG00000071398	ENSGT00390000008173
ENSMUSG00000039745	ENSGT00390000008184
ENSMUSG00000027889	ENSGT00390000008190
ENSMUSG00000043510	ENSGT00390000008206
ENSMUSG00000034442	ENSGT00390000008208
ENSMUSG00000037787	ENSGT00390000008212
ENSMUSG00000039763	ENSGT00390000008217
ENSMUSG00000075467	ENSGT00390000008220
ENSMUSG00000042428	ENSGT00390000008221
ENSMUSG00000041879	ENSGT00390000008224
ENSMUSG00000001018	ENSGT00390000008274
ENSMUSG00000024426	ENSGT00390000008276
ENSMUSG00000027430	ENSGT00390000008298
ENSMUSG00000034926	ENSGT00390000008338
ENSMUSG00000029221	ENSGT00390000008346
ENSMUSG00000071652	ENSGT00390000008374
ENSMUSG00000022008	ENSGT00390000008389
ENSMUSG00000085793	ENSGT00390000008402
ENSMUSG00000029575	ENSGT00390000008432
ENSMUSG00000029703	ENSGT00390000008446
ENSMUSG00000025193	ENSGT00390000008454
ENSMUSG00000019809	ENSGT00390000008481
ENSMUSG00000036513	ENSGT00390000008489
ENSMUSG00000027245	ENSGT00390000008502
ENSMUSG00000024999	ENSGT00390000008540
ENSMUSG00000028011	ENSGT00390000008593
ENSMUSG00000037101	ENSGT00390000008611
ENSMUSG00000021548	ENSGT00390000008634
ENSMUSG00000004945	ENSGT00390000008642
ENSMUSG00000030630	ENSGT00390000008646
ENSMUSG00000039427	ENSGT00390000008647
ENSMUSG00000050705	ENSGT00390000008658
ENSMUSG00000002249	ENSGT00390000008670
ENSMUSG00000035048	ENSGT00390000008673
ENSMUSG00000027327	ENSGT00390000008711
ENSMUSG00000021552	ENSGT00390000008742
ENSMUSG00000028069	ENSGT00390000008765
ENSMUSG00000044835	ENSGT00390000008829
ENSMUSG00000050555	ENSGT00390000008848
ENSMUSG00000029397	ENSGT00390000008853
ENSMUSG00000031007	ENSGT00390000008856
ENSMUSG00000053334	ENSGT00390000008873
ENSMUSG00000032872	ENSGT00390000008881
ENSMUSG00000042737	ENSGT00390000008892
ENSMUSG00000022890	ENSGT00390000008902
ENSMUSG00000033596	ENSGT00390000008931
ENSMUSG00000026895	ENSGT00390000008938
ENSMUSG00000048930	ENSGT00390000008947
ENSMUSG00000041028	ENSGT00390000008960
ENSMUSG00000038880	ENSGT00390000008964
ENSMUSG00000030681	ENSGT00390000008969
ENSMUSG00000057858	ENSGT00390000008978
ENSMUSG00000030101	ENSGT00390000008983
ENSMUSG00000002014	ENSGT00390000008992
ENSMUSG00000023723	ENSGT00390000009030
ENSMUSG00000004895	ENSGT00390000009042
ENSMUSG00000021694	ENSGT00390000009065
ENSMUSG00000032126	ENSGT00390000009083
ENSMUSG00000030750	ENSGT00390000009084
ENSMUSG00000022698	ENSGT00390000009110
ENSMUSG00000021368	ENSGT00390000009122
ENSMUSG00000027185	ENSGT00390000009140
ENSMUSG00000026154	ENSGT00390000009155
ENSMUSG00000042298	ENSGT00390000009194
ENSMUSG00000032026	ENSGT00390000009255
ENSMUSG00000006412	ENSGT00390000009272
ENSMUSG00000042650	ENSGT00390000009298
ENSMUSG00000059890	ENSGT00390000009300
ENSMUSG00000042305	ENSGT00390000009310
ENSMUSG00000024026	ENSGT00390000009312
ENSMUSG00000031782	ENSGT00390000009328
ENSMUSG00000028378	ENSGT00390000009335
ENSMUSG00000072946	ENSGT00390000009335
ENSMUSG00000044627	ENSGT00390000009349
ENSMUSG00000040859	ENSGT00390000009361
ENSMUSG00000019797	ENSGT00390000009366
ENSMUSG00000050270	ENSGT00390000009386
ENSMUSG00000003527	ENSGT00390000009387
ENSMUSG00000026577	ENSGT00390000009400
ENSMUSG00000035764	ENSGT00390000009402
ENSMUSG00000002307	ENSGT00390000009448
ENSMUSG00000026679	ENSGT00390000009461
ENSMUSG00000028048	ENSGT00390000009464
ENSMUSG00000040220	ENSGT00390000009477
ENSMUSG00000029660	ENSGT00390000009484
ENSMUSG00000056698	ENSGT00390000009488
ENSMUSG00000042709	ENSGT00390000009492
ENSMUSG00000044715	ENSGT00390000009517
ENSMUSG00000031824	ENSGT00390000009535
ENSMUSG00000035401	ENSGT00390000009554
ENSMUSG00000035236	ENSGT00390000009566
ENSMUSG00000053684	ENSGT00390000009583
ENSMUSG00000056919	ENSGT00390000009631
ENSMUSG00000039246	ENSGT00390000009648
ENSMUSG00000029404	ENSGT00390000009670
ENSMUSG00000024792	ENSGT00390000009753
ENSMUSG00000024424	ENSGT00390000009763
ENSMUSG00000030008	ENSGT00390000009837
ENSMUSG00000030979	ENSGT00390000009853
ENSMUSG00000032633	ENSGT00390000009864
ENSMUSG00000009076	ENSGT00390000009869
ENSMUSG00000037022	ENSGT00390000009908
ENSMUSG00000004610	ENSGT00390000009936
ENSMUSG00000000295	ENSGT00390000009937
ENSMUSG00000046404	ENSGT00390000009989
ENSMUSG00000021385	ENSGT00390000010053
ENSMUSG00000030423	ENSGT00390000010067
ENSMUSG00000034189	ENSGT00390000010069
ENSMUSG00000041231	ENSGT00390000010107
ENSMUSG00000019178	ENSGT00390000010113
ENSMUSG00000031090	ENSGT00390000010152
ENSMUSG00000012126	ENSGT00390000010180
ENSMUSG00000018923	ENSGT00390000010184
ENSMUSG00000010044	ENSGT00390000010195
ENSMUSG00000033029	ENSGT00390000010231
ENSMUSG00000022706	ENSGT00390000010239
ENSMUSG00000030177	ENSGT00390000010251
ENSMUSG00000079260	ENSGT00390000010260
ENSMUSG00000036860	ENSGT00390000010309
ENSMUSG00000022993	ENSGT00390000010327
ENSMUSG00000031631	ENSGT00390000010356
ENSMUSG00000016541	ENSGT00390000010377
ENSMUSG00000019984	ENSGT00390000010380
ENSMUSG00000042742	ENSGT00390000010382
ENSMUSG00000033020	ENSGT00390000010415
ENSMUSG00000021302	ENSGT00390000010417
ENSMUSG00000002580	ENSGT00390000010440
ENSMUSG00000031575	ENSGT00390000010474
ENSMUSG00000024253	ENSGT00390000010498
ENSMUSG00000041625	ENSGT00390000010543
ENSMUSG00000021961	ENSGT00390000010548
ENSMUSG00000003380	ENSGT00390000010549
ENSMUSG00000024436	ENSGT00390000010554
ENSMUSG00000028954	ENSGT00390000010557
ENSMUSG00000043432	ENSGT00390000010577
ENSMUSG00000030051	ENSGT00390000010591
ENSMUSG00000046985	ENSGT00390000010628
ENSMUSG00000037916	ENSGT00390000010641
ENSMUSG00000005951	ENSGT00390000010693
ENSMUSG00000030059	ENSGT00390000010697
ENSMUSG00000030879	ENSGT00390000010698
ENSMUSG00000035370	ENSGT00390000010706
ENSMUSG00000029649	ENSGT00390000010734
ENSMUSG00000052926	ENSGT00390000010768
ENSMUSG00000027809	ENSGT00390000010773
ENSMUSG00000035351	ENSGT00390000010777
ENSMUSG00000051007	ENSGT00390000010778
ENSMUSG00000092607	ENSGT00390000010811
ENSMUSG00000020526	ENSGT00390000010822
ENSMUSG00000055917	ENSGT00390000010852
ENSMUSG00000028186	ENSGT00390000010863
ENSMUSG00000026088	ENSGT00390000010868
ENSMUSG00000021357	ENSGT00390000010872
ENSMUSG00000014748	ENSGT00390000010888
ENSMUSG00000043572	ENSGT00390000010922
ENSMUSG00000027502	ENSGT00390000010923
ENSMUSG00000020562	ENSGT00390000010932
ENSMUSG00000041949	ENSGT00390000010938
ENSMUSG00000031864	ENSGT00390000010950
ENSMUSG00000031919	ENSGT00390000010961
ENSMUSG00000071103	ENSGT00390000010980
ENSMUSG00000003464	ENSGT00390000010993
ENSMUSG00000028467	ENSGT00390000010998
ENSMUSG00000017453	ENSGT00390000011000
ENSMUSG00000046679	ENSGT00390000011031
ENSMUSG00000075229	ENSGT00390000011053
ENSMUSG00000030417	ENSGT00390000011085
ENSMUSG00000008822	ENSGT00390000011103
ENSMUSG00000020477	ENSGT00390000011179
ENSMUSG00000024841	ENSGT00390000011180
ENSMUSG00000033931	ENSGT00390000011249
ENSMUSG00000003316	ENSGT00390000011262
ENSMUSG00000026611	ENSGT00390000011270
ENSMUSG00000003549	ENSGT00390000011275
ENSMUSG00000025574	ENSGT00390000011309
ENSMUSG00000019868	ENSGT00390000011342
ENSMUSG00000033174	ENSGT00390000011364
ENSMUSG00000037720	ENSGT00390000011368
ENSMUSG00000039244	ENSGT00390000011370
ENSMUSG00000040044	ENSGT00390000011376
ENSMUSG00000002324	ENSGT00390000011379
ENSMUSG00000032563	ENSGT00390000011422
ENSMUSG00000021932	ENSGT00390000011439
ENSMUSG00000039515	ENSGT00390000011500
ENSMUSG00000026377	ENSGT00390000011515
ENSMUSG00000039509	ENSGT00390000011529
ENSMUSG00000028801	ENSGT00390000011598
ENSMUSG00000064360	ENSGT00390000011605
ENSMUSG00000027199	ENSGT00390000011613
ENSMUSG00000026563	ENSGT00390000011644
ENSMUSG00000036223	ENSGT00390000011654
ENSMUSG00000027775	ENSGT00390000011700
ENSMUSG00000011254	ENSGT00390000011705
ENSMUSG00000031816	ENSGT00390000011730
ENSMUSG00000031585	ENSGT00390000011749
ENSMUSG00000045751	ENSGT00390000011769
ENSMUSG00000031935	ENSGT00390000011810
ENSMUSG00000037526	ENSGT00390000011854
ENSMUSG00000020780	ENSGT00390000011856
ENSMUSG00000039850	ENSGT00390000011880
ENSMUSG00000018068	ENSGT00390000011888
ENSMUSG00000023921	ENSGT00390000011892
ENSMUSG00000078588	ENSGT00390000011926
ENSMUSG00000031684	ENSGT00390000011932
ENSMUSG00000008540	ENSGT00390000011980
ENSMUSG00000037103	ENSGT00390000011987
ENSMUSG00000007867	ENSGT00390000012060
ENSMUSG00000035413	ENSGT00390000012062
ENSMUSG00000022109	ENSGT00390000012063
ENSMUSG00000025512	ENSGT00390000012069
ENSMUSG00000020454	ENSGT00390000012071
ENSMUSG00000052798	ENSGT00390000012080
ENSMUSG00000038009	ENSGT00390000012136
ENSMUSG00000046010	ENSGT00390000012151
ENSMUSG00000026623	ENSGT00390000012157
ENSMUSG00000024037	ENSGT00390000012174
ENSMUSG00000020803	ENSGT00390000012195
ENSMUSG00000036202	ENSGT00390000012204
ENSMUSG00000026799	ENSGT00390000012207
ENSMUSG00000035614	ENSGT00390000012217
ENSMUSG00000025047	ENSGT00390000012228
ENSMUSG00000032869	ENSGT00390000012257
ENSMUSG00000019689	ENSGT00390000012258
ENSMUSG00000041203	ENSGT00390000012267
ENSMUSG00000060152	ENSGT00390000012331
ENSMUSG00000006585	ENSGT00390000012337
ENSMUSG00000017286	ENSGT00390000012340
ENSMUSG00000038280	ENSGT00390000012341
ENSMUSG00000037325	ENSGT00390000012346
ENSMUSG00000027132	ENSGT00390000012351
ENSMUSG00000017548	ENSGT00390000012364
ENSMUSG00000078786	ENSGT00390000012368
ENSMUSG00000028948	ENSGT00390000012406
ENSMUSG00000056941	ENSGT00390000012419
ENSMUSG00000025102	ENSGT00390000012420
ENSMUSG00000002379	ENSGT00390000012434
ENSMUSG00000020974	ENSGT00390000012435
ENSMUSG00000034518	ENSGT00390000012436
ENSMUSG00000047719	ENSGT00390000012439
ENSMUSG00000022551	ENSGT00390000012445
ENSMUSG00000026974	ENSGT00390000012479
ENSMUSG00000007721	ENSGT00390000012482
ENSMUSG00000042502	ENSGT00390000012483
ENSMUSG00000027304	ENSGT00390000012493
ENSMUSG00000031827	ENSGT00390000012498
ENSMUSG00000031657	ENSGT00390000012529
ENSMUSG00000030541	ENSGT00390000012547
ENSMUSG00000025950	ENSGT00390000012547
ENSMUSG00000030877	ENSGT00390000012548
ENSMUSG00000025227	ENSGT00390000012548
ENSMUSG00000029179	ENSGT00390000012556
ENSMUSG00000006010	ENSGT00390000012568
ENSMUSG00000032251	ENSGT00390000012588
ENSMUSG00000036820	ENSGT00390000012605
ENSMUSG00000045665	ENSGT00390000012629
ENSMUSG00000028345	ENSGT00390000012654
ENSMUSG00000013465	ENSGT00390000012665
ENSMUSG00000018882	ENSGT00390000012679
ENSMUSG00000013539	ENSGT00390000012733
ENSMUSG00000042489	ENSGT00390000012738
ENSMUSG00000015542	ENSGT00390000012745
ENSMUSG00000047635	ENSGT00390000012759
ENSMUSG00000028710	ENSGT00390000012765
ENSMUSG00000020462	ENSGT00390000012785
ENSMUSG00000062198	ENSGT00390000012799
ENSMUSG00000001983	ENSGT00390000012820
ENSMUSG00000046603	ENSGT00390000012832
ENSMUSG00000061244	ENSGT00390000012837
ENSMUSG00000025646	ENSGT00390000012850
ENSMUSG00000025575	ENSGT00390000012872
ENSMUSG00000039934	ENSGT00390000012875
ENSMUSG00000019715	ENSGT00390000012903
ENSMUSG00000075470	ENSGT00390000012906
ENSMUSG00000042111	ENSGT00390000012929
ENSMUSG00000040591	ENSGT00390000012935
ENSMUSG00000044847	ENSGT00390000012944
ENSMUSG00000030706	ENSGT00390000012955
ENSMUSG00000020224	ENSGT00390000012979
ENSMUSG00000000673	ENSGT00390000013008
ENSMUSG00000050107	ENSGT00390000013015
ENSMUSG00000044442	ENSGT00390000013073
ENSMUSG00000005043	ENSGT00390000013080
ENSMUSG00000030617	ENSGT00390000013087
ENSMUSG00000035049	ENSGT00390000013106
ENSMUSG00000026856	ENSGT00390000013112
ENSMUSG00000058240	ENSGT00390000013113
ENSMUSG00000079478	ENSGT00390000013169
ENSMUSG00000043257	ENSGT00390000013174
ENSMUSG00000004285	ENSGT00390000013208
ENSMUSG00000038028	ENSGT00390000013224
ENSMUSG00000031262	ENSGT00390000013235
ENSMUSG00000042389	ENSGT00390000013266
ENSMUSG00000018858	ENSGT00390000013268
ENSMUSG00000006315	ENSGT00390000013276
ENSMUSG00000061455	ENSGT00390000013283
ENSMUSG00000019295	ENSGT00390000013284
ENSMUSG00000074358	ENSGT00390000013311
ENSMUSG00000049922	ENSGT00390000013315
ENSMUSG00000039543	ENSGT00390000013319
ENSMUSG00000019763	ENSGT00390000013337
ENSMUSG00000031703	ENSGT00390000013367
ENSMUSG00000011114	ENSGT00390000013374
ENSMUSG00000058351	ENSGT00390000013390
ENSMUSG00000028797	ENSGT00390000013398
ENSMUSG00000031532	ENSGT00390000013419
ENSMUSG00000058886	ENSGT00390000013479
ENSMUSG00000022407	ENSGT00390000013486
ENSMUSG00000031637	ENSGT00390000013490
ENSMUSG00000047658	ENSGT00390000013505
ENSMUSG00000022120	ENSGT00390000013512
ENSMUSG00000045140	ENSGT00390000013520
ENSMUSG00000036339	ENSGT00390000013544
ENSMUSG00000048701	ENSGT00390000013594
ENSMUSG00000028833	ENSGT00390000013601
ENSMUSG00000034826	ENSGT00390000013620
ENSMUSG00000030876	ENSGT00390000013648
ENSMUSG00000071202	ENSGT00390000013678
ENSMUSG00000032400	ENSGT00390000013696
ENSMUSG00000033751	ENSGT00390000013719
ENSMUSG00000031387	ENSGT00390000013740
ENSMUSG00000042050	ENSGT00390000013743
ENSMUSG00000025521	ENSGT00390000013749
ENSMUSG00000026889	ENSGT00390000013765
ENSMUSG00000055041	ENSGT00390000013770
ENSMUSG00000020832	ENSGT00390000013800
ENSMUSG00000060121	ENSGT00390000013814
ENSMUSG00000002846	ENSGT00390000013817
ENSMUSG00000036955	ENSGT00390000013819
ENSMUSG00000005374	ENSGT00390000013836
ENSMUSG00000004667	ENSGT00390000013841
ENSMUSG00000028100	ENSGT00390000013847
ENSMUSG00000026708	ENSGT00390000013877
ENSMUSG00000033809	ENSGT00390000013904
ENSMUSG00000006717	ENSGT00390000013934
ENSMUSG00000021038	ENSGT00390000013955
ENSMUSG00000022023	ENSGT00390000013956
ENSMUSG00000059586	ENSGT00390000013961
ENSMUSG00000029782	ENSGT00390000013963
ENSMUSG00000027454	ENSGT00390000013968
ENSMUSG00000037005	ENSGT00390000013970
ENSMUSG00000025027	ENSGT00390000013970
ENSMUSG00000067150	ENSGT00390000013979
ENSMUSG00000031176	ENSGT00390000013998
ENSMUSG00000020219	ENSGT00390000014000
ENSMUSG00000041035	ENSGT00390000014031
ENSMUSG00000051705	ENSGT00390000014038
ENSMUSG00000059534	ENSGT00390000014052
ENSMUSG00000026102	ENSGT00390000014061
ENSMUSG00000036968	ENSGT00390000014072
ENSMUSG00000032392	ENSGT00390000014077
ENSMUSG00000020056	ENSGT00390000014084
ENSMUSG00000067787	ENSGT00390000014105
ENSMUSG00000030056	ENSGT00390000014109
ENSMUSG00000021007	ENSGT00390000014113
ENSMUSG00000017561	ENSGT00390000014117
ENSMUSG00000032579	ENSGT00390000014125
ENSMUSG00000035958	ENSGT00390000014242
ENSMUSG00000033578	ENSGT00390000014255
ENSMUSG00000001366	ENSGT00390000014256
ENSMUSG00000040473	ENSGT00390000014274
ENSMUSG00000023336	ENSGT00390000014299
ENSMUSG00000022386	ENSGT00390000014323
ENSMUSG00000046192	ENSGT00390000014326
ENSMUSG00000023106	ENSGT00390000014349
ENSMUSG00000002395	ENSGT00390000014361
ENSMUSG00000020258	ENSGT00390000014365
ENSMUSG00000031381	ENSGT00390000014405
ENSMUSG00000024191	ENSGT00390000014412
ENSMUSG00000022247	ENSGT00390000014467
ENSMUSG00000028414	ENSGT00390000014471
ENSMUSG00000029027	ENSGT00390000014490
ENSMUSG00000032077	ENSGT00390000014500
ENSMUSG00000021598	ENSGT00390000014501
ENSMUSG00000003299	ENSGT00390000014512
ENSMUSG00000036748	ENSGT00390000014513
ENSMUSG00000026374	ENSGT00390000014517
ENSMUSG00000030652	ENSGT00390000014520
ENSMUSG00000021811	ENSGT00390000014549
ENSMUSG00000028589	ENSGT00390000014553
ENSMUSG00000002661	ENSGT00390000014585
ENSMUSG00000051232	ENSGT00390000014591
ENSMUSG00000039680	ENSGT00390000014606
ENSMUSG00000046756	ENSGT00390000014620
ENSMUSG00000019039	ENSGT00390000014621
ENSMUSG00000020087	ENSGT00390000014627
ENSMUSG00000037818	ENSGT00390000014635
ENSMUSG00000015126	ENSGT00390000014665
ENSMUSG00000027384	ENSGT00390000014687
ENSMUSG00000056820	ENSGT00390000014716
ENSMUSG00000020831	ENSGT00390000014721
ENSMUSG00000039182	ENSGT00390000014722
ENSMUSG00000005378	ENSGT00390000014737
ENSMUSG00000057234	ENSGT00390000014756
ENSMUSG00000057421	ENSGT00390000014785
ENSMUSG00000039990	ENSGT00390000014797
ENSMUSG00000027952	ENSGT00390000014801
ENSMUSG00000020895	ENSGT00390000014827
ENSMUSG00000029125	ENSGT00390000014853
ENSMUSG00000078656	ENSGT00390000014892
ENSMUSG00000037525	ENSGT00390000014918
ENSMUSG00000030641	ENSGT00390000014932
ENSMUSG00000024592	ENSGT00390000014940
ENSMUSG00000038383	ENSGT00390000014941
ENSMUSG00000028729	ENSGT00390000014984
ENSMUSG00000042992	ENSGT00390000015016
ENSMUSG00000042447	ENSGT00390000015038
ENSMUSG00000028975	ENSGT00390000015047
ENSMUSG00000026766	ENSGT00390000015050
ENSMUSG00000032127	ENSGT00390000015058
ENSMUSG00000022956	ENSGT00390000015060
ENSMUSG00000040667	ENSGT00390000015063
ENSMUSG00000047804	ENSGT00390000015077
ENSMUSG00000058355	ENSGT00390000015089
ENSMUSG00000041323	ENSGT00390000015102
ENSMUSG00000042729	ENSGT00390000015119
ENSMUSG00000021534	ENSGT00390000015121
ENSMUSG00000039994	ENSGT00390000015124
ENSMUSG00000021235	ENSGT00390000015152
ENSMUSG00000027573	ENSGT00390000015162
ENSMUSG00000028917	ENSGT00390000015175
ENSMUSG00000005718	ENSGT00390000015189
ENSMUSG00000043061	ENSGT00390000015191
ENSMUSG00000028653	ENSGT00390000015214
ENSMUSG00000029828	ENSGT00390000015236
ENSMUSG00000068921	ENSGT00390000015248
ENSMUSG00000026188	ENSGT00390000015276
ENSMUSG00000030726	ENSGT00390000015282
ENSMUSG00000034321	ENSGT00390000015287
ENSMUSG00000006517	ENSGT00390000015359
ENSMUSG00000021810	ENSGT00390000015361
ENSMUSG00000028889	ENSGT00390000015364
ENSMUSG00000031951	ENSGT00390000015366
ENSMUSG00000042558	ENSGT00390000015369
ENSMUSG00000030612	ENSGT00390000015400
ENSMUSG00000000581	ENSGT00390000015405
ENSMUSG00000017264	ENSGT00390000015408
ENSMUSG00000025736	ENSGT00390000015438
ENSMUSG00000073791	ENSGT00390000015466
ENSMUSG00000054362	ENSGT00390000015471
ENSMUSG00000025078	ENSGT00390000015483
ENSMUSG00000037469	ENSGT00390000015485
ENSMUSG00000033540	ENSGT00390000015494
ENSMUSG00000002608	ENSGT00390000015495
ENSMUSG00000032299	ENSGT00390000015516
