Mouse_gene_Ensembl_id	Ensembl_gene_tree_id
ENSMUSG00000026987	ENSGT00760000119099
ENSMUSG00000021999	ENSGT00760000119103
ENSMUSG00000042501	ENSGT00760000119103
ENSMUSG00000020271	ENSGT00760000119106
ENSMUSG00000039936	ENSGT00760000119110
ENSMUSG00000026879	ENSGT00760000119111
ENSMUSG00000026100	ENSGT00760000119112
ENSMUSG00000053897	ENSGT00760000119115
ENSMUSG00000024270	ENSGT00760000119115
ENSMUSG00000021696	ENSGT00760000119122
ENSMUSG00000006390	ENSGT00760000119122
ENSMUSG00000079316	ENSGT00760000119125
ENSMUSG00000043463	ENSGT00760000119125
ENSMUSG00000024727	ENSGT00760000119127
ENSMUSG00000052387	ENSGT00760000119127
ENSMUSG00000038260	ENSGT00760000119127
ENSMUSG00000009246	ENSGT00760000119127
ENSMUSG00000020682	ENSGT00760000119132
ENSMUSG00000016487	ENSGT00760000119138
ENSMUSG00000022793	ENSGT00760000119140
ENSMUSG00000028541	ENSGT00760000119140
ENSMUSG00000037754	ENSGT00760000119141
ENSMUSG00000033819	ENSGT00760000119141
ENSMUSG00000024186	ENSGT00760000119142
ENSMUSG00000038181	ENSGT00760000119143
ENSMUSG00000036356	ENSGT00760000119143
ENSMUSG00000031170	ENSGT00760000119147
ENSMUSG00000032609	ENSGT00760000119153
ENSMUSG00000042359	ENSGT00760000119155
ENSMUSG00000029822	ENSGT00760000119155
ENSMUSG00000049112	ENSGT00760000119156
ENSMUSG00000037370	ENSGT00760000119157
ENSMUSG00000023961	ENSGT00760000119157
ENSMUSG00000023960	ENSGT00760000119157
ENSMUSG00000000325	ENSGT00760000119167
ENSMUSG00000031105	ENSGT00760000119170
ENSMUSG00000022003	ENSGT00760000119170
ENSMUSG00000031710	ENSGT00760000119170
ENSMUSG00000025572	ENSGT00760000119171
ENSMUSG00000063146	ENSGT00760000119173
ENSMUSG00000049550	ENSGT00760000119173
ENSMUSG00000031364	ENSGT00760000119177
ENSMUSG00000032839	ENSGT00760000119180
ENSMUSG00000038843	ENSGT00760000119183
ENSMUSG00000030657	ENSGT00760000119183
ENSMUSG00000025006	ENSGT00760000119190
ENSMUSG00000030672	ENSGT00760000119196
ENSMUSG00000020469	ENSGT00760000119196
ENSMUSG00000056880	ENSGT00760000119205
ENSMUSG00000055065	ENSGT00760000119219
ENSMUSG00000044086	ENSGT00760000119226
ENSMUSG00000028328	ENSGT00760000119226
ENSMUSG00000006307	ENSGT00760000119228
ENSMUSG00000021760	ENSGT00760000119230
ENSMUSG00000028597	ENSGT00760000119230
ENSMUSG00000009741	ENSGT00760000119235
ENSMUSG00000037188	ENSGT00760000119235
ENSMUSG00000000693	ENSGT00760000119251
ENSMUSG00000022095	ENSGT00760000119270
ENSMUSG00000039536	ENSGT00760000119275
ENSMUSG00000042396	ENSGT00760000119302
ENSMUSG00000048387	ENSGT00760000119344
ENSMUSG00000022330	ENSGT00760000119344
ENSMUSG00000021108	ENSGT00770000120449
ENSMUSG00000024830	ENSGT00770000120449
ENSMUSG00000026126	ENSGT00770000120452
ENSMUSG00000006740	ENSGT00770000120453
ENSMUSG00000007279	ENSGT00770000120465
ENSMUSG00000037685	ENSGT00770000120474
ENSMUSG00000039529	ENSGT00770000120474
ENSMUSG00000003341	ENSGT00770000120474
ENSMUSG00000031441	ENSGT00770000120474
ENSMUSG00000040136	ENSGT00770000120479
ENSMUSG00000031844	ENSGT00770000120485
ENSMUSG00000031891	ENSGT00770000120485
ENSMUSG00000052783	ENSGT00770000120493
ENSMUSG00000032584	ENSGT00770000120499
ENSMUSG00000009376	ENSGT00770000120499
ENSMUSG00000069378	ENSGT00770000120502
ENSMUSG00000020611	ENSGT00770000120503
ENSMUSG00000000753	ENSGT00770000120524
ENSMUSG00000074037	ENSGT00770000120529
ENSMUSG00000045569	ENSGT00770000120529
ENSMUSG00000033191	ENSGT00770000120533
ENSMUSG00000009145	ENSGT00770000120558
ENSMUSG00000030986	ENSGT00770000120558
ENSMUSG00000036591	ENSGT00780000121833
ENSMUSG00000040345	ENSGT00780000121833
ENSMUSG00000002108	ENSGT00780000121834
ENSMUSG00000048938	ENSGT00780000121834
ENSMUSG00000047638	ENSGT00780000121834
ENSMUSG00000022479	ENSGT00780000121834
ENSMUSG00000027966	ENSGT00780000121837
ENSMUSG00000031290	ENSGT00780000121839
ENSMUSG00000068015	ENSGT00780000121839
ENSMUSG00000039231	ENSGT00780000121845
ENSMUSG00000036893	ENSGT00780000121845
ENSMUSG00000041992	ENSGT00780000121847
ENSMUSG00000020440	ENSGT00780000121855
ENSMUSG00000024871	ENSGT00780000121872
ENSMUSG00000029608	ENSGT00780000121872
ENSMUSG00000038068	ENSGT00780000121875
ENSMUSG00000049907	ENSGT00780000121877
ENSMUSG00000027797	ENSGT00780000121878
ENSMUSG00000026604	ENSGT00780000121879
ENSMUSG00000028007	ENSGT00780000121895
ENSMUSG00000028385	ENSGT00780000121895
ENSMUSG00000039286	ENSGT00780000121896
ENSMUSG00000022580	ENSGT00780000121909
ENSMUSG00000030494	ENSGT00780000121909
ENSMUSG00000029193	ENSGT00780000121924
ENSMUSG00000028776	ENSGT00780000121937
ENSMUSG00000027423	ENSGT00780000121944
ENSMUSG00000020151	ENSGT00780000121945
ENSMUSG00000042203	ENSGT00780000121978
ENSMUSG00000051864	ENSGT00780000121978
ENSMUSG00000040852	ENSGT00780000121979
ENSMUSG00000039095	ENSGT00780000121984
ENSMUSG00000028392	ENSGT00780000121986
ENSMUSG00000051346	ENSGT00780000121986
ENSMUSG00000022061	ENSGT00790000122940
ENSMUSG00000020871	ENSGT00790000122940
ENSMUSG00000041911	ENSGT00790000122940
ENSMUSG00000023809	ENSGT00790000122941
ENSMUSG00000031558	ENSGT00790000122942
ENSMUSG00000035298	ENSGT00790000122944
ENSMUSG00000062901	ENSGT00790000122944
ENSMUSG00000020627	ENSGT00790000122944
ENSMUSG00000022357	ENSGT00790000122944
ENSMUSG00000034777	ENSGT00790000122946
ENSMUSG00000004677	ENSGT00790000122950
ENSMUSG00000024388	ENSGT00790000122950
ENSMUSG00000030761	ENSGT00790000122950
ENSMUSG00000034593	ENSGT00790000122950
ENSMUSG00000032033	ENSGT00790000122955
ENSMUSG00000020700	ENSGT00790000122958
ENSMUSG00000039470	ENSGT00790000122959
ENSMUSG00000021969	ENSGT00790000122959
ENSMUSG00000032715	ENSGT00790000122960
ENSMUSG00000028518	ENSGT00790000122960
ENSMUSG00000050697	ENSGT00790000122960
ENSMUSG00000025199	ENSGT00790000122961
ENSMUSG00000048304	ENSGT00790000122963
ENSMUSG00000031284	ENSGT00790000122964
ENSMUSG00000025616	ENSGT00790000122966
ENSMUSG00000040455	ENSGT00790000122966
ENSMUSG00000090115	ENSGT00790000122966
ENSMUSG00000031486	ENSGT00790000122970
ENSMUSG00000075307	ENSGT00790000122972
ENSMUSG00000074001	ENSGT00790000122972
ENSMUSG00000025358	ENSGT00790000122973
ENSMUSG00000036863	ENSGT00790000122974
ENSMUSG00000032714	ENSGT00790000122974
ENSMUSG00000063820	ENSGT00790000122984
ENSMUSG00000025870	ENSGT00790000122984
ENSMUSG00000028708	ENSGT00790000122985
ENSMUSG00000016528	ENSGT00790000122985
ENSMUSG00000031303	ENSGT00790000122987
ENSMUSG00000018322	ENSGT00790000122996
ENSMUSG00000026027	ENSGT00790000122998
ENSMUSG00000069631	ENSGT00790000122998
ENSMUSG00000018845	ENSGT00790000123001
ENSMUSG00000019826	ENSGT00790000123002
ENSMUSG00000042903	ENSGT00790000123003
ENSMUSG00000041552	ENSGT00790000123009
ENSMUSG00000039198	ENSGT00790000123009
ENSMUSG00000038346	ENSGT00790000123011
ENSMUSG00000063415	ENSGT00790000123020
ENSMUSG00000024987	ENSGT00790000123020
ENSMUSG00000029364	ENSGT00790000123022
ENSMUSG00000000317	ENSGT00790000123034
ENSMUSG00000026497	ENSGT00790000123042
ENSMUSG00000029376	ENSGT00790000123048
ENSMUSG00000028830	ENSGT00790000123070
ENSMUSG00000006711	ENSGT00790000123070
ENSMUSG00000040321	ENSGT00790000123073
